CMUN,POP21
16032,369
16033,1810
16034,143
16035,230
16036,139
16038,32
16039,454
16040,105
16041,410
16042,1246
16043,101
16044,32
16901,714
16045,170
16046,224
16047,241
16048,459
16049,140
16050,236
16051,130
16052,766
16053,428
16055,778
16056,488
16057,67
16058,101
16060,816
16061,1147
16062,29
16063,119
16064,835
16065,417
16066,3089
16067,122
16068,129
16070,29
16072,128
16071,20
16073,217
16023,698
16081,58
16074,34
16078,53988
16079,35
16082,303
16083,37
16084,49
16085,143
16086,1209
16087,246
16088,103
16904,527
16089,466
16091,57
16092,170
16093,63
16094,148
16095,91
16096,354
16097,137
16098,690
16099,195
16100,765
16101,159
16102,1507
16103,250
16104,62
16106,3545
16107,78
16108,84
16109,53
16110,126
16111,185
16112,1746
16113,4355
16115,54
16116,55
16117,1211
16118,1562
16119,209
16121,234
16122,304
16123,61
16124,2310
16125,2237
16126,908
16128,52
16129,99
16130,670
16131,119
16132,32
16133,6035
16134,5964
16135,129
16137,42
16139,295
16140,21
16141,130
16142,142
16143,15
16145,455
16146,77
16147,56
16148,571
16149,157
16150,91
16151,57
16152,33
16153,1132
16154,6638
16155,633
16156,93
16157,209
16158,660
16159,191
16160,61
16161,45
16162,35
16163,58
16165,58
16166,289
16908,191
16167,322
16169,40
16170,892
16171,2416
16172,334
16174,185
16175,7616
16176,53
16177,111
16181,60
16185,42
16186,459
16187,74
16188,100
16189,287
16190,6953
16191,1052
16192,45
16193,50
16194,232
16196,681
16195,534
16197,62
16198,1619
16199,27
16909,681
16202,849
16203,15645
16204,292
16205,115
16206,201
16209,109
16211,358
16212,281
16213,36
16215,261
16216,268
16217,97
16218,226
16219,89
16906,70
16224,73
16225,56
16227,112
16228,204
16902,124
16903,1479
16231,46
16173,198
16234,21
16236,1108
16237,95
16238,473
16239,130
16240,112
16242,323
16243,471
16244,719
16245,469
16246,492
16247,73
16248,993
16249,2466
16250,67
16251,2280
16253,386
16254,207
16255,147
16263,1313
16258,173
16259,45
16910,73
16264,401
16265,23
16266,384
16269,447
16270,200
16271,808
16272,214
16273,335
16274,120
16275,11
16276,17
16277,106
16278,57
16279,269
16280,159
20001,312
20002,482
20016,2056
20003,795
20004,316
20005,1762
20006,362
20906,177
20007,447
20008,945
20009,14631
20010,2086
20011,2081
20012,200
20013,7108
20055,21867
20014,1549
20903,7185
20015,1697
20017,11657
20018,15191
20904,153
20019,13949
20020,144
20021,253
20022,1099
20074,14584
20023,598
20024,534
20029,5441
20069,188102
20030,27467
20031,244
20033,1141
20032,11464
20067,39219
20066,578
20034,4131
20035,614
20038,502
20037,126
20907,173
20039,2794
20040,20362
20041,321
20036,16852
20042,4220
20043,2281
20044,485
20045,62933
20046,1877
20047,658
20048,259
20902,18893
20049,6007
20050,380
20051,8367
20052,1440
20068,211
20053,6062
20054,625
20901,1983
20057,256
20056,5284
20063,10291
20058,938
20059,11428
20076,10420
20905,230
20060,117
20061,6096
20062,1248
20064,15867
20070,1461
20065,3903
20071,19795
20072,6197
20077,6773
20073,6132
20075,5864
20078,1636
20079,23271
20025,1550
20026,282
20027,3769
20028,3001
20081,10124
20080,9668
17001,885
17002,789
17003,178
17004,798
17006,1645
17007,2383
17008,5709
17009,6507
17010,417
17011,998
17012,1657
17015,20168
17016,1015
17013,4039
17018,699
17019,2502
17020,5094
17021,187
17022,11190
17234,244
17023,40274
17029,271
17024,489
17025,1796
17026,752
17027,3836
17028,390
17031,266
17030,941
17032,2820
17033,8051
17034,11484
17035,711
17036,3225
17037,149
17038,533
17039,2435
17040,749
17041,305
17042,618
17044,10505
17046,939
17047,11154
17048,11455
17189,1973
17049,5606
17050,973
17051,282
17054,462
17055,188
17057,1275
17056,2422
17058,270
17901,1327
17060,540
17061,248
17062,10497
17063,239
17064,412
17065,469
17005,619
17066,47043
17067,1147
17068,299
17069,506
17070,157
17071,1468
17902,1708
17073,2700
17074,793
17075,464
17076,170
17077,909
17078,502
17079,101932
17080,196
17081,421
17082,588
17083,4332
17084,314
17085,382
17086,3340
17087,327
17088,845
17089,8851
17090,730
17091,535
17092,4842
17093,1252
17094,1504
17095,38402
17096,209
17102,729
17103,7349
17097,296
17098,469
17100,284
17101,803
17099,97
17105,349
17106,197
17107,347
17109,951
17110,1672
17111,1434
17112,240
17114,36299
17115,369
17116,426
17117,23046
17118,18196
17119,111
17121,323
17120,1490
17123,446
17124,2516
17125,166
17126,413
17128,588
17129,187
17130,448
17132,1945
17133,1711
17134,311
17135,518
17136,264
17137,4701
17140,1010
17138,1095
17139,1875
17141,9518
17142,3856
17043,191
17143,206
17144,282
17145,1787
17146,4268
17147,10721
17148,2283
17149,511
17150,2076
17151,244
17152,19921
17153,296
17154,164
17155,32230
17157,156
17183,353
17158,712
17159,808
17160,22210
17161,1456
17162,247
17163,4012
17164,5758
17165,852
17167,3250
17168,501
17185,3050
17166,796
17169,3612
17903,1314
17171,267
17172,663
17173,244
17174,243
17175,755
17176,157
17177,725
17178,2083
17180,13459
17181,5408
17182,378
17184,1585
17186,5231
17187,865
17188,212
17190,1143
17191,235
17192,185
17193,6349
17052,179
17194,99
17195,466
17196,334
17197,160
17198,726
17199,12023
17200,816
17201,178
17202,5930
17204,1167
17205,258
17203,226
17206,210
17014,88
17208,1315
17207,3115
17170,213
17209,918
17210,914
17211,1183
17212,186
17213,8073
17214,969
17215,3225
17217,471
17216,214
17218,835
17220,1102
17221,5480
17223,1124
17224,386
17225,371
17226,1154
17227,205
17228,399
17230,761
17222,162
17233,3310
17232,230
18001,255
18002,564
18003,19128
18004,722
18005,403
18006,7473
18007,786
18010,623
18011,5497
18012,2440
18013,5667
18014,9674
18015,468
18016,330
18017,25890
18904,952
18018,561
18020,624
18021,24388
18022,19198
18023,20281
18024,980
18025,323
18027,3289
18028,1064
18029,2284
18030,715
18032,322
18033,286
18034,555
18035,1492
18036,5262
18114,664
18037,644
18038,1228
18039,4038
18040,388
18042,580
18043,200
18044,240
18045,1288
18046,2018
18047,8181
18059,5624
18061,1244
18062,15741
18048,3472
18049,630
18050,2015
18051,1298
18053,1870
18054,990
18912,1742
18056,4079
18057,7719
18063,1636
18064,412
18065,685
18066,2625
18067,776
18068,2137
18069,637
18915,862
18070,362
18071,7168
18072,806
18074,293
18076,955
18077,534
18078,936
18079,4415
18905,22051
18082,1107
18083,220
18084,5993
18085,729
18086,382
18087,231775
18088,1839
18089,18462
18906,1074
18093,5287
18094,2906
18095,2658
18096,384
18097,1193
18098,7236
18099,1897
18100,10514
18101,12120
18102,10080
18103,974
18105,5094
18106,609
18107,1045
18108,954
18109,985
18111,3928
18112,136
18115,3550
18116,3612
18117,571
18119,2197
18120,337
18121,130
18122,20465
18123,311
18124,476
18126,1788
18127,22358
18128,414
18132,3613
18133,2748
18134,8137
18135,5336
18136,2072
18137,1127
18138,3106
18909,589
18140,58545
18141,460
18903,1116
18143,1198
18144,1094
18145,14559
18146,1192
18147,5866
18148,1012
18150,8934
18151,315
18152,1148
18153,11544
18154,1170
18910,886
18157,1518
18158,9853
18159,1102
18161,261
18162,1714
18163,387
18164,2227
18165,5480
18167,2320
18168,987
18170,384
18171,2638
18173,12472
18174,543
18175,15175
18176,259
18177,524
18901,715
18178,715
18916,2892
18179,634
18180,721
18181,232
18182,2550
18914,2059
18907,2117
18902,917
18183,705
18911,11678
18184,2923
18185,666
18149,7173
18908,963
18187,561
18188,2038
18189,1000
18192,2096
18913,914
18193,19473
18194,2516
19001,55
19002,60
19003,32
19004,57
19005,127
19006,1080
19007,479
19008,45
19009,326
19010,16
19011,326
19013,128
19015,99
19016,53
19017,82
19018,157
19019,15
19020,55
19021,1307
19022,694
19023,161
19024,13051
19027,153
19031,8
19032,152
19033,59
19034,26
19036,370
19037,139
19038,20
19039,70
19040,55
19041,240
19042,22
19043,100
19044,395
19045,140
19046,35236
19047,63
19048,21
19049,13
19050,17
19051,53
19052,21
19053,2467
19054,201
19055,48
19057,76
19058,10844
19059,75
19060,167
19061,66
19064,76
19065,146
19066,57
19067,56
19070,98
19071,12710
19073,19
19074,116
19075,61
19076,32
19078,60
19079,6
19080,66
19081,24
19082,143
19103,286
19104,17
19106,84
19105,3797
19086,1611
19087,20
19088,117
19089,23
19090,109
19091,21
19092,552
19095,10
19096,111
19097,12
19098,31
19099,342
19102,129
19107,361
19108,105
19109,33
19110,57
19111,201
19112,64
19113,627
19114,39
19115,29
19116,10
19117,2523
19118,13
19119,86
19120,132
19121,299
19122,92
19123,54
19124,566
19125,57
19126,2579
19127,95
19129,31
19130,87064
19132,86
19133,239
19134,26
19135,117
19136,18
19138,292
19139,39
19142,378
19143,2702
19145,38
19146,52
19147,41
19148,58
19150,105
19151,1577
19152,776
19153,22
19154,61
19155,82
19156,1383
19157,51
19159,113
19160,1396
19161,268
19162,65
19163,65
19165,58
19166,180
19167,175
19168,290
19169,30
19170,232
19171,7889
19172,49
19173,65
19174,97
19175,31
19176,270
19177,63
19178,35
19179,102
19181,54
19182,40
19184,108
19183,73
19185,34
19186,78
19187,59
19188,42
19189,174
19190,3217
19191,14
19192,2745
19193,28
19194,102
19195,50
19196,101
19197,31
19198,17
19199,17
19200,69
19201,63
19202,15
19203,37
19204,210
19208,44
19209,40
19210,24
19211,455
19212,839
19213,66
19214,75
19215,151
19216,155
19217,40
19218,51
19219,10
19220,4687
19221,49
19222,104
19223,116
19224,104
19225,1392
19226,40
19227,57
19228,35
19229,59
19230,921
19231,10
19232,62
19233,109
19234,52
19235,106
19237,47
19238,61
19239,127
19240,40
19241,34
19242,104
19243,40
19244,91
19245,1530
19246,39
19247,141
19248,74
19249,39
19250,15
19251,54
19252,64
19254,43
19901,36
19255,85
19256,49
19257,4298
19258,87
19259,30
19260,41
19261,30
19262,146
19263,45
19264,33
19265,144
19266,298
19267,20
19268,48
19269,80
19271,50
19270,10
19272,94
19274,1577
19279,470
19277,18
19278,28
19280,5892
19281,20
19282,174
19283,38
19284,8
19285,23
19286,1240
19287,184
19288,17
19289,27
19290,1327
19291,1363
19293,2933
19294,30
19296,37
19297,43
19298,82
19299,100
19300,1144
19301,38
19302,52
19303,39
19304,299
19305,145
19306,25
19307,24
19308,64
19309,25
19310,8
19311,92
19314,45
19317,138
19318,40
19319,6591
19321,48
19322,25
19323,40
19324,180
19325,182
19326,4636
19327,465
19329,62
19330,77
19331,4364
19332,91
19333,104
19334,56
19335,63
21001,814
21002,21706
21003,835
21004,1786
21005,24577
21006,3929
21007,8215
21008,3046
21009,950
21010,21510
21011,4464
21012,312
21013,14392
21014,6075
21015,716
21016,1158
21017,2763
21018,1996
21019,731
21020,401
21021,20314
21022,230
21023,2320
21030,2242
21024,571
21025,4635
21026,303
21027,53
21028,374
21029,1734
21031,1292
21032,2294
21033,751
21034,1373
21035,12810
21036,242
21037,517
21038,1326
21039,338
21040,3903
21041,142538
21042,21516
21043,2247
21044,28293
21045,268
21046,3187
21047,2152
21048,410
21049,3778
21050,22061
21051,255
21052,5127
21053,4158
21054,10787
21055,12001
21056,3478
21057,1149
21058,3154
21059,281
21060,15891
21061,7834
21062,1682
21063,3846
21064,9503
21066,653
21065,380
21067,489
21068,1055
21069,2034
21070,7906
21071,236
21072,12714
21073,2911
21074,3334
21075,385
21076,2849
21077,2203
21078,3055
21902,1252
21079,785
22001,271
22002,143
22003,190
22004,139
22907,2312
22006,336
22007,1125
22008,188
22009,686
22011,118
22012,137
22013,306
22014,230
22015,337
22016,627
22017,1200
22018,372
22019,208
22020,133
22021,2412
22022,689
22023,454
22024,338
22025,1441
22027,370
22028,397
22029,137
22032,116
22035,318
22036,114
22037,153
22039,1028
22040,177
22041,162
22042,148
22043,94
22044,263
22045,71
22046,849
22047,327
22048,17146
22049,91
22050,100
22051,106
22052,1307
22053,1162
22054,2239
22246,74
22055,308
22057,481
22058,254
22059,1550
22060,1597
22061,9888
22062,176
22063,191
22064,179
22066,1065
22067,90
22068,83
22069,564
22072,222
22074,459
22075,123
22076,348
22077,402
22078,599
22079,208
22080,350
22081,290
22083,497
22084,791
22082,345
22085,103
22086,240
22087,80
22088,164
22089,333
22094,114
22095,83
22096,411
22090,118
22099,649
22102,204
22103,803
22105,120
22106,21
22107,103
22109,344
22110,845
22111,158
22112,15250
22113,612
22114,133
22115,393
22116,1740
22117,3434
22119,1478
22122,68
22908,240
22124,227
22125,53429
22126,113
22127,703
22128,185
22129,247
22130,13344
22131,94
22133,154
22135,194
22136,885
22137,1195
22139,92
22141,133
22142,147
22143,222
22144,288
22149,345
22150,574
22151,93
22905,348
22155,69
22156,432
22157,215
22158,17362
22160,261
22162,147
22163,587
22164,58
22165,500
22167,671
22168,28
22170,849
22172,692
22173,255
22174,576
22175,226
22176,224
22177,107
22178,129
22181,96
22182,274
22184,199
22186,234
22187,391
22188,96
22902,251
22189,212
22190,167
22193,326
22195,291
22197,525
22199,9352
22200,302
22201,309
22202,193
22203,107
22204,1519
22205,570
22207,148
22903,795
22206,219
22208,245
22209,193
22906,204
22212,75
22213,4173
22214,149
22215,154
22217,491
22218,45
22220,162
22221,123
22222,710
22223,93
22904,903
22225,3449
22226,938
22227,224
22228,800
22229,126
22230,299
22232,109
22233,95
22234,1279
22235,91
22236,251
22239,100
22242,65
22243,64
22901,817
22244,46
22245,480
22909,399
22247,41
22248,122
22249,171
22250,524
22251,364
22252,152
22253,60
22254,1860
23001,992
23002,21623
23003,10434
23004,487
23005,36212
23006,5450
23007,3545
23008,1708
23905,2243
23009,15762
23010,17498
23011,2596
23012,5115
23902,2656
23014,2998
23015,1542
23016,443
23017,1786
23018,2662
23019,1743
23020,1822
23021,608
23901,1320
23024,15048
23025,3267
23026,4019
23027,775
23028,7248
23029,917
23030,1392
23031,940
23032,609
23033,1599
23034,3011
23035,1313
23037,593
23038,5082
23039,2714
23041,601
23042,356
23043,601
23044,5682
23045,2475
23046,2808
23047,1892
23048,907
23049,2013
23050,111932
23051,3302
23052,1249
23053,11583
23040,1652
23054,467
23055,56525
23056,3640
23057,830
23058,11315
23059,6726
23060,24271
23061,9973
23062,1635
23063,4473
23064,1884
23065,1761
23066,5325
23067,2859
23069,6115
23070,4706
23071,2166
23072,2250
23073,5161
23074,3516
23075,3867
23076,887
23077,670
23904,2832
23079,4472
23080,2118
23081,1771
23082,2209
23084,1075
23085,2422
23086,14059
23087,13545
23088,7194
23090,1350
23091,760
23092,34208
23093,3649
23094,4376
23095,10545
23096,3026
23097,7967
23098,956
23099,6106
23101,392
23903,4311
24001,185
24002,283
24003,594
24004,596
24005,351
24006,562
24007,788
24008,10553
24009,287
24010,10068
24011,167
24012,308
24014,8455
24015,2426
24016,464
24017,541
24018,178
24019,347
24020,444
24021,1819
24022,306
24023,306
24024,725
24025,294
24026,1113
24027,1331
24028,409
24029,731
24030,4888
24031,217
24032,113
24033,211
24034,4105
24036,255
24037,335
24038,3403
24039,2266
24040,452
24041,511
24042,65
24043,108
24044,149
24046,940
24047,720
24049,1605
24050,111
24051,402
24052,141
24053,423
24065,2596
24054,441
24055,737
24056,3038
24057,1431
24058,193
24059,862
24060,522
24061,2057
24062,133
24063,389
24064,1796
24066,441
24067,661
24068,450
24069,33
24070,4346
24071,1034
24073,478
24074,81
24076,1589
24077,255
24078,350
24079,925
24080,205
24081,127
24082,977
24083,1109
24084,150
24086,270
24087,633
24088,1057
24089,122051
24092,807
24090,377
24091,564
24093,358
24094,1708
24095,326
24096,113
24097,229
24098,1278
24099,167
24100,891
24101,367
24102,625
24103,273
24104,261
24105,1857
24106,231
24107,232
24108,373
24109,912
24110,1244
24112,269
24113,388
24114,3060
24115,63747
24116,424
24117,404
24118,99
24119,754
24120,337
24121,672
24122,1438
24123,718
24124,356
24125,411
24127,271
24129,131
24130,471
24131,708
24132,616
24133,386
24134,3714
24136,512
24137,1108
24139,2441
24141,100
24142,30160
24144,658
24145,630
24146,252
24148,1780
24149,173
24150,230
24143,536
24151,478
24152,518
24153,262
24154,1029
24155,468
24158,332
24156,217
24157,3109
24159,1848
24160,728
24161,343
24162,2079
24163,5170
24164,367
24165,292
24166,1518
24167,770
24168,508
24206,1809
24169,3017
24170,2079
24171,336
24172,418
24173,1003
24174,480
24185,496
24175,2208
24176,310
24177,515
24178,70
24179,309
24180,1207
24181,1575
24182,435
24183,836
24184,195
24187,936
24188,5159
24191,123
24189,7442
24190,152
24193,414
24196,2005
24197,824
24198,578
24194,262
24199,426
24201,1149
24202,8226
24203,92
24205,1214
24207,299
24209,2806
24210,636
24211,292
24901,912
24212,1083
24213,156
24214,682
24215,150
24216,711
24217,129
24218,495
24219,515
24902,318
24221,828
24222,18597
24223,2945
24224,587
24225,1121
24226,181
24227,1865
24228,636
24229,392
24230,419
25001,171
25002,588
25003,5464
25038,2493
25004,773
25005,322
25006,357
25007,2224
25008,1561
25009,749
25010,233
25011,9678
25012,3492
25013,2759
25014,301
25015,423
25016,3065
25017,279
25019,6875
25020,310
25021,3365
25022,122
25023,6274
25024,430
25027,1356
25029,2141
25031,67
25032,85
25033,1525
25034,3441
25036,207
25037,447
25039,342
25040,17409
25041,943
25042,229
25044,224
25045,66
25046,521
25170,292
25047,1225
25048,2329
25049,182
25050,5151
25051,2135
25052,2258
25053,1533
25055,178
25057,285
25058,6195
25059,1120
25056,261
25060,60
25061,94
25062,807
25063,89
25904,169
25064,136
25067,900
25068,692
25069,529
25070,976
25071,46
25072,9328
25073,665
25074,202
25075,158
25076,143
25077,548
25163,277
25161,421
25078,1499
25079,357
25081,328
25082,366
25088,129
25085,172
25086,832
25087,64
25089,116
25908,260
25092,145
25093,781
25094,195
25096,1247
25097,101
25098,262
25912,1118
25099,1855
25100,232
25101,705
25102,931
25103,145
25105,154
25104,159
25109,263
25903,300
25110,7291
25111,126
25115,1060
25112,335
25113,1553
25114,110
25910,100
25118,397
25119,3569
25121,966
25122,2724
25123,244
25124,187
25125,429
25126,345
25120,140080
25127,288
25128,155
25129,187
25133,926
25130,237
25131,599
25132,223
25134,789
25135,1366
25137,14545
25136,102
25139,596
25140,1081
25138,655
25142,493
25141,191
25143,91
25145,88
25025,1941
25146,293
25148,253
25149,1857
25150,201
25151,962
25152,169
25153,202
25154,127
25155,766
25156,1000
25157,196
25158,2205
25164,443
25165,348
25166,188
25167,290
25911,503
25168,667
25169,198
25171,3050
25030,174
25173,2331
25172,2629
25174,727
25175,251
25176,391
25177,421
25179,246
25180,265
25181,230
25182,1384
25183,658
25905,431
25185,947
25186,281
25913,93
25189,3186
25190,343
25191,396
25196,122
25192,1059
25197,184
25193,985
25902,649
25194,497
25201,120
25200,357
25202,150
25035,426
25204,1923
25203,12252
25205,755
25206,337
25207,9175
25208,431
25209,2181
25210,1781
25211,844
25212,334
25215,489
25216,287
25217,17649
25218,105
25219,187
25220,1330
25221,131
25222,73
25223,1209
25224,145
25225,826
25227,765
25226,298
25228,4702
25907,602
25230,2157
25231,759
25232,2381
25233,383
25234,5893
25043,1060
25901,382
25238,236
25240,1912
25906,264
25239,800
25909,156
25242,880
25243,5674
25244,587
25245,554
25247,164
25248,1178
25254,1127
25249,194
25250,427
25251,1000
25252,761
25253,192
25255,464
27001,2297
27002,1610
27003,1935
27004,1190
27901,2445
27005,3001
27006,2826
27007,2976
27008,1407
27902,9428
27009,2123
27010,5110
27011,2609
27012,1288
27013,4192
27016,8134
27014,3440
27015,4374
27017,989
27018,3328
27019,10078
27020,3682
27022,5455
27023,2638
27024,1521
27026,2551
27027,2129
27028,97613
27029,1731
27030,3480
27031,18242
27032,3562
27033,611
27034,1041
27035,223
27037,1018
27038,984
27039,5216
27040,3316
27041,2429
27042,1723
27043,1347
27044,2918
27045,943
27047,1615
27046,1634
27048,2207
27049,1382
27050,3151
27056,1524
27051,9871
27052,946
27053,513
27054,1213
27055,1222
27057,13257
27058,3589
27059,2243
27060,2689
27061,1114
27062,627
27063,1960
27064,1657
27065,14006
27066,15312
27021,1768
27025,3360
28001,55
28002,4676
28003,246
28004,9908
28005,195982
28006,116589
28007,170817
28008,3085
28009,20749
28010,14959
28011,662
28012,1359
28013,59833
28014,56386
28015,33687
28016,109
28017,1820
28018,6108
28019,1751
28021,796
28020,216
28022,59052
28023,8009
28024,218
28025,523
28026,10726
28027,1940
28028,2701
28029,837
28030,2782
28031,3203
28032,7555
28033,6416
28034,461
28035,2142
28036,3939
28037,2083
28038,7359
28039,158
28051,2494
28052,5506
28040,25083
28041,7444
28046,7348
28047,63825
28043,8303
28042,1875
28045,52480
28044,9376
28048,742
28049,81273
28050,6642
28053,10520
28054,16594
28055,1381
28056,1742
28057,2416
28058,192233
28059,6883
28060,2228
28061,34712
28062,411
28063,344
28064,191
28065,183095
28066,10467
28067,6594
28068,16747
28069,72
28070,170
28071,106
28072,8680
28073,19736
28074,187762
28075,8860
28076,593
28901,1407
28078,57
28079,3305408
28080,72034
28082,9202
28083,14903
28084,23737
28085,6585
28086,9291
28087,4563
28088,365
28089,5294
28090,13573
28091,7924
28092,209639
28093,3220
28094,1573
28095,2720
28096,30695
28097,141
28099,3062
28100,6630
28101,357
28102,1291
28104,26235
28106,131689
28107,524
28108,6226
28109,2827
28110,3059
28111,927
28112,196
28113,53537
28114,185
28115,87134
28116,1190
28117,149
28118,75
28902,719
28119,3593
28120,1754
28121,294
28122,863
28123,92925
28124,97
28125,4479
28126,71
28127,94862
28128,590
28129,13538
28130,39313
28131,18454
28132,19853
28133,8760
28134,90962
28135,1436
28136,925
28137,2729
28138,96
28140,4429
28141,9345
28143,87
28144,9091
28145,4123
28146,2781
28147,1360
28148,132771
28149,9549
28150,4594
28151,4897
28152,24122
28153,1079
28154,7729
28903,48751
28155,612
28156,1670
28157,1026
28158,1012
28159,789
28160,13245
28161,77587
28162,4309
28163,612
28164,4696
28165,3079
28166,518
28167,12543
28168,2083
28169,2387
28171,6837
28170,3464
28172,15049
28173,762
28174,2643
28175,1514
28176,22580
28178,1599
28177,17310
28179,2211
28180,7552
28181,28030
28182,276
28183,1786
29001,5453
29002,2366
29003,1057
29004,358
29005,6551
29006,825
29007,41868
29008,26095
29009,1843
29010,1944
29011,3859
29012,13336
29013,2090
29014,261
29015,41348
29016,398
29017,8114
29018,2518
29019,1181
29020,4112
29021,179
29022,236
29023,7829
29024,436
29025,70204
29026,1535
29027,3030
29028,1470
29029,438
29030,906
29031,1805
29032,8301
29033,1704
29034,811
29035,1633
29036,719
29037,259
29038,27436
29039,3712
29040,2532
29041,7342
29042,23375
29043,3450
29044,1349
29045,3866
29046,3034
29047,1355
29049,3614
29048,1601
29050,602
29051,71925
29052,250
29053,3198
29054,82585
29055,2770
29056,1595
29057,391
29058,2326
29059,3293
29060,740
29061,1520
29062,912
29063,388
29064,553
29065,235
29066,524
29067,577405
29068,16849
29069,147958
29070,86744
29071,1244
29072,5341
29073,2762
29903,572
29074,938
29075,21018
29076,4023
29077,251
29079,3159
29080,9572
29081,298
29082,49790
29083,2734
29084,33624
29085,173
29086,1614
29087,592
29904,473
29088,3386
29089,3727
29090,2203
29901,68056
29091,18937
29092,725
29093,2483
29094,82967
29095,4129
29902,3277
29098,1437
29096,3374
29097,5360
29099,2045
29100,2866
52001,86261
30001,6116
30002,13066
30003,35956
30004,1388
30005,42559
30902,16935
30006,1083
30007,9842
30008,22240
30009,19500
30010,11508
30011,6608
30012,11619
30013,10133
30014,2061
30015,25611
30016,216365
30017,14798
30018,12199
30019,35301
30020,10512
30021,17225
30022,26234
30023,5351
30024,96238
30025,7320
30026,32988
30027,73498
30028,7797
30029,17074
30030,460349
30031,495
30032,3868
30033,16060
30034,1265
30035,33645
30036,26320
30901,16154
30037,37299
30038,21837
30039,32316
30040,866
30041,20536
30042,3268
30043,35083
31001,84
31002,538
31003,128
31004,29
31005,346
31006,2480
31007,167
31008,69
31009,782
31011,884
31012,925
31010,7441
31013,721
31014,330
31015,2752
31016,10732
31017,493
31018,614
31019,2791
31020,512
31025,966
31021,69
31023,11726
31024,114
31022,606
31026,153
31027,1113
31028,253
31029,1132
31030,164
31031,275
31032,2310
31033,49
31034,32
31035,47
31036,1049
31037,100
31038,1741
31039,117
31040,221
31058,228
31041,2430
31042,3781
31043,27
31044,353
31901,19853
31045,613
31046,48
31047,254
31048,236
31049,838
31050,7863
31137,214
31051,301
31052,117
31250,3759
31053,677
31905,4132
31902,7468
31903,10723
31054,596
31055,377
31253,165
31056,227
31057,2238
31059,193
31060,19723
31061,53
31062,1335
31063,85
31064,2045
31065,2784
31066,1120
31067,2487
31068,3962
31069,952
31070,4306
31071,18
31193,1868
31072,8051
31074,488
31075,163
31076,3890
31077,8220
31078,3164
31079,72
31080,589
31081,451
31221,1826
31083,78
31087,214
31089,296
31090,146
31091,366
31092,790
31094,106
31095,74
31096,103
31097,13911
31098,2790
31099,65
31082,828
31084,2489
31085,645
31100,279
31101,1809
31093,308
31102,136
31103,43
31104,2316
31105,2081
31106,999
31107,2455
31108,2490
31109,2274
31110,102
31111,96
31112,96
31113,137
31114,503
31115,190
31116,61
31117,688
31118,165
31119,34
31120,438
31121,80
31256,101
31122,7286
31124,265
31259,587
31125,317
31126,435
31127,168
31904,2296
31128,410
31129,508
31130,431
31131,1293
31132,172
31133,38
31134,181
31135,125
31136,585
31138,1268
31139,162
31140,151
31141,126
31142,2108
31143,99
31144,916
31145,175
31146,32
31147,124
31148,108
31149,3010
31908,1624
31150,226
31151,46
31152,1775
31153,2744
31154,239
31155,316
31156,314
31157,4844
31158,280
31159,1293
31160,132
31248,320
31161,423
31162,51
31163,2866
31164,733
31165,3505
31166,299
31167,1112
31168,289
31169,3470
31170,61
31171,852
31172,480
31173,1105
31174,116
31175,85
31176,4135
31177,359
31178,673
31179,665
31180,254
31181,124
31182,36
31088,8354
31183,928
31185,496
31184,74
31186,362
31187,132
31188,389
31189,1485
31190,51
31191,3998
31192,210
31195,191
31196,32
31197,87
31906,4160
31198,49
31199,139
31211,19
31200,941
31201,203081
31202,5965
31203,30
31204,39
31205,532
31206,2920
31207,345
31208,3718
31209,187
31210,206
31212,136
31213,114
31214,108
31215,6369
31217,393
31216,4872
31219,98
31220,865
31222,61
31223,1287
31224,1149
31225,51
31226,674
31227,10582
31228,646
31229,47
31230,91
31231,122
31232,37008
31233,136
31234,185
31123,781
31235,175
31236,1669
31237,227
31238,160
31239,348
31240,664
31241,142
31242,307
31244,179
31243,400
31245,88
31246,170
31247,150
31086,21556
31194,413
31260,1563
31249,2439
31251,4341
31252,82
31254,2907
31255,117
31257,1258
31258,10131
31261,288
31262,303
31073,352
31907,15198
31263,304
31264,211
31265,78
32001,6314
32002,2333
32003,952
32004,1738
32005,919
32006,1490
32007,1483
32008,11022
32009,13384
32010,379
32011,971
32012,745
32013,2206
32014,1075
32015,828
32016,717
32018,1249
32017,1460
32019,13911
32020,2570
32022,1321
32021,979
32023,1182
32024,5652
32025,1094
32029,482
32026,3125
32027,1061
32028,1639
32030,1128
32031,1109
32033,693
32034,1232
32035,1401
32038,427
32039,1222
32040,1510
32041,769
32042,1672
32043,2849
32044,846
32045,2718
32046,1135
32047,1939
32048,1006
32049,705
32050,2501
32051,1447
32052,2067
32053,1713
32054,104596
32055,1373
32056,1653
32057,544
32058,6470
32059,1826
32060,879
32061,1162
32063,2015
32064,491
32062,827
32065,704
32066,614
32067,1223
32068,1507
32069,5005
32071,1459
32072,4245
32073,1390
32074,1048
32075,5509
32076,2072
32070,505
32077,1181
32078,1114
32079,1452
32080,336
32081,2374
32082,1261
32083,886
32084,914
32085,13644
32086,2787
32087,1882
32088,1837
32089,1258
32090,791
32091,1781
32092,513
32032,9621
32036,1366
32037,738
34001,45
34003,167
34004,6711
34005,908
34006,83
34009,36
34010,600
34011,414
34012,362
34015,43
34017,1021
34018,217
34019,132
34020,54
34022,1219
34024,26
34025,52
34027,1187
34028,138
34029,762
34031,26
34032,39
34033,18
34035,114
34034,121
34036,255
