CTOT,D4
1003124,0.5384615384615385
1003125,0.5384615384615385
1046224,0.3076923076923077
0908222,0.3076923076923077
0908223,0.3076923076923077
1003127,0.5384615384615385
1003128,0.6923076923076923
1003131,0.5384615384615385
1726031,0.5384615384615385
1003129,0.6923076923076923
1003130,0.6153846153846154
1046248,0.6153846153846154
0908224,0.23076923076923078
1003132,0.6153846153846154
1003133,0.5384615384615385
1003134,0.5384615384615385
1003135,0.6153846153846154
1003136,0.5384615384615385
1726065,0.5384615384615385
1003137,0.5384615384615385
1003138,0.6923076923076923
1003139,0.38461538461538464
1003904,0.5384615384615385
1531033,0.15384615384615385
1003140,0.38461538461538464
1003901,0.5384615384615385
1003902,0.6153846153846154
1003903,0.6153846153846154
1531013,0.07692307692307693
1531014,0.5384615384615385
1531253,0.15384615384615385
1531249,0.23076923076923078
1531254,0.46153846153846156
1531262,0.15384615384615385
0753006,0.0
1620901,0.23076923076923078
1620902,0.23076923076923078
1620906,0.07692307692307693
0111016,0.5384615384615385
1531034,0.07692307692307693
1531251,0.3076923076923077
1531256,0.07692307692307693
0753007,0.0
0111017,0.3076923076923077
1531252,0.38461538461538464
0111018,0.6153846153846154
1531255,0.46153846153846156
0111022,0.46153846153846156
0111023,0.3076923076923077
0111024,0.7692307692307693
0753008,0.0
1110092,0.6153846153846154
0111025,0.6153846153846154
0111026,0.6153846153846154
0111027,0.5384615384615385
0111028,0.5384615384615385
0753009,0.0
0111019,0.3076923076923077
0111020,0.6153846153846154
0111021,0.5384615384615385
1531257,0.23076923076923078
1531258,0.5384615384615385
1531261,0.23076923076923078
1726073,0.5384615384615385
1110093,0.6153846153846154
1110094,0.6153846153846154
1531259,0.23076923076923078
1531260,0.23076923076923078
0222162,0.5384615384615385
0222163,0.46153846153846156
1012001,0.5384615384615385
1012002,0.5384615384615385
0111029,0.38461538461538464
0111030,0.7692307692307693
0111031,0.6153846153846154
1531263,0.23076923076923078
1531264,0.23076923076923078
1531265,0.15384615384615385
1531901,0.5384615384615385
0111032,0.46153846153846156
0111033,0.6923076923076923
1620006,0.15384615384615385
1620903,0.23076923076923078
1620904,0.15384615384615385
1620905,0.23076923076923078
1012003,0.5384615384615385
1012004,0.6153846153846154
1012005,0.6153846153846154
1012006,0.5384615384615385
1012007,0.6153846153846154
1012008,0.5384615384615385
1012009,0.38461538461538464
1012010,0.5384615384615385
0244237,0.5384615384615385
1012011,0.5384615384615385
1012012,0.7692307692307693
1012013,0.5384615384615385
1012014,0.5384615384615385
1012015,0.5384615384615385
1012016,0.6153846153846154
1012017,0.5384615384615385
0253076,0.0
1012018,0.6153846153846154
1012020,0.5384615384615385
1012021,0.5384615384615385
0753071,0.0
1012022,0.5384615384615385
1012024,0.5384615384615385
1110097,0.46153846153846156
1110101,0.6153846153846154
1110098,0.6923076923076923
1531021,0.07692307692307693
0253077,0.0
1110099,0.6153846153846154
1110100,0.6153846153846154
1531035,0.07692307692307693
1531017,0.07692307692307693
1531022,0.23076923076923078
0114006,0.38461538461538464
0114007,0.5384615384615385
0114008,0.46153846153846156
1531018,0.38461538461538464
1531019,0.3076923076923077
1531020,0.23076923076923078
1110102,0.6923076923076923
1110103,0.5384615384615385
0111037,0.46153846153846156
1620907,0.15384615384615385
0111036,0.23076923076923078
0250141,0.46153846153846156
0111034,0.38461538461538464
0111035,0.38461538461538464
0753029,0.0
1110107,0.6923076923076923
1110108,0.5384615384615385
1110109,0.6923076923076923
1110110,0.46153846153846156
1110111,0.6153846153846154
1110112,0.6923076923076923
1110113,0.6153846153846154
1653048,0.0
1110114,0.5384615384615385
1653000,0.0
1648001,0.23076923076923078
0709355,0.46153846153846156
0111038,0.6923076923076923
0111039,0.3076923076923077
0705170,0.46153846153846156
1110115,0.6923076923076923
1110116,0.7692307692307693
1110117,0.6153846153846154
1110118,0.6923076923076923
1110119,0.6153846153846154
1110120,0.5384615384615385
1531023,0.38461538461538464
1531032,0.23076923076923078
1531029,0.23076923076923078
1531030,0.07692307692307693
1531031,0.23076923076923078
1531036,0.5384615384615385
1531037,0.5384615384615385
1553083,0.0
1531064,0.5384615384615385
1110134,0.5384615384615385
0111040,0.5384615384615385
0111041,0.6923076923076923
1726022,0.3076923076923077
0111042,0.6153846153846154
0111901,0.6153846153846154
0111902,0.5384615384615385
0111903,0.38461538461538464
0114001,0.23076923076923078
0114002,0.38461538461538464
0114003,0.5384615384615385
0114004,0.46153846153846156
0114005,0.5384615384615385
1110123,0.6923076923076923
1232067,0.6153846153846154
1110132,0.5384615384615385
0114048,0.38461538461538464
0114009,0.46153846153846156
0114049,0.46153846153846156
0118036,0.6153846153846154
0114010,0.46153846153846156
0114018,0.5384615384615385
0114019,0.46153846153846156
1110133,0.6153846153846154
0114024,0.46153846153846156
0114025,0.46153846153846156
0114026,0.38461538461538464
0114027,0.46153846153846156
0114028,0.38461538461538464
0114029,0.38461538461538464
0114030,0.38461538461538464
1648003,0.23076923076923078
0114011,0.23076923076923078
0114050,0.6153846153846154
1110135,0.6923076923076923
0114051,0.38461538461538464
1648078,0.15384615384615385
1648079,0.15384615384615385
1110138,0.5384615384615385
1648043,0.15384615384615385
1648044,0.15384615384615385
1648045,0.15384615384615385
1648046,0.15384615384615385
0222013,0.5384615384615385
1110139,0.5384615384615385
1648080,0.23076923076923078
1012025,0.6153846153846154
1012026,0.5384615384615385
0222020,0.5384615384615385
1110141,0.5384615384615385
1012034,0.5384615384615385
1110142,0.6153846153846154
1648015,0.3076923076923077
0114012,0.6153846153846154
0114013,0.5384615384615385
0114014,0.46153846153846156
0222164,0.5384615384615385
0114015,0.46153846153846156
0114016,0.3076923076923077
0114017,0.46153846153846156
1531078,0.5384615384615385
1648002,0.23076923076923078
1648016,0.23076923076923078
1648017,0.15384615384615385
1648018,0.15384615384615385
1648019,0.23076923076923078
1648020,0.23076923076923078
1648021,0.15384615384615385
1648022,0.15384615384615385
0114020,0.3076923076923077
0114021,0.6923076923076923
0114022,0.6923076923076923
0114023,0.46153846153846156
0114031,0.38461538461538464
0114032,0.38461538461538464
0114033,0.3076923076923077
1726026,0.5384615384615385
0114034,0.23076923076923078
0114035,0.38461538461538464
0114036,0.46153846153846156
0114037,0.38461538461538464
0114038,0.46153846153846156
0114039,0.38461538461538464
0114040,0.46153846153846156
0114041,0.38461538461538464
0114042,0.46153846153846156
0114043,0.38461538461538464
0114044,0.38461538461538464
0114045,0.38461538461538464
0114046,0.38461538461538464
0114047,0.38461538461538464
0222228,0.5384615384615385
1648027,0.38461538461538464
1531067,0.5384615384615385
0114052,0.46153846153846156
1648028,0.15384615384615385
0114066,0.46153846153846156
1648039,0.15384615384615385
1648040,0.15384615384615385
1648041,0.15384615384615385
1648042,0.23076923076923078
1531065,0.3076923076923077
0118001,0.46153846153846156
0114053,0.38461538461538464
0114054,0.38461538461538464
0114055,0.46153846153846156
0114056,0.38461538461538464
0114057,0.46153846153846156
0114058,0.5384615384615385
0114059,0.38461538461538464
0114060,0.3076923076923077
0114061,0.38461538461538464
0114062,0.38461538461538464
0114063,0.23076923076923078
1531066,0.3076923076923077
0709007,0.5384615384615385
0114064,0.38461538461538464
0114065,0.38461538461538464
1648059,0.15384615384615385
1648060,0.23076923076923078
0114067,0.46153846153846156
0114068,0.38461538461538464
0114069,0.6153846153846154
0114070,0.38461538461538464
0114071,0.38461538461538464
0747070,0.5384615384615385
0114072,0.38461538461538464
0114073,0.38461538461538464
0114074,0.5384615384615385
1012036,0.6153846153846154
1648058,0.23076923076923078
1648061,0.15384615384615385
1648062,0.15384615384615385
0114075,0.38461538461538464
0114901,0.3076923076923077
0114902,0.15384615384615385
1531079,0.07692307692307693
1215088,0.46153846153846156
0118037,0.46153846153846156
0118038,0.5384615384615385
1648074,0.15384615384615385
1648075,0.23076923076923078
1648076,0.15384615384615385
1648077,0.23076923076923078
0118039,0.6153846153846154
1046039,0.6923076923076923
1012032,0.7692307692307693
0705072,0.46153846153846156
1531077,0.38461538461538464
1012037,0.5384615384615385
1227002,0.6153846153846154
0118005,0.23076923076923078
0118006,0.6153846153846154
1227004,0.5384615384615385
1227005,0.6923076923076923
1110144,0.6153846153846154
0118002,0.23076923076923078
0118003,0.6153846153846154
1227006,0.5384615384615385
1110145,0.6153846153846154
1046237,0.46153846153846156
