CMUN,POPULATION_PERC_NATURAL_GROWTH_2020
03139,-0.22337617127440457
03140,-0.21506018698288482
03081,-0.7686932215234101
04001,-0.15885623510722796
04002,-0.8264462809917356
04003,0.11945052757316346
04004,-1.5214384508990317
04005,-0.6514657980456027
04006,-0.2071422653078134
04007,0.0
04008,-1.0968921389396709
04009,-1.5625
04010,-1.183431952662722
04011,-0.3511615343057807
04012,-2.4630541871921183
04013,0.04890246730592778
04014,-1.5151515151515151
04015,0.0
04016,-0.029806259314456036
04017,-0.7968985569674779
04018,-2.572347266881029
04019,-2.1929824561403506
04904,-0.13623978201634876
04020,-0.628930817610063
04021,-2.262443438914027
04022,-1.453790238836968
04023,-0.7518796992481203
04024,0.30918727915194344
04026,0.0
04027,-0.7751937984496124
04028,-1.2552301255230125
04029,-0.25510204081632654
04030,-1.621160409556314
04031,-1.5556207807455238
04032,0.02438726984514084
04033,0.8771929824561403
04036,-0.6993006993006993
04037,-1.021798365122616
04034,-1.1904761904761905
04035,0.2339342232007706
04038,-0.6588579795021963
04902,0.7966638946137807
04041,-1.2939001848428837
04043,-0.30257186081694404
04044,0.186219739292365
04045,-1.1077542799597182
04046,-0.6769825918762089
04047,0.09980039920159679
04048,-0.8136094674556213
04049,0.3614955587688494
04050,0.0
04051,0.20533880903490762
04052,0.4390352339668778
04053,-0.22520217013000304
04054,-2.088167053364269
04055,-1.1261261261261262
04056,-0.5128205128205128
04057,-0.12554927809165098
04058,-1.9900497512437811
04059,-1.0344827586206897
04060,0.17543859649122806
04061,-0.5154639175257731
04062,-0.3297307199120718
04063,-0.7281553398058253
04064,-0.35241048773611505
04903,0.9096422073984234
04065,-2.0964360587002098
04066,0.7717640797046006
04067,-0.8912655971479502
04068,-0.5235602094240838
04069,-0.20840012824623277
04070,-1.0999083409715857
04071,-1.4563106796116505
04072,-0.7684918347742555
04073,-0.7731958762886598
04074,0.2172338884866039
04075,0.47811304717382064
04076,-0.9377093101138647
04077,-1.6339869281045754
04078,0.06775067750677506
04079,0.4392762205823489
04080,0.0
04081,0.625
04082,-1.342281879194631
04083,-1.328740157480315
04084,-1.5789473684210527
04085,0.22371364653243847
04086,-0.4916018025399427
04087,-1.015228426395939
04088,-0.12997140629061607
04089,-0.1006036217303823
04090,0.5813953488372093
04091,-2.997275204359673
04092,-0.40404040404040403
04901,-0.8880994671403196
04093,-0.41873855011777017
04094,-1.550387596899225
04095,-1.5853658536585367
04096,-0.5509641873278237
04097,-1.276595744680851
04098,-0.6666666666666667
04099,-1.2337966578166484
04100,0.31412416471528926
04101,0.3451251078515962
04102,0.7397418609131189
04103,-0.7641542202153525
05001,-1.0101010101010102
05002,-0.4774146162320969
05005,-3.508771929824561
05007,-2.631578947368421
05008,-4.587155963302752
05010,-2.7027027027027026
05012,-3.149606299212598
05013,-1.8085106382978722
05014,-0.9125235997482695
05015,-5.970149253731343
05016,-0.5541951282381751
05017,-4.878048780487805
05018,0.0
05019,-0.38147901865397404
05021,-1.6673979815708644
05022,-0.8105369807497468
05023,-1.6574585635359116
05024,-4.371584699453552
05025,-2.5974025974025974
05026,-1.5384615384615385
05027,-1.4925373134328357
05029,-3.3333333333333335
05030,0.0
05033,-3.9735099337748347
05034,0.0
05035,-4.9504950495049505
05036,-1.7094017094017095
05037,-1.7241379310344827
05038,-0.7633587786259541
05039,0.0
05040,-3.1746031746031744
05041,-0.819672131147541
05042,-0.625
05043,-1.4705882352941175
05044,-3.717472118959108
05045,-2.4390243902439024
05046,-5.128205128205128
05047,-1.3535031847133758
05048,-4.9504950495049505
05049,-1.639344262295082
05051,-1.2269938650306749
05052,-2.4096385542168677
05053,-4.285714285714286
05054,-0.9285714285714286
05055,-3.1545741324921135
05056,-1.0638297872340425
05057,-1.2592137592137593
05058,-4.285714285714286
05067,-2.941176470588235
05059,-4.878048780487805
05060,-1.9417475728155338
05061,-0.8771929824561403
05062,-3.1446540880503147
05063,-9.67741935483871
05064,-0.9345794392523363
05065,-0.6012024048096193
05066,-1.3618677042801557
05903,-4.23728813559322
05069,-2.73972602739726
05070,-3.3333333333333335
05072,0.0
05073,-1.7361111111111112
05074,-2.1768707482993195
05075,-3.260869565217391
05076,-0.16891891891891891
05077,-0.6329113924050633
05078,-1.0416666666666665
05079,-3.125
05080,-5.555555555555555
05081,-2.380952380952381
05082,-2.782608695652174
05083,-2.7027027027027026
05085,-2.380952380952381
05084,-1.6129032258064515
05086,0.0
05087,-2.608695652173913
05088,-7.6923076923076925
05089,-1.9417475728155338
05090,0.0
05092,0.641025641025641
05093,-1.1312217194570136
05094,-1.5267175572519083
05095,-3.4090909090909087
05096,-5.128205128205128
05097,-3.2323232323232323
05099,-1.2422360248447204
05100,-4.98220640569395
05102,-0.9319664492078285
05101,-3.260869565217391
05103,-3.225806451612903
05106,-7.6923076923076925
05104,0.0
05105,-0.5333333333333333
05107,0.0
05108,-7.5
05109,-1.4830508474576272
05110,-1.2376237623762376
05113,-1.7241379310344827
05112,-2.7522935779816518
05114,-1.3868613138686132
05115,-1.89873417721519
05116,-4.301075268817205
05117,-0.9900990099009901
05118,-2.73972602739726
05119,-4.761904761904762
05120,-3.0303030303030303
05121,0.0
05122,-2.6785714285714284
05123,0.847457627118644
05124,-2.0408163265306123
05125,-6.779661016949152
05126,-1.6666666666666667
05127,-2.4226110363391657
05128,-2.6455026455026456
05129,-2.631578947368421
05130,-0.9433962264150944
05131,-5.952380952380952
05132,-3.203661327231121
05133,-5.0
05134,0.0
05135,-2.955665024630542
05136,-3.7037037037037033
05138,-1.2269938650306749
05139,-1.2987012987012987
05140,-3.7037037037037033
05141,0.0
05142,0.0
05143,0.0
05144,-4.225352112676056
05145,-7.894736842105263
05149,-3.8095238095238098
05147,0.0
05148,0.0
05152,-2.3842917251051894
05153,-3.79746835443038
05151,-2.197802197802198
05154,-3.125
05155,-2.1739130434782608
05156,-1.3029315960912053
05157,-0.8968609865470852
05158,-3.977272727272727
05159,-5.213270142180095
05160,-2.4922118380062304
05161,-1.1780104712041886
05162,-1.1494252873563218
05163,-1.1434016198189614
05164,0.0
05165,-1.405152224824356
05166,-3.4482758620689653
05167,-1.090909090909091
05168,-0.3052270125906143
05169,-1.2295081967213115
05170,-1.8518518518518516
05171,-4.6875
05172,-1.5706806282722512
05173,-2.4096385542168677
05174,-2.857142857142857
05175,-3.3333333333333335
05176,-2.5454545454545454
05177,-3.6231884057971016
05178,-1.03359173126615
05179,-0.8849557522123894
05180,-4.225352112676056
05181,-2.564102564102564
05182,-4.342105263157895
05183,-3.6764705882352944
05184,-0.7220216606498195
05185,-0.8620689655172413
05186,-2.501421262080728
05187,-0.9845288326300985
05188,-10.81081081081081
05189,-2.7586206896551726
05190,-2.083333333333333
05191,-1.5625
05192,-2.6785714285714284
05193,-4.761904761904762
05194,-0.7633587786259541
05195,-1.0256410256410255
05196,-1.4925373134328357
05197,0.8403361344537815
05198,-1.4705882352941175
05199,-2.3255813953488373
05200,-5.0
05201,-3.4416826003824093
05206,-8.695652173913043
05208,-2.2222222222222223
05207,-1.6304347826086956
05209,-5.633802816901409
05901,-1.171875
05210,-2.666666666666667
05211,-1.279317697228145
05212,-2.898550724637681
05213,-5.88235294117647
05214,-3.0303030303030303
05215,-3.6585365853658534
05216,-1.5873015873015872
05217,-3.7735849056603774
05218,-3.6363636363636362
05219,-2.3255813953488373
05220,-0.7092198581560284
05231,-2.3255813953488373
05204,-0.6868131868131868
05205,-1.1764705882352942
05222,-1.4084507042253522
05221,-2.7607361963190185
05226,0.0
05224,-1.9047619047619049
05225,-2.1447721179624666
05902,-1.89873417721519
05227,-1.0438413361169103
05228,-2.2857142857142856
05904,-2.7027027027027026
05229,-2.666666666666667
05230,-1.3888888888888888
05232,-2.272727272727273
05233,-2.8688524590163933
05234,-4.444444444444445
05235,-0.8620689655172413
05236,-3.5398230088495577
05237,-3.3783783783783785
05238,-2.7027027027027026
05239,-1.702127659574468
05240,-0.35172565398988787
05241,-0.4772727272727273
05242,-0.12987012987012986
05243,-3.5294117647058822
05244,-5.405405405405405
05245,-1.1904761904761905
05247,-4.128440366972478
05246,-6.382978723404255
05249,0.0
05251,-1.6666666666666667
05252,0.0
05253,-5.633802816901409
05254,-2.8169014084507045
05256,-3.8834951456310676
05257,-0.6993006993006993
05905,-2.293577981651376
05258,-3.4482758620689653
05259,-6.60377358490566
05260,0.0
05261,-2.7777777777777777
05262,-3.003003003003003
05263,-1.8518518518518516
05264,-1.9230769230769231
05265,-2.4691358024691357
05266,-2.2988505747126435
05267,-2.0
06001,-0.36719706242350064
06002,-0.565487048522437
06003,-1.9976498237367801
06004,-0.37817396002160997
06005,-0.25290844714213456
06006,-0.8
06007,-0.9057971014492754
06008,-0.8053691275167786
06009,-1.1904761904761905
06010,-1.3212221304706853
06011,0.13066460770921184
06012,-0.3928308372207218
06013,-1.0416666666666665
06014,-0.6401881369218709
06015,-0.045261819658273264
06016,-0.8299942759015456
06017,-1.532567049808429
06018,-1.8867924528301887
06019,-1.3043478260869565
06020,-0.9108341323106425
06021,-1.3930348258706469
06022,-0.4560260586319218
06023,-1.5805211448099103
06024,-0.9992313604919293
06025,-0.40749796251018744
06026,-0.7376185458377239
06027,-1.5235457063711912
06028,-0.6663890045814245
06029,-0.8995502248875562
06030,-2.4242424242424243
06031,0.0
06032,0.0
06033,-1.0996563573883162
06034,-1.5384615384615385
06035,-3.2474804031354982
06036,-1.014957264957265
06042,-1.023890784982935
06037,-1.2394645513138325
06038,-1.3683010262257698
06039,-0.7339449541284404
06040,-0.8396305625524769
06041,0.0
06043,-0.8860759493670887
06044,-0.09672998898352904
06045,-0.718132854578097
06046,-0.1357773251866938
06047,-0.9054325955734407
06048,-1.6741071428571428
06049,-3.0583873957367933
06050,-0.8336807002917883
06051,-0.9460211463550361
06052,-0.06400682739492213
06053,-1.347305389221557
06054,-0.2396644697423607
06055,-1.1130899376669634
06056,-2.5540275049115913
06057,-1.8018018018018018
06058,-0.8130081300813009
06059,-1.4263881813550687
06903,0.24380333197887039
06060,-0.6775666519369569
06061,-1.077943615257048
06062,-0.6514657980456027
06063,-0.9269988412514484
06064,-1.312910284463895
06065,-2.976190476190476
06066,-0.7808433107756376
06067,-0.7259528130671506
06068,-1.2396694214876034
06069,-0.9678337603188157
06070,-0.12036327825801509
06071,-0.35842293906810035
06073,-1.2106537530266344
06074,-0.2646903123345686
06072,0.036218761318362915
06075,-1.8145161290322582
06076,-1.1458333333333333
06077,-0.8547008547008548
06078,-1.1278195488721803
06079,0.0
06080,-1.0680907877169559
06081,-1.1363636363636365
06082,-0.6134969325153374
06083,-0.14375835066889914
06084,-0.8814102564102564
06085,-0.5839757066106049
06086,-0.5124450951683748
06087,-1.5131863380890618
06088,-0.148646028565889
06089,0.2844950213371266
06090,-0.9594882729211088
06091,-0.43369093814197673
06092,-0.6153846153846154
06093,-0.39354584809130266
06094,-0.9340338587273789
06095,-0.4833785617367707
06096,-2.788844621513944
06097,-0.60790273556231
06098,0.14814814814814814
06099,-0.3028009084027252
06100,-2.881152460984394
06101,-2.272727272727273
06102,-1.2121212121212122
06103,-0.3920231805011079
06104,-0.6934812760055479
06107,-0.38272279934390374
06108,-0.41353383458646614
06105,-1.2012012012012012
06106,-0.6382978723404255
06902,-0.3515821195379206
06109,-0.3273679615888258
06110,-2.666666666666667
06111,0.33112582781456956
06112,-0.6960556844547563
06113,-0.7898894154818324
06114,-3.90625
06115,-0.27643400138217
06116,-1.0594467333725721
06117,-0.37267080745341613
06119,0.35335689045936397
06123,-0.8818011257035647
06118,-3.6809815950920246
06120,-0.7128309572301426
06121,-0.5927389478883675
06122,-0.26035209521448055
06124,-1.1982570806100217
06125,-0.9269356597600873
06126,-0.2722676001555815
06127,-1.457899434692056
06128,-0.16725515703400856
06129,-0.7407407407407408
06130,-2.3696682464454977
06131,-0.8950366151342555
06132,-0.7345225603357817
06133,-0.08873114463176575
06134,-1.2965964343598055
06135,-0.5035971223021583
06136,-0.45480386583285953
06137,-0.642791551882461
06901,-0.10972933430870518
06138,-0.3412969283276451
06139,-1.3461538461538463
06140,-1.2747875354107647
06141,-1.4470284237726097
06146,-1.6407599309153715
06147,-1.9498607242339834
06148,-0.617828773168579
06142,-0.7194244604316548
06143,-0.2407318247472316
06144,-1.76678445229682
06145,-0.28929604628736744
06149,-0.6344362351429489
06150,-0.8781558726673985
06151,-1.380991064175467
06152,-0.8163265306122449
06153,-0.11291076156361937
06154,-0.3605769230769231
06156,-1.1967090501121915
06155,-0.5301204819277108
06157,-1.9047619047619049
06158,-0.2278177458033573
06159,-0.28797696184305255
06160,-1.0392609699769053
06162,-0.955794504181601
06161,-3.9711191335740073
07002,0.06393180607352157
07001,0.1400560224089636
07003,0.3452698036894545
07004,0.10114632501685772
07005,0.05193006750908776
07901,-0.11037527593818984
07006,-0.10042681395932714
07007,0.18484288354898337
07008,0.034184138559708296
07009,0.0
07010,-0.07094211123723042
07011,0.08956909476799657
07012,-0.37523452157598497
07013,0.13147515119642386
07014,0.12507295922621528
07064,-0.01332267519317879
07015,-0.03640334910811795
07016,0.2370791844476055
07017,0.4344677769732078
07018,0.15822784810126583
07026,0.23873530473859486
07019,1.7341040462427744
07020,-0.19646365422396855
07021,-0.6116207951070336
07022,0.078064012490242
07023,0.18714909544603867
07024,0.3613453164087835
07025,0.14705882352941177
07027,0.26292201971915147
07028,0.2711864406779661
07029,0.22371364653243847
07030,0.04192872117400419
07031,0.15593202420910748
07033,0.23615968027612516
07034,0.1910828025477707
07032,0.17125633648444993
07035,-0.4941599281221923
07036,0.16911084687541286
07037,0.07500468779298707
07902,0.20675396278428668
07038,-0.26238110856018365
07039,0.08078632018311566
07040,-0.00244173411957172
07041,-0.06651147322913202
07044,0.45229063320688645
07042,-0.023872045834328
07043,-0.1550688117852297
07045,0.04878048780487805
07059,-0.16129032258064516
07046,0.29510646245797534
07049,-1.080827067669173
07050,0.045941807044410414
07048,0.34266133637921187
07051,0.0677659814772984
07052,-0.059426533947407524
07053,-0.17605633802816903
07054,0.1897241308583735
07055,-0.14285714285714285
07056,-0.02671653753673524
07057,-0.3506721215663355
07058,0.12100677637947724
07047,-0.08498583569405099
07060,-0.2702038811102923
07061,-0.27886644558335844
07062,0.11216566005176876
07063,-0.19646365422396855
07065,0.7333528894103842
08001,-0.05559968228752979
08002,-0.7042253521126761
08014,-1.1811023622047243
08003,-0.8832086450540316
08004,-0.7462686567164178
08005,-0.5502694027284192
08006,-0.9878615702479339
08007,-0.5478851632697787
08008,-0.91324200913242
08009,-0.20101310605451475
08010,-0.5025125628140703
08011,-0.8624602814344077
08012,-0.7985803016858917
08013,-0.7215874924834637
08015,-0.1617345921751264
08904,-0.29471775107685333
08016,-2.060889929742389
08017,-0.4928664072632944
08018,-0.8012326656394453
08252,-0.20742457981270782
08019,-0.47363075564947293
08020,-0.10987501716797143
08021,0.0
08022,-0.6688149814555846
08023,-0.09442870632672333
08024,-0.684931506849315
08025,0.13786764705882354
08026,0.0
08027,0.10183299389002036
08028,0.19710906701708278
08029,0.14721345951629863
08030,0.12009607686148918
08031,-0.6703910614525139
08034,-0.46904315196998125
08033,-0.34038690645033187
08032,-0.86292731496847
08035,-0.8454425363276089
08037,-0.5716619028174765
08038,-0.4784688995215311
08036,-1.5463917525773196
08039,0.9225092250922509
08040,-1.0163866417755651
08041,0.09627534749383236
08042,0.15654351909830932
08043,-0.04117768169652048
08044,-0.8684160845761753
08045,-2.380952380952381
08046,-0.1946787800129786
08047,-1.6673979815708644
08048,0.0
08049,-0.4889975550122249
08057,0.0
08052,-2.4096385542168677
08050,-2.366863905325444
08051,-0.2413087934560327
08053,-0.5292405398253507
08054,0.15091342335186655
08055,-0.9615384615384616
08056,-0.09481668773704172
08058,-0.20755500207555005
08060,-1.8404907975460123
08059,-0.4464285714285714
08061,-0.9411764705882352
08062,0.2962962962962963
08063,0.3115264797507788
08064,-1.3747054202670856
08065,-0.315059861373661
08066,-0.2609603340292276
08067,-0.502446119264842
08268,-1.0058675607711651
08266,-0.2718062762540153
08068,-0.38708250387082505
08069,-0.08644910309055544
08070,1.0309278350515463
08071,-0.3125
08072,-0.4070280170951767
08073,-0.43272481406355645
08074,0.018702075930428278
08075,0.28834024148495224
08076,-0.09021199819576003
08077,-0.33684574192433925
08078,-0.40650406504065045
08254,-1.322992700729927
08079,-3.6674816625916873
08134,-1.004566210045662
08080,-6.8181818181818175
08082,0.5235602094240838
08081,-0.646551724137931
08083,-0.5726872246696035
08084,-0.1336898395721925
08085,-0.5010737294201861
08086,-0.03963339113202873
08090,-1.5957446808510638
08087,-0.546448087431694
08088,-0.6223941023626806
08089,-0.21426581817402668
08091,0.09095634095634096
08092,-0.5562422744128553
08093,0.0
08094,-0.40723981900452494
08095,1.1764705882352942
08096,-0.050302627095266686
08097,-0.2728512960436562
08099,-0.6458557588805167
08100,0.07621951219512195
08101,-0.21967729899717506
08162,-0.4567699836867863
08102,-0.3551434138160653
08103,-0.9673518742442563
08104,-0.7717750826901874
08105,-0.24200257127731983
08107,-0.10856376524682292
08108,-0.09236453201970443
08106,-0.49
08109,-0.7434944237918215
08110,-0.6797623508001926
08111,0.7299270072992701
08112,-0.15114578254509994
08113,-0.3620527488951593
08242,-1.6326530612244898
08114,-0.35166123301219826
08115,-0.49617531527806497
08116,-0.708215297450425
08117,-0.40957781978575925
08118,-0.2927450148493848
08119,-0.08338544923910778
08120,0.08421939151489631
08121,-0.12217758041399403
08122,-0.7133864876206463
08138,-0.4728132387706856
08123,0.01154912226670773
08124,-0.4182621502209131
08128,-0.6983240223463687
08127,-0.28873917228103946
08125,0.10349993190793953
08130,-0.7352941176470588
08131,-0.6692160611854685
08126,0.02468729427254773
08132,-1.702127659574468
08133,-0.6369426751592357
08135,-0.03409865878608775
08136,-0.04768432973714013
08137,-1.3774104683195594
08129,0.0
08139,0.0
08140,-1.1794019933554818
08141,-0.571236559139785
08142,0.0
08143,0.0
08145,-0.15748031496062992
08146,-0.20931449502878074
08147,-0.24703764183729013
08148,0.048863913999511364
08149,-0.9322033898305085
08144,-0.9174311926605505
08150,-0.5899705014749262
08151,-0.3731343283582089
08152,0.0
08153,0.6510416666666667
08154,0.11273957158962795
08155,0.07373077733305244
08156,-0.492212258108017
08157,-0.29660647300008725
08905,0.0
08158,0.02365744026496333
08159,-0.08510185628424019
08160,-0.24271844660194172
08161,-0.3446153846153846
08163,-0.1686038169034295
08164,0.7639419404125287
08165,-0.2271694684234439
08166,-2.684563758389262
08167,0.011852554225435581
08182,-0.1745635910224439
08168,-0.19193857965451055
08169,-0.1947479868313266
08171,-0.30452988199467074
08170,-0.19120458891013384
08230,-0.028968713789107762
08172,-0.7001705999431334
08174,0.36231884057971014
08175,-1.117047110247693
08176,-0.975609756097561
08177,-2.0
08178,-0.7407407407407408
08179,-0.580046403712297
08180,0.03577086207777607
08181,-0.03806623524933384
08183,-0.13964313421256788
08184,0.015408716197128842
08185,1.7937219730941705
08901,-1.0204081632653061
08187,-0.24656797767910937
08188,0.6666666666666667
08190,-0.35335689045936397
08191,-1.0330887857463693
08194,-0.10885834807456797
08195,0.0
08196,-0.30066815144766146
08197,-0.3559368440266496
08198,-0.4251299008030231
08199,0.4424778761061947
08200,-0.2865812542144302
08201,-2.575107296137339
08203,0.4526166902404526
08202,-0.12166795708439332
08204,0.023998080153587713
08205,0.05638567803777841
08206,-1.002004008016032
08207,0.23785253143051308
08208,-0.48652202498356345
08210,-0.4108073945331016
08211,-0.11066598791527411
08212,-0.8116883116883116
08209,-1.3502596653202539
08213,-0.2709109380291229
08215,-0.4243281471004243
08193,0.21382751247327159
08216,-3.571428571428571
08218,-0.46180844185831715
08217,-0.19121583855499663
08903,-1.7167381974248928
08220,-0.44472681067344344
08221,-0.353338255458285
08222,0.04071661237785017
08223,-1.6840417000801924
08225,0.9345794392523363
08224,-0.08445945945945946
08226,-0.3225806451612903
08227,-0.39767513000917715
08228,-1.461988304093567
08229,-0.3246753246753247
08231,-0.0764306869207987
08232,-0.45586406962287607
08233,-0.12150668286755771
08234,-0.04305705059203445
08189,-1.8867924528301887
08235,-0.1841959845275373
08236,-0.5557930739632322
08237,-0.702576112412178
08238,-0.12063938876043029
08239,0.0
08240,-0.3119151590767312
08241,1.3157894736842104
08098,-0.6643467257197089
08262,-0.5670103092783505
08264,-0.7092198581560284
08265,-0.38517091959557054
08263,-0.22441001882148545
08243,-1.2121212121212122
08244,-0.6637168141592921
08245,-0.22713647609156387
08246,-0.3553976010661928
08247,-0.6396588486140725
08248,-0.12144110106598299
08249,0.0
08250,-0.5201688095004416
08251,-0.130872922392357
08253,-3.1055900621118013
08256,-1.2731481481481481
08255,-0.5555555555555556
08257,0.7751937984496124
08259,-0.3330211260276824
08258,-0.2915451895043732
08260,-0.0311781441209712
08261,0.3036157880209771
08192,-0.6431729867345571
