CMUN,DEBT_MUNICIPALITY_PER_CAPITA_2021
11020,4.337482305138378
11021,0.3128618329326923
11022,2.2025618423845046
11023,0.18033766760852815
11024,0.069625
11025,0.30518667701296326
11026,0.7640973811643227
11027,0.9007659655129412
11028,2.531422618720305
11029,0.6610255280575539
11030,0.802267720371078
11031,0.21581152647975077
11032,0.8960150358876006
11033,0.3139372584749756
11034,0.12450802538260546
11035,1.9291351045025016
11036,0.0
11037,0.9415716315189513
11038,0.0441374900569051
11039,0.21136226266326855
11040,0.07084279914529915
11041,1.7714926857941466
11042,0.7385440702781845
11901,0.74142873895357
11902,0.0
11903,0.0
14001,0.05821993710691824
14002,0.00018202990008263841
14003,0.0
14004,0.0
14005,0.42708667042183
14006,0.24598672859986728
14007,0.14895352598662928
14008,0.10982928684127485
14009,0.4235465656565656
14010,0.3413611055073633
14011,0.1771199090909091
14012,0.0
14013,0.09468064918851436
14014,0.3601818717504332
14015,0.0
14016,0.0
14017,0.3790944181779691
14018,0.0
14019,0.04391263650546022
14020,0.0
14021,0.5582571967550903
14022,0.186
14023,0.08726408010012515
14024,0.32667974336283184
14025,0.2148153445635528
14026,0.1465367551109178
14027,0.0
14028,0.0
14029,0.026033124440465533
14030,0.05602917046490429
14031,0.0
14032,0.0
14033,0.03439647959183673
14034,1.237887147147147
14035,0.006459196102314251
14036,0.0
14037,0.0
14038,0.26426663520528554
14039,0.1908433898305085
14040,0.0
14041,0.0
14042,0.21977314525488797
14043,0.19499424663482415
14044,0.0
14045,0.0
14046,0.0658336783976039
14047,0.036161287766220906
14048,0.0
14049,0.23098169082125602
14050,0.08645674617301531
14051,0.0
14052,0.08880072230828816
14053,0.0
14054,0.04185330307012304
14055,0.4267381027418847
14056,0.17104697278911565
14057,0.0
14058,0.381023750638211
14059,0.0
14060,0.0
14061,0.0
14062,0.0
14063,0.0
14064,0.0
14065,0.0
14066,0.1401278865612085
14067,0.014119926575565982
14068,0.0
14069,0.02562916715749794
14070,0.0
14071,0.0
14072,0.0
14073,0.0
14074,0.0
14075,0.0
14901,0.0
14902,0.0
18001,0.0
18002,0.3213449823943662
18003,0.12272693939552669
18004,0.0
18005,0.0
18006,1.021307758908686
18007,0.0
18010,0.0
18011,0.294788398119689
18012,0.2808341186229781
18013,0.29212328183941083
18014,0.8161832019091098
18015,0.0
18016,0.0
18017,0.9505516559273349
18018,0.06968114840989399
18020,0.0
18021,0.24855639904282534
18022,1.2883373734724917
18023,0.6056753384592191
18024,0.0
18025,0.0
18027,0.03555720789074355
18028,0.11345240447343895
18029,0.09011111111111111
18030,0.0
18032,0.18558282208588958
18033,7.49063670411985e-05
18034,0.0
18035,0.4992999588759425
18036,0.0
18037,0.4536473178294574
18038,0.0
18039,0.03373408374384237
18040,0.0
18042,0.0
18043,0.0
18044,0.0
18045,0.5450237184391736
18046,0.2734378405151065
18047,0.0
18048,0.08256184971098265
18049,0.49519543130990407
18050,0.8955068858131487
18051,0.5107656341275941
18053,0.489932327077748
18054,1.5050725401606426
18056,0.299285840098401
18057,0.322796414379085
18059,0.0
18061,0.0
18062,0.21914337395277989
18063,0.0
18064,0.0
18065,0.1318546511627907
18066,0.0
18067,0.0
18068,0.017124193548387096
18069,0.0
18070,0.0
18071,0.17410395106861642
18072,0.0
18074,0.0
18076,0.16570507820646505
18077,0.0
18078,0.6034833112582781
18079,0.4713471688551025
18082,0.4633614349775785
18083,0.3303883928571429
18084,0.23844676234979972
18085,0.0
18086,0.0029973614775725592
18087,0.6738225473239584
18088,0.4786376731301939
18089,0.11277724856003545
18093,0.06245304312777106
18094,0.5946318700311096
18095,0.08742959878879637
18096,1.1632466844919787
18097,0.0
18098,0.005353487064116985
18099,0.045083588794926
18100,0.15460733384262795
18101,0.009033239854833388
18102,0.3042688823704882
18103,0.0
18105,0.6512982862190813
18106,0.0
18107,0.0
18108,0.07754746596858639
18109,0.0
18111,0.1193360889688866
18112,0.0
18114,0.0
18115,0.6598776667604841
18116,0.7256327183924086
18117,0.0
18119,0.0
18120,0.0
18121,0.0
18122,0.5271475347598856
18123,0.0828280634920635
18124,0.7126930021141649
18126,0.1570956375838926
18127,0.962590929025329
18128,0.06371256038647342
18132,0.083140516523188
18133,0.014507078039927405
18134,0.8753656463925142
18135,0.3058868633715467
18136,0.03090673076923077
18137,0.29689440993788824
18138,0.1568892822658513
18140,0.030747854262176414
18141,0.0
18143,0.0018273561301084236
18144,0.03619318640955004
18145,0.08559536737920131
18146,0.4980681726739313
18147,0.43192793423124015
18148,0.0
18149,1.9456200614696844
18150,0.0038636675039963463
18151,0.1717217665615142
18152,0.271343944294699
18153,0.24498815661394055
18154,0.0
18157,2e-06
18158,0.10579157429065392
18159,0.7637561788617887
18161,0.0
18162,0.8618376431585292
18163,0.0
18164,0.11441599281221923
18165,0.0
18167,0.711998027181061
18168,0.06275427995971802
18170,3.3552979177377886
18171,0.0
18173,0.8219426590577951
18174,0.0
18175,0.07171939961479709
18176,0.0
18177,0.0
18178,0.3030945327754533
18179,0.0
18180,0.0
18181,0.0
18182,0.31420047827819847
18183,0.5597456896551725
18184,0.13564560439560439
18185,0.0
18187,0.0
18188,0.2793727317312408
18189,0.06393461077844312
18192,0.010022360980207352
18193,0.0277768269280639
18194,0.14197902651365255
18901,1.6741121648044694
18902,0.3916714761376249
18903,0.0
18904,0.0
18905,0.0006348457350272233
18906,0.0
18907,0.177409372345446
18908,0.0
18909,0.0
18910,0.1336768018018018
18911,0.44357077545399776
18912,0.3963665601394538
18913,0.03401343337334934
18914,0.0
18915,0.0
18916,0.34928396786587496
21001,0.06900945205479452
21002,0.43478391450550463
21003,0.0
21004,0.0
21005,1.7348667289522521
21006,0.37006634684453565
21007,0.05352533596350635
21008,1.0304576781609196
21009,0.5868544698544699
21010,2.0594886220952024
21011,0.3352659726027397
21012,0.2065551948051948
21013,1.1185729481099178
21014,0.0
21015,0.0
21016,0.4310151080380294
21017,0.34760048824593126
21018,0.08303022670025188
21019,0.7825495088676672
21020,0.21947510050251257
21021,0.7169907350029697
21022,0.0
21023,0.0
21024,0.0
21025,1.8527638012958965
21026,0.18001644736842107
21027,0.0
21028,0.3921330706521739
21029,0.2707318208260617
21030,0.05888853503184714
21031,0.264954859742229
21032,0.4866286123348018
21033,0.2894483125864454
21034,0.27887100363636363
21035,0.4681724577414491
21036,0.06501665289256199
21037,0.0
21038,0.2772792552366175
21039,0.06687816568047338
21040,0.03707289936305733
21041,1.0569297922668475
21042,1.1283591309281764
21043,0.0
21044,0.999837000217691
21045,0.0624929044117647
21046,0.25526484956324813
21047,0.34400431121281466
21048,0.13480392156862744
21049,0.33088359218172214
21050,0.4137544153188325
21051,4.450941795918367
21052,1.841860355191257
21053,0.08411636890391117
21054,0.8730011144241522
21055,0.008463286868507502
21056,0.0
21057,0.0
21058,0.0
21059,0.0
21060,1.0356404426125554
21061,0.002458534045046218
21062,0.20081975014872097
21063,0.038759798728813556
21064,0.08116897506925208
21065,0.0
21066,0.0
21067,0.2899734693877551
21068,0.0
21069,0.3790539480137322
21070,0.10766091105738643
21071,0.0
21072,3.4353733129171578
21073,0.1949103133802817
21074,0.0
21075,0.0
21076,0.04624128214159915
21077,0.15050069284064665
21078,0.07160144215011471
21079,0.0
21902,0.0
23001,0.7167648839556003
23002,0.037083721146686524
23003,0.0
23004,0.44843924643584515
23005,0.5701049814064495
23006,0.10448049547051211
23007,0.0
23008,0.1921356641310708
23009,0.4244301711522555
23010,0.25169276762701187
23011,0.0
23012,0.1846533359513057
23014,0.0
23015,0.0
23016,0.0
23017,0.0
23018,0.3382158059587471
23019,2.78421016590389
23020,0.0
23021,0.0
23024,1.4945440365437386
23025,0.15265388278388278
23026,0.10779711586275485
23027,0.0
23028,1.087600291909925
23029,0.13436636061946902
23030,0.0
23031,0.0
23032,0.38399209150326796
23033,0.1942315947467167
23034,0.0
23035,0.0
23037,0.04871786941580756
23038,0.23205611417322836
23039,0.04834836330275229
23040,0.05798533903481979
23041,0.0
23042,0.0
23043,0.10504628099173553
23044,0.0
23045,0.2132219531880549
23046,0.0
23047,0.3780162249208025
23048,0.2398798249452954
23049,0.0
23050,4.531936163311464
23051,1.6916600998789346
23052,0.3789353423566879
23053,0.4523297402372499
23054,0.0
23055,0.12836423011112913
23056,0.0
23057,0.0
23058,0.00279403170105375
23059,1.037426941370027
23060,0.004703625702015197
23061,0.21762408208429734
23062,0.07850160561660562
23063,0.19501431569546773
23064,1.0634600106326424
23065,3.3906066111430215
23066,0.05065066817240731
23067,0.42095802305274177
23069,0.0
23070,0.0
23071,1.7837825905292481
23072,3.496251715312079
23073,0.1854554430870661
23074,0.10610832383124287
23075,0.16350568475452198
23076,0.03919932432432432
23077,0.0
23079,0.20767781467354723
23080,0.0
23081,1.2027184667418265
23082,0.3339277808857809
23084,0.4826502025072324
23085,0.0
23086,0.12991562744958313
23087,0.3186414043942993
23088,0.21830487543983113
23090,0.14909218289085546
23091,2.4895741392904074
23092,0.37364362564480474
23093,0.20833790455293472
23094,0.37871077168949774
23095,0.6498361019375776
23096,0.0027194148936170214
23097,0.45415246625923095
23098,0.0273109243697479
23099,1.4385361651676207
23101,0.0
23901,0.04745798637395912
23902,0.9256053220338982
23903,0.18493008060801475
23904,0.08097892819243013
23905,0.07374365942028985
29001,2.7891409445890666e-05
29002,0.0
29003,0.0
29004,0.0
29005,0.10452156026207528
29006,0.06065701093560146
29007,0.05470172775247596
29008,0.241691012108041
29009,0.0
29010,0.0
29011,0.0
29012,0.028189130271367362
29013,1.9103265367965367
29014,0.0
29015,0.27085829456609106
29016,0.0
29017,0.06823944031698861
29018,0.12992623304070233
29019,0.0
29020,0.05583267326732673
29021,1.0286588043478262
29022,0.0
29023,0.0
29024,0.06432590389016017
29025,0.08511931165249369
29026,0.0
29027,0.6986713404114134
29028,0.23552306648575305
29029,0.0945199090909091
29030,0.5778664277839028
29031,0.0
29032,0.10415326270166145
29033,0.0
29034,0.5603398058252428
29035,0.5664736432160804
29036,0.0
29037,0.0
29038,0.056995363779067644
29039,0.0
29040,0.7353374697824335
29041,0.07746280312371558
29042,0.5742448930892918
29043,0.06199766286882851
29044,0.0
29045,0.0
29046,1.248061492487479
29047,0.0
29048,0.0
29049,0.0
29050,0.0
29051,0.487857414395134
29052,0.0
29053,0.0
29054,0.0
29055,0.03258342623560015
29056,0.6411379208542713
29057,0.0
29058,1.8785322162404665
29059,0.02624909090909091
29060,0.0
29061,0.00040238252812706813
29062,0.0
29063,0.0
29064,0.0
29065,0.0
29066,0.04306849315068493
29067,0.4960086138901377
29068,1.0649412229745783
29069,0.018098447751421984
29070,8.266992551210428e-05
29071,0.2162513922036595
29072,0.17155147196699794
29073,0.0
29074,0.3196934717784877
29075,0.0017774473595855917
29076,3.463631865413162e-06
29077,0.0
29079,0.012707668231611893
29080,0.3264028594046865
29081,0.0
29082,0.9265050522117331
29083,0.048561550274223035
29084,0.07289110126354871
29085,0.0
29086,0.029088310038119437
29087,0.0
29088,0.0
29089,0.0
29090,0.1000986871887732
29091,0.00215816515705281
29092,0.0
29093,0.26588962356792145
29094,0.2432887356448763
29095,0.13730563109161795
29096,0.14514374629519858
29097,0.0
29098,0.039635858234885336
29099,0.03002263779527559
29100,0.0
29901,0.8590704859221578
29902,0.0
29903,0.0
29904,0.0
41001,0.0
41002,0.20153918680023572
41003,0.0
41004,0.35525878011138695
41005,0.0
41006,0.0
41007,0.5611501685427441
41008,0.05387712206952304
41009,0.3756601226993865
41010,0.42224432518259764
41011,0.0
41012,0.0
41013,0.11153540095504692
41014,0.01766935744268647
41015,0.0
41016,0.030378620374600276
41017,0.00014518002322880372
41018,0.17287720590582598
41019,1.1260388043636365
41020,0.2048489941118744
41021,0.0033275868326498024
41022,0.05807200929152149
41023,0.08591606009389671
41024,0.013413402629586289
41025,2.4373593160741884
41026,0.19790821076149692
41027,0.13899744323790722
41028,0.15551499473499472
41029,0.0
41030,0.0
41031,0.10391941216216218
41032,0.2983511068863541
41033,0.0
41034,0.01442507246848842
41035,0.3939806194690265
41036,0.18092030848329047
41037,0.052978898390342054
41038,6.082687338501293e-05
41039,0.6032690036779523
41040,6.382306477093207e-06
41041,0.0
41042,0.2445384723195515
41043,0.03643472906403941
41044,0.1355398846116552
41045,0.27751304111010244
41046,0.218752259978425
41047,0.04409467367953182
41048,0.0
41049,0.7840875286076339
41050,0.05376510691044314
41051,6.675957924831352
41052,0.0
41053,1.056336598102991
41054,0.012781714285714285
41055,1.832587721662265e-06
41056,0.0
41057,0.0
41058,0.0037057610571055843
41059,0.05860375510815379
41060,0.01596470160116448
41061,1.11800152
41062,0.15112946932630786
41063,0.0
41064,1.3279051789023522
41065,1.0916531008176378
41066,0.0963577922077922
41067,0.0
41068,0.006839919701749355
41069,1.3544582578062032
41070,0.49534095349354695
41071,0.0
41072,0.18403700787401575
41073,0.05757874015748032
41074,0.021736214658248695
41075,0.7027504234952865
41076,0.005414203454894433
41077,0.01574695009242144
41078,0.04446844741235392
41079,0.0
41080,0.09628891820580475
41081,0.004335574099830011
41082,0.1062096869812663
41083,0.00036812008577555397
41084,0.04774497041420118
41085,0.021808280028429283
41086,0.04185318647448101
41087,0.010972630221394284
41088,0.12798360655737703
41089,0.5760809415121255
41090,0.0
41091,0.34381740978574804
41092,0.0
41093,0.013778483259060613
41094,0.8535805440528634
41095,0.1526375604882158
41096,0.18876781230103143
41097,0.0
41098,0.02358960843373494
41099,0.7640720768601799
41100,0.0
41101,0.20837782346139022
41102,0.06892284912718204
41901,0.12480733810802747
41902,0.08540881797907017
41903,0.020070642733063117
41904,0.0
22001,0.0
22002,0.0
22003,0.0
22004,0.0
22006,0.0
22007,0.0
22008,0.0
22009,0.02757313953488372
22011,0.0
22012,0.0
22013,0.1417908496732026
22014,0.0
22015,0.00021768707482993198
22016,0.0
22017,6.323396567299007e-05
22018,0.0
22019,0.0
22020,0.0
22021,0.00048417985012489594
22022,0.0
22023,0.6987472527472528
22024,0.0
22025,0.0
22027,0.11501344086021505
22028,0.0
22029,0.0
22032,0.0
22035,0.0
22036,0.0
22037,0.0
22039,0.0
22040,0.0
22041,0.0
22042,0.0
22043,0.0
22044,0.0
22045,0.0
22046,0.010217808219178082
22047,0.0
22048,0.0007309913945538135
22049,0.0
22050,0.0
22051,0.0
22052,0.05841658878504672
22053,0.5214627939876216
22054,0.30904731861198736
22055,0.9047998095238095
22057,0.0
22058,0.0
22059,0.26843481053307644
22060,0.0
22061,0.0
22062,0.0
22063,0.0
22064,0.0
22066,0.2142451640112465
22067,0.0
22068,0.0
22069,0.34243973451327436
22072,0.0
22074,2.8463131194690265
22075,0.7098647368421053
22076,0.0
22077,0.0
22078,0.1342220367278798
22079,0.0
22080,0.0
22081,0.1515451388888889
22082,0.0
22083,0.26781215725806456
22084,0.031806615776081425
22085,0.0
22086,0.1385066079295154
22087,0.0
22088,0.0
22089,0.04118436923076923
22090,0.0
22094,0.3334032743362832
22095,0.0
22096,0.0
22099,0.1009702479338843
22102,0.0
22103,1.0928754669987546
22105,0.0
22106,0.0
22107,0.0
22109,0.04296673410404624
22110,0.16165914489311162
22111,0.0
22112,0.0030416357879134944
22113,0.07679691927512357
22114,0.0
22115,0.0
22116,0.4103528438228438
22117,0.3110603737492642
22119,0.0
22122,0.0
22124,0.0005603448275862069
22125,0.2709453805380348
22126,0.0
22127,0.0
22128,0.0
22129,0.0
22130,0.12681490721970998
22131,0.0
22133,0.35604545454545455
22135,0.0
22136,0.0
22137,0.0
22139,0.0
22141,0.0
22142,0.0
22143,0.0
22144,0.0677188581314879
22149,0.0
22150,0.00033795493934142117
22151,0.0
22155,0.0
22156,0.04483663366336634
22157,0.0
22158,0.5016917475728155
22160,0.0
22162,0.0
22163,0.0
22164,0.0
22165,0.0
22167,0.0
22168,1.1107142857142858
22170,0.12046000000000001
22172,0.0
22173,0.0
22174,0.0
22175,0.0
22176,0.0
22177,0.0
22178,1.0925328461538462
22181,0.0
22182,0.2965745454545455
22184,0.0
22186,0.0
22187,0.07431007751937985
22188,0.18078617021276597
22189,0.5206497619047619
22190,0.0
22193,0.0
22195,3.571428571428572e-05
22197,0.0
22199,0.34297902097902094
22200,0.0
22201,0.14186281045751634
22202,0.0
22203,0.0
22204,0.0
22205,0.0
22206,0.0
22207,0.6790068243243244
22208,0.036538
22209,0.0
22212,0.0
22213,0.6686412840279451
22214,0.0
22215,0.0
22217,0.0
22218,0.0
22220,0.0
22221,0.0
22222,0.14395211267605634
22223,0.0
22225,0.0
22226,0.0
22227,0.29227753303964754
22228,7.36040609137056e-05
22229,0.000256
22230,0.0
22232,0.0
22233,0.0
22234,0.0
22235,0.05754373626373626
22236,0.03967796
22239,0.0
22242,0.0
22243,0.1738032786885246
22244,0.0
22245,0.0
22246,0.0
22248,0.0
22249,0.0
22250,0.0017748091603053437
22251,0.0
22252,0.0
22253,0.0
22254,0.0
22901,0.0
22902,0.0
22903,0.0
22904,0.0
22905,0.0
22906,0.0
22907,0.05778703220191471
22908,0.14733713675213675
22909,0.0
44001,0.0
44002,0.0
44003,0.0
44004,0.2882802197802198
44005,0.0
44006,0.0
44007,0.22903846153846155
44008,0.0
44009,0.0
44010,0.0
44011,0.0
44012,0.0
44013,0.20389612698412699
44014,0.1773980404164115
44016,0.0
44017,0.0
44018,2.9101407142857143
44019,0.0
44020,0.0
44021,0.0
44022,0.05385961871750434
44023,0.0
44024,0.0
44025,5.6871385293307626e-05
44026,0.0
44027,0.0
44028,0.0
44029,0.07181777777777777
44031,0.0
44032,0.0
44033,0.0
44034,0.0
44035,0.0
44036,0.0
44037,0.03163401109057301
44038,1.4419874193548388
44039,0.0
44040,1.1448578632478632
44041,0.0
44042,0.0
44043,0.0
44044,0.0
44045,0.00182983682983683
44046,0.0
44047,0.003087431693989071
44048,2.095324705882353
44049,0.055324688796680496
44050,0.12093361836183618
44051,0.14967276149502556
44052,0.0
44053,0.05714285714285714
44054,0.0
44055,0.0
44056,0.0
44059,0.011135869565217392
44060,0.0
44061,0.0
44062,0.0
44063,0.9615384615384616
44064,0.21428571428571427
44065,0.0
44066,0.0
44067,0.21344500000000002
44068,0.0
44070,0.8508821428571428
44071,0.19495380029806259
44074,0.0
44075,0.0
44076,0.0
44077,0.0
44080,0.0
44082,0.0
44084,0.0
44085,0.0
44086,0.02402173913043478
44087,0.0
44088,0.28404761904761905
44089,0.0
44090,0.0
44092,0.2153276
44093,0.0
44094,0.0
44096,0.5084745762711864
44097,0.0
44099,0.0
44100,0.0
44101,0.0
44102,0.0
44103,0.0
44105,0.6338518518518519
44106,0.0
44107,0.5231626640926641
44108,0.10491611479028698
44109,0.0
44110,0.0
44111,0.8123369565217391
44112,0.0
44113,0.22928187919463086
44114,5.782312925170068e-05
44115,0.0
44116,0.0
44117,0.0
44118,0.0
44119,0.0022554744525547445
44120,0.0
44121,1.5266027397260273
44122,0.0
44123,0.0
44124,0.0
44125,0.0
44126,0.24075184275184275
44127,0.0
44128,0.0
44129,0.0
44130,0.0
44131,0.0
44132,0.0
44133,0.0
44135,0.0
44136,0.0
44137,0.022752212389380532
44138,0.0
44141,0.0
44142,0.0
44143,0.010171698113207547
44144,0.1147282913165266
44145,0.0
44146,0.0
44147,0.0
44148,0.0
44149,0.4524545454545455
44150,0.0
44151,0.8833086075949368
44152,0.0
44153,0.12893223819301847
44154,0.0061924290220820195
44155,0.046308811641067094
44156,0.0
44157,0.0
44158,0.0
44159,0.0
44160,0.0
44161,0.0003186619718309859
44163,2.2506
44164,1.515857142857143
44165,0.25378534031413613
44167,0.0
44168,0.0
44169,6.402439024390244e-05
44171,0.0
44172,0.0
44173,0.0
44174,0.005283516483516483
44175,0.0
44176,0.0
44177,0.0
44178,0.0
44179,0.0
44180,0.0
44181,0.0
44182,0.0004701195219123506
44183,0.0
44184,0.0
44185,0.0
44187,0.0
44189,0.0
44190,0.0
44191,0.0
44192,0.0
44193,0.0
44194,0.30347222222222225
44195,0.0
44196,0.0
44197,0.0
44198,0.0
44199,0.0
44200,0.40554054054054056
44201,0.03911166936790924
44203,0.0
44204,0.0
44205,0.00026366120218579235
44206,0.43637956204379563
44207,0.0
44208,0.0
44209,0.0
44210,0.012942291128337639
44211,1.298
44212,0.0
44213,0.0
44215,0.3065555555555555
44216,0.13819314932203872
44217,0.01572222222222222
44218,0.0
44219,0.0
44220,0.0
44221,0.00041202672605790647
44222,0.0
44223,0.0
44224,0.0
44225,0.0
44226,0.0
44227,0.0
44228,0.0
44229,0.0
44230,0.0007485714285714286
44231,0.0
44232,0.0
44234,0.0
44235,0.0
44236,0.5538461538461539
44237,0.0
44238,0.0
44239,0.0
44240,0.0
44241,0.08236518771331058
44243,0.0
44244,0.0
44245,0.0
44246,0.13504850746268657
44247,0.0007947214076246335
44249,0.0
44250,0.0
44251,0.0
44252,0.0
44256,0.0
44257,0.0
44258,0.0
44260,0.43672781065088756
44261,0.0
44262,0.0
44263,0.0
44264,0.0
44265,0.09849302325581395
44266,0.041188181818181825
44267,0.0
44268,0.0
50001,0.0
50002,0.0
50003,0.0
50004,0.6940000482315113
50005,0.013536036036036035
50006,0.4069528846153846
50007,0.0
50008,0.0
50009,0.4366032432432433
50010,0.0
50011,0.0
50012,0.49320909090909093
50013,0.0
50014,0.651954248366013
50015,0.0
50016,0.0
50017,0.0002074105621805792
50018,0.0
50019,0.0
50020,0.0
50021,0.0
50022,0.0
50023,0.0
50024,0.0
50025,0.0
50026,0.0
50027,0.0
50028,0.005977777777777778
50029,0.17122813710879284
50030,1.0765010294117647
50031,0.0028043478260869567
50032,0.0
50033,0.0
50034,0.11226510721247564
50035,0.0
50036,0.0
50037,0.0
50038,0.34312271861986915
50039,0.0
50040,0.0
50041,0.0
50042,0.3607368421052632
50043,0.00043434343434343433
50044,0.0
50045,0.00045400788436268067
50046,0.0
50047,0.0
50048,0.0
50050,0.0
50051,0.0
50052,0.0
50053,0.03482829268292683
50054,0.0
50055,0.11630702462656438
50056,2.7956989247311828e-05
50057,0.00859242618741977
50058,0.0
50059,0.00012192622950819672
50060,0.0
50061,0.0
50062,0.0
50063,0.004342857142857143
50064,0.08173784355179704
50065,0.0
50066,0.0
50067,0.21101496866421504
50068,0.0
50069,0.0
50070,0.0
50071,0.0
50072,0.0
50073,0.48224253285543606
50074,0.0
50075,0.7632191025641025
50076,0.1597434523809524
50077,0.0
50078,1.0834871774193549
50079,0.0
50080,0.0
50081,0.0
50082,0.0
50083,0.0
50084,0.0
50085,0.0
50086,0.0
50087,0.0
50088,0.1390059281437126
50089,0.0
50090,0.0
50091,0.0
50092,0.0
50093,0.0
50094,0.5509324689357104
50095,0.013620963912630579
50096,0.0
50098,0.0
50099,0.0
50100,0.0
50101,0.0
50102,0.00040607734806629835
50104,0.0
50105,0.32052105263157893
50106,0.0
50107,1.639344262295082e-06
50108,0.0
50109,0.0
50110,0.0
50111,0.00037
50113,0.0
50114,0.3058439716312057
50115,0.0003759630200308166
50116,0.0
50117,0.0
50118,0.00043339882121807465
50119,0.0
50120,0.0
50121,0.03954858934169279
50122,0.0
50123,0.5367190082644627
50124,0.0
50125,5.958549222797928e-07
50126,0.1638904996379435
50128,0.0
50129,0.028560714285714286
50130,0.0
50131,0.0
50132,0.0
50133,0.0
50134,0.0
50135,0.0
50136,0.0004052795031055901
50137,5.28169014084507e-05
50138,0.0
50139,0.0
50140,0.3157894736842105
50141,0.0
50142,0.504128
50143,0.18003705650459922
50144,0.0
50146,0.0
50147,0.0
50148,0.4435882352941176
50149,0.0
50150,0.0
50151,0.00048519040902679825
50152,0.3636274182358771
50153,0.0
50154,0.0
50155,0.0
50156,0.0
50157,0.0
50159,0.07220581858407078
50160,0.0
50161,0.0
50162,0.0
50163,0.0
50164,0.0
50165,0.00013576449912126537
50166,0.013338461538461539
50167,0.13050854700854703
50168,0.0
50169,0.0
50170,0.0
50171,0.0
50172,0.0
50173,0.0
50174,0.0
50175,0.0
50176,0.34704513618677046
50177,1.409650576923077
50178,1.4988481518151815
50179,0.0
50180,0.0
50181,0.0
50182,0.0
50183,0.1685546648044693
50184,0.0
50185,0.12344758064516129
50186,0.6413835294117647
50187,0.0
50188,0.0
50189,0.2458916431451613
50190,0.0
50191,0.0
50192,0.0
50193,0.0
50194,0.13060038095238097
50195,0.0011896551724137933
50196,0.0
50197,0.0
50198,0.0
50199,0.0
50200,0.08992269736842105
50201,0.0
50202,0.0
50203,0.0
50204,0.0
50205,0.0
50206,0.00017429577464788732
50207,0.0
50208,0.0
50209,0.18598071824536033
50210,0.0
50211,0.0
50212,1.2921896969696969
50213,0.0
50214,0.0
50215,0.0
50216,0.0
50217,0.0
50218,0.0
50219,0.06865937306021104
50220,0.0
50221,0.0
50222,0.014751427088738972
50223,0.0
50224,0.0
50225,0.0
50227,0.0
50228,0.0
50229,0.0
50230,0.29996331738437
50231,0.2645773823529412
50232,0.0
50233,0.0
50234,0.0
50235,0.0
50236,0.0
50237,0.17481060606060606
50238,0.09883156862745097
50239,0.0
50240,0.0
50241,0.0
50242,0.0
50243,0.08373235294117648
50244,0.0
50245,0.0
50246,0.0
50247,0.0
50248,1.3603222898032201
50249,0.0
50250,0.0
50251,0.1880661038088842
50252,0.0
50253,0.0
50254,0.0
50255,0.0
50256,0.0
50257,0.0
