CMUN,POPULATION_2020,POPULATION_DENSITY_KM2_2020,AGE_AVERAGE_2020,AGE_PERC_POP_BELOW_18_2020,AGE_PERC_POP_ABOVE_65_2020,HOUSING_AVERAGE_HOUSEHOLD_SIZE_2020,HOUSING_PERC_SINGLEPERSON_HOUSEHOLD_2020,NATIONALITY_PERC_SPANISH_2020,NATIONALITY_PERC_NONSPANISH_2020
17018,700,55.48165612206233,44.8,18.6,23.1,2.46,31.9,88.8,11.200000000000003
17019,2502,533.4795988399195,44.7,18.2,23.5,2.51,27.5,87.5,12.5
17020,5076,140.94319536090111,40.6,22.2,16.1,2.88,19.5,95.2,4.799999999999997
17021,187,5.169905459885016,40.9,19.3,13.4,2.97,23.8,84.5,15.5
17022,11169,538.3709667147532,40.7,21.1,16.9,2.69,25.7,80.2,19.799999999999997
17023,40008,2254.05765162623,43.2,17,19.2,2.47,29.2,82.9,17.099999999999994
17024,478,45.24182196366283,43.2,17.6,17.2,2.44,37.2,91.6,8.400000000000006
17025,1789,256.0911281069672,41.7,19.8,17.1,2.84,20.6,82.5,17.5
17026,745,78.56756907852025,41.5,22,18.1,2.84,21.4,94,6
17027,3829,765.181101687043,44.9,16.2,21.9,2.51,26.1,89.7,10.299999999999997
17028,391,10.600612894899799,45.5,15.1,24.3,2.79,24.3,91,9
17029,269,24.812005787857874,47.6,14.9,24.9,2.59,30.8,92.3,7.700000000000003
17030,924,61.6343077811981,44.3,17,22.2,2.61,29.4,82.2,17.799999999999997
17031,252,4.500623366216804,43.3,18.7,23.4,2.74,29.4,77.1,22.900000000000006
17032,2791,104.98584873761128,43.6,15.5,18.9,2.42,35.5,75.9,24.099999999999994
17033,7927,139.29542026708864,41,20.4,16.5,2.76,20.4,90.6,9.400000000000006
17034,11434,340.85294289330517,43.9,16.8,20.5,2.41,32.1,78.3,21.700000000000003
17035,699,44.91636517678278,45.5,17.3,25.6,2.97,20,94.9,5.099999999999994
17036,3194,97.90204254696452,47.2,15.3,26.3,2.37,28.6,95.7,4.299999999999997
17037,149,7.9694102861711515,46.1,14.1,26.2,2.1,47.9,88.6,11.400000000000006
17038,532,62.72068425854661,37.9,25,11.7,3.3,11.2,95.5,4.5
17039,2414,23.32368888377428,46.8,15,25.5,2.31,37.6,86.8,13.200000000000003
17040,736,16.498745900385455,44,19.2,21.1,2.84,22.8,93.7,6.299999999999997
17041,298,15.262564793037846,48.5,14.4,29.2,2.46,29.8,82.6,17.400000000000006
17042,624,23.6669124853071,45.3,15.9,23.6,2.59,29.9,82.5,17.5
17043,189,2.0200090867371867,50.7,7.9,24.9,1.93,50,96.3,3.700000000000003
17044,10440,230.09155044156606,40.7,20.4,16.4,2.76,23.4,83.5,16.5
17046,939,1293.7138988025845,46.7,15.8,25.5,2.33,35,89.4,10.599999999999994
17047,11235,265.79134172020935,42.5,18.1,18.6,2.4,35,56.5,43.5
17048,11252,516.3114888867738,43.6,16.3,19.6,2.3,37.6,68.7,31.299999999999997
17049,5547,282.055707189289,37.1,23.9,10.7,3.05,18.7,77.9,22.099999999999994
17050,975,96.69149398193498,42.1,21.2,18.3,2.98,17.4,88.8,11.200000000000003
17051,280,10.941352014869771,45.6,16.8,22.5,2.5,27.7,90.8,9.200000000000003
17052,161,15.42879106904259,47.7,14.3,26.7,2.78,22.4,88.3,11.700000000000003
17054,463,19.120619882128445,50.2,11.2,31.5,2,48.7,83.3,16.700000000000003
17055,190,44.57365092663049,49.6,12.6,26.8,2.24,41.2,90.4,9.599999999999994
17056,2408,86.54493424045522,42.8,19.2,19.7,2.95,19.4,90.9,9.099999999999994
17057,1277,79.46295122190617,44.8,18.3,23.2,2.68,20.8,93.4,6.599999999999994
17058,269,23.78761528848495,43.4,17.1,20.8,2.99,17.8,84.1,15.900000000000006
17060,537,15.39955018229999,49,12.7,26.6,2.31,34.9,86.5,13.5
17061,245,16.49821194227906,41.2,23.3,16.7,2.72,34.4,93.6,6.400000000000006
17062,10201,626.4915835551701,45.2,15.9,23.1,2.37,35.1,68.7,31.299999999999997
17063,239,13.659344135058761,43.9,15.5,19.3,2.32,38.8,93.7,6.299999999999997
17064,412,9.455017396099404,49.7,13.1,30.8,2.35,31.4,90.3,9.700000000000003
17065,454,28.79747233460013,42.7,22,21.6,3.11,16.4,90.6,9.400000000000006
17066,46492,2430.582631924467,39.9,21,15.9,2.68,27.6,72.3,27.700000000000003
17067,1146,167.7471543153876,41.6,20,19.2,2.7,25.9,73.7,26.299999999999997
17068,296,15.958472606357258,51.4,10.5,32.1,2.51,22,94,6
17069,499,17.409473885618148,45.3,14.8,22,2.22,50.7,93.7,6.299999999999997
17070,157,16.76165189759686,46.5,14,25.5,3.02,23.1,86.6,13.400000000000006
17071,1465,85.79678692771417,41.7,20.3,18.4,3.01,16.3,96.2,3.799999999999997
17073,2694,229.25194881223422,39.3,23.1,14,3.15,12.7,95.2,4.799999999999997
17074,771,70.89517729542837,43.7,17.8,20.6,2.71,20,85.5,14.5
17075,458,23.24959770272233,41.9,18.1,16.6,2.69,27.1,89.4,10.599999999999994
17076,157,17.390229493942254,46.9,15.3,22.3,2.24,38.6,87.1,12.900000000000006
17077,907,42.91442691954417,43.3,18.7,21.9,2.68,25.4,79.9,20.099999999999994
17078,507,15.473673485656867,41.8,19.5,19.9,2.41,41,95.4,4.599999999999994
17079,100004,2575.5203480622763,40.6,19.2,16.4,2.63,28.4,79.5,20.5
17080,196,4.530223247514705,45,19.9,23,2.48,29.1,95.4,4.599999999999994
17081,367,40.36887862288718,44.9,16.6,22.9,3.03,23.1,77.9,22.099999999999994
17082,592,26.76116669025021,43.1,17.6,19.8,2.52,40,97.1,2.9000000000000057
17083,4309,1275.8608616240492,41.5,19.9,18,2.62,24.3,85.4,14.599999999999994
17084,314,29.387487194439206,44.4,16.9,18.8,2.33,42.2,96.8,3.200000000000003
17085,382,57.34114337577555,47.6,13.9,25.7,2.73,21.4,86.9,13.099999999999994
17086,3349,58.51807049723891,39.5,20.5,15.3,2.93,20.1,65,35
17087,281,33.84895573996161,44.1,19.6,21.4,3.02,23.7,87.8,12.200000000000003
17088,846,62.218859194196966,40.7,21.9,16.4,2.88,25.2,92.5,7.5
17089,8766,113.89806576368618,40.8,20.4,16.6,2.65,25.1,82.8,17.200000000000003
17090,729,49.017388958996094,42.9,20.3,18.4,3.01,19.4,97,3
17091,533,21.622274393036204,47.3,15.4,28.3,2.28,36.3,87.7,12.299999999999997
17092,4846,173.27262008226725,45.7,15.4,23.4,2.21,38.1,85.9,14.099999999999994
17093,1251,58.87706002902853,44.1,17.4,21.6,2.82,18.9,89.7,10.299999999999997
17094,1506,116.02220973799804,43.7,15.5,18.1,2.24,42.3,87.2,12.799999999999997
17095,38125,789.1379976720135,41,18.2,15.4,2.53,30.1,64.1,35.900000000000006
17096,209,1.8268072302805327,43.4,18.2,16.8,2.4,41.4,93.8,6.200000000000003
17097,297,21.85922411221676,43.6,20.2,20.5,2.78,24.3,86.8,13.200000000000003
17098,433,25.14578563052612,44.5,18.7,21.7,2.52,31.4,82.9,17.099999999999994
17099,98,2.602026833276392,46.9,18.4,22.5,2.45,47.5,95.9,4.099999999999994
17100,260,20.72687998295325,43.8,15.8,20,2.55,27.5,81.7,18.299999999999997
17101,793,30.626030689697778,41.8,22.8,20.6,2.56,29,95,5
17102,730,10.792223168328245,50.1,11.1,28.9,2.17,38.9,88.2,11.799999999999997
17103,7298,159.65914544614824,42.1,18,18.3,2.62,25.4,86.9,13.099999999999994
17105,349,13.36455564975948,45.6,15.2,22.6,2.42,31.9,90.5,9.5
17106,197,32.405297123938844,47,18.3,30,2.43,35.8,91.9,8.099999999999994
17107,346,8.021250210453049,48,15,29.2,2.34,36.5,94,6
17109,952,10.193682333594126,43.9,16.8,18.2,2.64,24.7,92.1,7.900000000000006
17110,1649,133.4778292805131,46.3,14.1,22.4,2.9,17.1,91.8,8.200000000000003
17111,1413,76.75922913041876,41.8,19.6,17.9,2.69,24.6,87.2,12.799999999999997
17112,240,5.282893857528532,46,16.3,21.3,2.35,45.1,97.5,2.5
17114,35326,1216.9993244773366,42.8,17.5,19.5,2.61,27.9,77.5,22.5
17115,368,43.48075345739906,43.5,19.8,20.4,2.94,19.2,93,7
17116,428,8.277797547812625,48.4,11.7,23.1,2.17,35,93.9,6.099999999999994
17117,22861,848.1744685949272,41.8,19.9,18.3,2.65,28.1,77.5,22.5
17118,18138,1300.6759769288471,44.2,16.1,20.9,2.53,29.5,86,14
17119,111,12.857945249091374,43.1,22.5,25.2,2.36,42.6,94.6,5.400000000000006
17120,1469,88.97664962930433,43.6,19.8,21.9,2.69,23,72.8,27.200000000000003
17121,326,26.139181619217656,44.5,19,21.5,2.76,31.4,89.5,10.5
17123,444,24.580649387824714,44.6,18.5,22.5,2.92,15.1,94.4,5.599999999999994
17124,2493,96.64592825590924,45.5,15.9,21.9,2.44,33.5,79.4,20.599999999999994
17125,165,5.255012568836101,46.7,16.4,25.5,2.66,27.4,95.8,4.200000000000003
17126,415,66.8140585520274,45.8,17.8,24.8,2.56,27.8,95.2,4.799999999999997
17128,575,55.09944357321034,47.6,15,26.4,2.54,21.2,69.6,30.400000000000006
17129,187,21.680723313924187,44.9,17.7,20.3,2.6,20.8,90.9,9.099999999999994
17130,433,36.32528081254616,45,17.8,22.2,2.66,28.8,90.9,9.099999999999994
17132,1945,44.49586354435118,43.4,17.2,20.9,2.7,24.1,87.4,12.599999999999994
17133,1654,44.174587634391884,47.3,15.5,27.5,2.57,25.4,88.4,11.599999999999994
17134,310,16.54227677308302,48.4,14.8,27.1,2.15,47.9,87.8,12.200000000000003
17135,505,58.53185872901076,44.3,16,19.8,2.46,30.2,91.1,8.900000000000006
17136,254,18.833101961735558,46.3,16.1,21.7,2.51,31.7,89,11
17137,4667,138.47261694290722,42.2,19.5,18.3,2.88,16.9,93.5,6.5
17138,1102,119.23893560387239,51.8,10.3,33.9,1.99,43.2,83.7,16.299999999999997
17139,1875,199.66619412232347,41.8,20.8,18.5,2.79,21,96.6,3.4000000000000057
17140,1012,24.276453041287017,47.3,13.4,26.8,2.08,45.5,76.3,23.700000000000003
17141,9404,505.79442534771005,41.3,17.8,15.8,2.75,27.7,78.8,21.200000000000003
17142,3862,101.53720111982561,38.2,25.3,14.5,2.96,17.3,95.4,4.599999999999994
17143,204,4.5219520144078045,46.2,17.2,24,2.27,35.6,85.4,14.599999999999994
17144,283,45.07803819703575,46.9,14.5,23,2.57,27.3,90.4,9.599999999999994
17145,1765,42.473741681000014,48.9,12.5,27.6,2.19,37.5,91.5,8.5
17146,4271,157.77222987691098,41.5,17.9,15.3,2.64,22.6,93.2,6.799999999999997
17147,10652,144.69281598985273,45.5,16.5,23.6,2.41,29.7,86.4,13.599999999999994
17148,2284,48.088808780477876,42.1,18.7,18.7,2.54,26.5,87.3,12.700000000000003
17149,503,21.387600686823426,41.6,21.3,16.9,2.87,21.1,95.3,4.700000000000003
17150,2080,156.62065856262413,41.9,18.6,17.7,2.84,22.1,86.4,13.599999999999994
17151,240,37.61152175484776,45.8,15,22.9,2.64,26.4,85.7,14.299999999999997
17152,19588,426.0220973254526,42.2,18.7,18.4,2.49,32.5,69.6,30.400000000000006
17153,296,55.756110749289576,43.5,20.3,22,2.55,31.9,87.2,12.799999999999997
17154,164,4.5818352035647685,42.8,16.5,15.2,2.83,25.9,79.3,20.700000000000003
17155,31342,4743.925321666986,37.4,23.5,12.8,3.16,21.2,61.5,38.5
17157,156,26.83801435891464,43.9,18.6,23.7,3.25,20.8,94.9,5.099999999999994
17158,713,29.20948768374858,40.5,13.9,17.5,1.94,58.9,86.7,13.299999999999997
17159,811,13.079310466329737,46.1,14.6,22.1,2.66,24.3,93.2,6.799999999999997
17160,22226,1405.1879998474888,43.1,17.9,20.3,2.53,28.7,81.5,18.5
17161,1416,41.88624022875592,44,18,22.5,2.67,24.3,87.3,12.700000000000003
17162,235,5.557737235020972,43.1,20,21.7,3.09,15.8,83.8,16.200000000000003
17163,3892,79.6385716074572,40,22.7,16.9,3.01,18.2,94.6,5.400000000000006
17164,5715,68.66959413637368,43.7,18.3,21.3,2.55,27.1,79.8,20.200000000000003
17165,834,120.87429659383334,46.1,16.9,24.3,2.55,28.4,86.7,13.299999999999997
17166,796,66.94626696886273,42,19.5,19,2.75,22.5,88.1,11.900000000000006
17167,3239,60.34193942820947,47.8,14.7,28,2.32,32.8,92.6,7.400000000000006
17168,499,154.53797104891837,42.9,18.8,19,2.85,18.9,90.4,9.599999999999994
17169,3616,193.50781124789827,39.5,22.4,14.4,2.95,17.3,90.5,9.5
17170,214,5.493954184637803,49.2,12.2,28.5,2.3,33.3,96.2,3.799999999999997
17171,263,8.173077169931414,47.1,13.3,21.3,2.29,35.7,77.2,22.799999999999997
17172,628,14.625716799563428,40.7,19.8,15.5,2.65,26.2,91.4,8.599999999999994
17173,211,12.214984803822153,48,10.9,23.2,2.78,25,87.7,12.299999999999997
17174,223,6.634609197160358,44,17.9,20.2,2.82,24.1,86,14
17175,750,211.13357856710067,43.1,18.5,19.3,2.66,27,88.2,11.799999999999997
17176,157,21.270092785918003,46.3,12.1,22.9,2.18,47.2,87.9,12.099999999999994
17177,724,82.46595938987976,47.2,14.9,27.5,2.32,27.9,95.3,4.700000000000003
17178,2060,112.92843304916151,41.5,18.5,16.2,2.61,30.9,62.9,37.1
17180,13440,190.33346224022992,40.5,20.7,16.8,2.77,22.9,78.2,21.799999999999997
17181,5385,79.5148543035624,42.4,18.8,18.2,2.59,27.1,83.1,16.900000000000006
17182,383,198.16053226988203,39.1,21.9,15.1,3.06,18.4,95.2,4.799999999999997
17183,341,7.0379274582438205,45.1,15.8,21.7,2.6,28.2,89,11
17184,1556,32.04285115170242,46.2,16.3,24,2.44,28.6,94.5,5.5
17185,3047,95.32550666707544,44.7,17.3,23.8,2.56,26.8,89.2,10.799999999999997
17186,5248,1234.3900866593954,41.3,20.6,16.9,2.71,20.2,92.4,7.599999999999994
17187,865,75.51994419659026,45.2,17.8,23.5,2.57,27.3,90.9,9.099999999999994
17188,212,29.628415997709332,49.2,9,26.4,2.28,35.5,92,8
17189,1974,134.85328976941983,45.2,17,23.3,2.64,24.2,90.5,9.5
17190,1142,66.41926160741913,41.9,19.9,17.4,2.81,23.4,92.1,7.900000000000006
17191,237,29.57801800514176,42.9,18.1,21.5,3,24.1,90.6,9.400000000000006
17192,187,3.8238990546388276,48.4,11.2,24.1,2.37,34.2,87.6,12.400000000000006
17193,6291,209.26923027347723,40.6,20,15.9,2.69,23.2,87.2,12.799999999999997
17194,99,1.943371680531142,45.9,11.1,19.2,2.36,31,84.9,15.099999999999994
17195,466,27.823442190567363,45.8,17,23.4,2.47,32.8,90.6,9.400000000000006
17196,302,14.551221187121296,43.8,16.9,18.2,2.8,19.4,91.9,8.099999999999994
17197,160,20.236821083892984,46.4,15.6,23.1,2.46,30.8,93.8,6.200000000000003
17198,722,42.61224626793599,43.1,16.8,17.3,2.43,32.3,75.5,24.5
17199,11789,178.42492473399864,42.6,18.5,18.9,2.58,29.3,72.4,27.599999999999994
17200,803,72.98013852683673,45.5,16.3,23.4,2.55,27,92.4,7.599999999999994
17201,178,3.08649674112431,42,16.3,18,2.54,34.3,97.2,2.799999999999997
17202,5911,155.04455059693328,44.1,15.3,19.7,2.35,35.7,77.8,22.200000000000003
17203,228,51.637143841526125,45.4,21.1,25.9,3.04,17.3,90.7,9.299999999999997
17204,1161,158.895314126488,39,23.2,14.6,3.04,19.4,67.4,32.599999999999994
17205,256,23.346939601996112,45.6,18,23.4,2.75,23.7,91.1,8.900000000000006
17206,211,12.017867952281033,45,10.9,19.4,2.64,32.5,92.9,7.099999999999994
17207,3082,34.035592672229804,44,18.4,20.7,2.68,25.2,96.2,3.799999999999997
17208,1305,13.940422283927507,43.1,17.6,18.5,2.75,26.2,93.5,6.5
17209,908,165.05702731415275,40.9,21.3,13.8,2.86,21.8,90.6,9.400000000000006
17210,906,35.542994590172476,43.5,19.7,20.9,2.6,30.2,83.3,16.700000000000003
17211,1182,126.96696770370109,45,18.2,23.9,2.67,23.8,86.2,13.799999999999997
17212,186,5.396815569119618,42.3,17.7,18.8,2.55,30.1,98.9,1.0999999999999943
17213,7916,164.217366059724,42.2,18.1,17.7,2.67,24.6,86.1,13.900000000000006
17214,972,426.0061898645782,42.8,20.7,21.8,2.97,19.3,93.4,6.599999999999994
17215,3226,525.8408481493859,39.7,22.4,15.7,2.96,16.5,98,2
17216,213,13.730372066427469,45.3,16.4,20.2,2.77,35.1,91.1,8.900000000000006
17217,470,41.35322979127235,45.9,16.2,23.4,2.66,26.6,93.8,6.200000000000003
17218,814,13.095793588606911,42.9,20.3,19.4,3.1,24.3,87.4,12.599999999999994
17220,1084,21.387439282634144,44.1,17.3,18.7,2.39,32.4,91.8,8.200000000000003
17221,5437,650.3950976993875,42.3,19.1,18.8,2.99,15.8,94.2,5.799999999999997
17222,162,28.599792146649268,41.8,22.8,21,2.84,24.6,85.8,14.200000000000003
17223,1126,85.34998211910754,43.1,17,17.1,2.56,23.6,88.2,11.799999999999997
17224,386,6.004246611884825,47.2,12.2,23.6,2.12,38.5,82.4,17.599999999999994
17225,370,65.67160919138115,40.5,19.5,20,3.06,23.1,67.9,32.099999999999994
17226,1143,130.26780960845682,43,18.5,19.3,3.11,13.9,94.7,5.299999999999997
17227,204,38.2943744606167,46.3,15.2,26.5,2.49,28.1,84.9,15.099999999999994
17228,398,23.646217419051133,43,19.4,18.6,2.84,24.3,90,10
17230,747,123.56908358833975,40.1,22.4,17.5,2.77,24.4,86.7,13.299999999999997
17232,236,14.13088983724957,46.4,19.5,25.9,2.51,33,90.4,9.599999999999994
17233,3248,99.68734726975235,41.6,19.1,17.6,2.86,21.1,89.2,10.799999999999997
17234,243,24.2996153598108,48.1,12.8,27.6,2.48,30.6,86.9,13.099999999999994
17901,1328,13.329961059957535,44.9,17.1,19.8,2.8,24.1,92.3,7.700000000000003
17902,1714,34.17190082199556,44.7,17.1,22.1,2.7,21.9,90.6,9.400000000000006
17903,1328,137.61026511946096,40.9,20,16.3,2.71,21.6,87,13
18001,256,9.476918287587921,46.1,14.5,22.7,2.1,37.7,92.2,7.799999999999997
18002,568,6.265040927681216,49.4,9.9,27.1,2.1,35.9,99.5,0.5
18003,19091,242.97605905722222,39.8,20.3,13.2,2.76,22.9,95.8,4.200000000000003
18004,742,21.50752191426351,47.6,10.2,23.6,2.01,39.7,90.9,9.099999999999994
18005,403,47.24472594565381,49.4,9.9,29,1.93,44,98.3,1.7000000000000028
18006,7184,113.68790464465587,38.7,19,13.4,2.91,23.6,66.3,33.7
18007,789,5.631179825765748,51.5,9.8,32.5,2.05,41.2,97.1,2.9000000000000057
18010,624,8.904725524806814,48.8,12.7,26.8,2.17,39.2,95.4,4.599999999999994
18011,5531,330.6680289631719,41.4,17.8,15.2,2.66,24.6,97.1,2.9000000000000057
18012,2411,26.179886323933623,49.3,11.4,28.8,2.04,40.1,94.8,5.200000000000003
18013,5567,13.262713778480274,43.4,15.9,18.7,2.5,31.2,84.3,15.700000000000003
18014,9638,190.59292850165824,37.1,23.3,10.7,2.65,27.1,95.4,4.599999999999994
18015,469,20.55276735171723,47,12.4,24.5,2.51,28.9,100,0
18016,301,10.225826414417904,51.3,7.6,28.2,1.89,49.1,90.9,9.099999999999994
18017,25762,308.79337799861366,44.3,16.3,21.4,2.43,32.7,85,15
18018,566,46.42960932493534,50.6,8.3,30,2.22,39.2,97.5,2.5
18020,626,6.742365244673788,47.1,10.2,22.8,2.2,36.6,85.3,14.700000000000003
18021,24238,5622.781636967495,39.4,19.5,12.6,2.67,26.3,91.7,8.299999999999997
18022,19067,403.5512627690635,37.8,23.1,12.1,2.67,25.1,95.2,4.799999999999997
18023,19899,36.49902764474563,42.8,17.5,18.8,2.58,28.8,92.5,7.5
18024,982,42.33134175443047,46.9,14.2,25.3,2.52,25.9,98,2
18025,324,19.95722658298342,48.4,14.5,27.5,2.22,39.7,99.1,0.9000000000000057
18027,3295,380.76957798132565,40.7,21.1,17.7,2.61,28.4,98.8,1.2000000000000028
18028,1073,49.5689071098478,46.6,12.6,23.9,2.31,35.9,94.6,5.400000000000006
18029,2268,17.74663928368272,45.5,16.7,24.3,2.36,32.9,93.9,6.099999999999994
18030,714,10.25774261654726,47.1,11.6,23.3,2.11,40.5,88,12
18032,326,21.925235040744912,47.4,12,21.8,2.08,42,87.3,12.700000000000003
18033,267,14.80133382884655,47.7,8.2,21.4,2.1,40.9,90.2,9.799999999999997
18034,559,14.111185405799445,51.1,10,30.2,1.93,46.2,94.8,5.200000000000003
18035,1459,30.819111493420245,47.1,13.4,25.4,2.26,40,89.8,10.200000000000003
18036,5141,3117.0851927417125,39.9,20,13.7,2.75,24.1,96.5,3.5
18037,645,57.34248138934086,42,16,16.4,2.22,34.4,96.4,3.5999999999999943
18038,1202,33.57293789626784,45.9,12.7,21.4,2.24,36.3,95.8,4.200000000000003
18039,4060,18.73751135804858,46.4,14.3,25.3,2.42,32.1,94.8,5.200000000000003
18040,335,12.710412183711458,45.8,13.7,22.1,2.34,39.9,73.5,26.5
18042,577,10.138450921095524,42.5,17.3,16.3,2.44,33.9,89.7,10.299999999999997
18043,200,42.879169538074,48.4,10.5,22,2.08,42.7,74.5,25.5
18044,231,8.14194556411562,53,6.9,31.6,1.83,53.2,66.7,33.3
18045,1307,9.960540811652564,50.8,10.9,31.1,2.01,42.5,91.5,8.5
18046,2019,8.308090197921304,49.6,11.2,30.1,2.18,38.1,94.5,5.5
18047,8172,1259.406798096762,39.6,18.7,10.8,2.51,30.3,93.6,6.400000000000006
18048,3460,193.0860927996668,37,23.2,10.6,2.64,25.2,95.1,4.900000000000006
18049,626,20.690559967422864,48.9,10.9,27.5,2.24,37.6,95.9,4.099999999999994
18050,2023,40.57082800083086,42.9,17.5,19.8,2.47,31.2,98.9,1.0999999999999943
18051,1301,11.621759015862931,45,15.1,22.1,2.49,30.3,97.3,2.700000000000003
18053,1865,13.27911115968178,51.1,10.9,33.5,2.38,32.1,91.7,8.299999999999997
18054,996,44.46999194388404,46.6,14.2,23.2,2.21,42.1,94.7,5.299999999999997
18056,4065,9.51350954588436,47.4,13.8,26.5,2.3,34.1,94.5,5.5
18057,7650,1793.4580468101196,38.5,22,11.1,2.83,22.5,95.5,4.5
18059,5623,265.09001941932485,39.5,22,14.6,2.65,23.7,97.3,2.700000000000003
18061,1248,13.81471256103343,46.5,13.1,25.1,2.18,37.8,91.3,8.700000000000003
18062,15756,2399.202873447939,37.4,22.9,10.9,2.64,26.2,94.3,5.700000000000003
18063,1640,32.581615203650585,37.8,23.2,14.6,2.72,28.5,98,2
18064,412,7.238311299821637,47.8,12.1,28.4,2.56,32.9,98.8,1.2000000000000028
18065,688,49.86870046950699,45.7,13.5,21.4,2.36,30.1,97.4,2.5999999999999943
18066,2587,63.91763841966141,42.7,18.1,19.8,2.53,25.9,98.7,1.2999999999999972
18067,781,18.55750384625723,44.8,16.4,22,2.37,31.9,95.4,4.599999999999994
18068,2139,26.974810818367132,42.2,17.8,17,2.61,27.9,95.8,4.200000000000003
18069,637,8.105883118649738,47.3,13.8,28.3,2.3,38.3,88.5,11.5
18070,361,43.143710343864065,45.7,13.9,19.9,2.46,31.3,95,5
18071,7112,92.77729465517248,42.9,16.9,17.9,2.5,27,95.7,4.299999999999997
18072,808,17.413559687393512,44.3,15.8,20.3,2.28,37.5,98.1,1.9000000000000057
18074,292,6.7000447627623005,50.7,10.3,35.6,2.15,39.7,99.7,0.29999999999999716
18076,959,9.947469528897452,43.1,18.6,21.5,2.24,37.2,97.6,2.4000000000000057
18077,519,34.24099147025928,49.8,7.3,25.1,2.23,36.9,89.3,10.700000000000003
18078,906,12.165628374458866,47.2,12.6,25.3,2.06,39.8,86.7,13.299999999999997
18079,4341,270.18127246797076,41.3,18.8,16.5,2.51,26.9,95.7,4.299999999999997
18082,1115,9.433486238348529,51.2,11.6,31.1,1.98,41.6,83.7,16.299999999999997
18083,224,9.741310627416974,54.9,6.7,39.7,2.09,39.3,99.1,0.9000000000000057
18084,5992,500.6486878230225,40.3,19,13.8,2.68,24.3,96.4,3.5999999999999943
18085,729,4.028036098861978,55.1,5.5,35.9,2,45.8,95.9,4.099999999999994
18086,379,4.921496261792913,53.5,7.1,33.8,1.68,52.4,95.6,4.400000000000006
18087,230116,2611.6461671538996,44.2,16.3,21.9,2.34,35.4,92,8
18088,1805,14.895647803182943,41.2,20.2,18.6,2.45,33.5,98.5,1.5
18089,18056,55.71202869418905,42.5,17.9,18.2,2.47,30.6,94.5,5.5
18093,4962,160.1949303793136,39.6,18.9,14.1,2.79,27.8,66.2,33.8
18094,2893,12.10619424277668,43.7,15.1,17.9,2.45,34.5,94.5,5.5
18095,2642,271.01528459806894,38.7,21.1,12.2,2.82,20.8,98.2,1.7999999999999972
18096,374,11.46824068333995,46.1,13.6,21.7,2.56,35.6,97.1,2.9000000000000057
18097,1171,10.030633874106071,46.7,11.4,22.7,2.33,37.5,87.9,12.099999999999994
18098,7112,15.055647976418323,45.3,16,23,2.4,31.5,97,3
18099,1892,20.28760191917176,43.5,15.6,16.2,2.52,28.1,97.4,2.5999999999999943
18100,10472,262.1776568301755,40.4,18.9,15.2,2.55,27.7,93.4,6.599999999999994
18101,12124,2860.791249349224,41.2,18,14.2,2.76,21.7,96.2,3.799999999999997
18102,10057,50.9436347765785,43.8,16.6,20,2.34,30,97.5,2.5
18103,980,51.5160772589758,44.7,16.9,21.6,2.25,35.6,84.1,15.900000000000006
18105,5094,20.577526535914075,38.6,22.9,15.3,2.72,24.2,96.7,3.299999999999997
18106,568,57.53100359621967,43.8,14.8,18.5,2.43,37.6,78.7,21.299999999999997
18107,1036,13.022273383950425,46.1,12.6,22.2,2.23,36.2,98.5,1.5
18108,955,11.539732832624345,48.5,12.7,24.8,2.23,36.6,98.2,1.7999999999999972
18109,941,67.61793842308786,45.8,11,19.8,2.39,36.9,68.4,31.599999999999994
18111,3889,1054.436153117684,37.5,23.1,10.1,2.98,18,96.2,3.799999999999997
18112,140,9.339194117880758,50.7,12.9,27.9,1.97,45.1,88.2,11.799999999999997
18114,659,16.706117660005077,49.3,10.6,27.5,2.15,37.1,95.5,4.5
18115,3553,270.8496177679601,39.1,20.2,13.3,2.55,26.3,95.3,4.700000000000003
18116,3583,59.315077660453206,45.6,14.1,22.2,2.32,33.3,91,9
18117,555,10.514820792008017,48.5,13.3,26.3,2.31,40,97.7,2.299999999999997
18119,2185,53.943903076029024,47.7,12.6,25.6,2.28,35.9,88.7,11.299999999999997
18120,341,14.344355372236425,47.2,14.1,26.1,2.23,37.3,94.4,5.599999999999994
18121,131,8.15594280089763,53.8,3.1,35.9,1.7,62.3,91.5,8.5
18122,20282,45.320320356088075,42.4,18,18,2.56,26.5,94.6,5.400000000000006
18123,315,4.977685086213306,53,8.9,35.2,1.86,48.5,99.4,0.5999999999999943
18124,473,12.823115616767291,49.2,8.9,28.5,2.23,34.9,77.7,22.299999999999997
18126,1788,70.31340574463678,43,17.7,18.8,2.41,29,97.2,2.799999999999997
18127,22346,4570.433312679363,40.2,20.1,14.3,2.68,24.1,95.1,4.900000000000006
18128,414,53.013527152929505,45.1,18.6,24.2,2.23,39.3,96.4,3.5999999999999943
18132,3601,31.843324182343437,47.5,11.4,24.3,2.29,31.8,95.7,4.299999999999997
18133,2755,128.22595126448604,43.9,15.8,20.8,2.4,32.7,88.3,11.700000000000003
18134,8122,91.32973093661563,40.7,18.3,14.5,2.53,29.9,93.8,6.200000000000003
18135,5321,20.96086957275881,45.8,13.7,22.9,2.27,35.2,93.4,6.599999999999994
18136,2080,23.76535719522407,44.6,15.5,21.5,2.18,35.7,99.3,0.7000000000000028
