,CTOT,CMUN,Municipality,CCI,Digitalization,Energy_Climate_Resources,Mobility,Waste
91,1012009,12009,Almassora,0.6943850534117755,0.937996031252642,0.7499999999999999,0.4089292358062356,0.6666666666666666
92,1012010,12010,Almedíjar,0.6407692307692308,0.9538461538461538,0.9999999999999999,0.0,0.5
93,0244237,44237,Urrea De Gaén,0.48076923076923084,0.9538461538461538,0.3333333333333333,0.2,0.5
94,1012011,12011,Almenara,0.6457634759255707,0.9538173796278535,0.9166666666666665,0.4,0.3333333333333333
95,1012012,12012,Altura,0.8266556227821608,0.9750769110677204,0.9999999999999999,0.40820120284308364,0.8333333333333333
96,1012013,12013,Arañuel,0.38693536495453423,0.9346768247726713,0.3333333333333333,0.0,0.3333333333333333
97,1012014,12014,Ares Del Maestrat,0.3106734244816698,0.8533671224083487,0.3333333333333333,0.2,0.0
98,1012015,12015,Argelita,0.5521747607231479,0.9358738036157391,0.9166666666666665,0.2,0.16666666666666666
99,1012016,12016,Artana,0.36549212271154785,0.9599479232024093,0.3333333333333333,0.36751269035532996,0.0
100,1012017,12017,Ayódar,0.32885941644562333,0.9442970822281167,0.3333333333333333,0.2,0.0
101,0253076,53076,Comunidad De La Pardina Del Mercadal,0.09999999999999999,0.0,0.3333333333333333,0.0,0.0
102,1012018,12018,Azuébar,0.381211086563567,0.9560554328178349,0.3333333333333333,0.2,0.16666666666666666
103,1012020,12020,Barracas,0.28874850538062974,0.9437425269031486,0.3333333333333333,0.0,0.0
104,1012021,12021,Betxí,0.4229101763535305,0.9538461538461538,0.3333333333333333,0.41070472792149865,0.16666666666666666
105,0753071,53071,Coto Mancomunado,0.09999999999999999,0.0,0.3333333333333333,0.0,0.0
106,1012022,12022,Bejís,0.678157828846703,0.9407891442335147,0.9999999999999999,0.2,0.5
107,1012024,12024,Benafer,0.32409384563073784,0.9470588235294117,0.3333333333333333,0.17341040462427743,0.0
108,1110097,10097,Higuera De Albalat,0.4287863247863247,0.9439316239316238,0.3333333333333333,0.2,0.3333333333333333
109,1110101,10101,Huélaga,0.3143459088682019,0.8717295443410092,0.3333333333333333,0.2,0.0
110,1110098,10098,Hinojal,0.4187548296452406,0.9687741482262029,0.7499999999999999,0.0,0.0
111,1531021,31021,Aranarache/Aranaratxe,0.4565384615384615,0.6076923076923076,0.9166666666666665,0.3,0.0
112,0253077,53077,El Franco,0.25,0.0,0.3333333333333333,0.0,0.5
113,1110099,10099,Holguera,0.6043720289024004,0.946860144512002,0.7499999999999999,0.2,0.5
114,1110100,10100,Hoyos,0.655913134484563,0.9615384615384615,0.9999999999999999,0.06802721088435372,0.5
115,1531035,31035,Armañanzas,0.2615384615384615,0.6076923076923076,0.3333333333333333,0.2,0.0
116,1531017,31017,Anue,0.28748324604365816,0.754860449285228,0.3333333333333333,0.18255578093306285,0.0
117,1531022,31022,Arantza,0.7465242487301424,0.6081162931556633,0.9166666666666665,0.2495049504950495,1.0
118,0114006,14006,Añora,0.4174020146161018,0.6370100730805089,0.3333333333333333,0.2,0.5
119,0114007,14007,Baena,0.7822110477175928,0.6360552385879639,0.9166666666666665,0.4,1.0
120,0114008,14008,Belalcázar,0.3186332269880657,0.6431661349403284,0.3333333333333333,0.2,0.16666666666666666
121,1531018,31018,Añorbe,0.38713642581053265,0.9368221941992433,0.3333333333333333,0.2488599348534202,0.16666666666666666
122,1531019,31019,Aoiz/Agoitz,0.7054152124320413,0.9305783910745743,0.9166666666666665,0.2214976710856324,0.6666666666666666
123,1531020,31020,Araitz,0.5827732793522268,0.5888663967611336,0.9166666666666665,0.2,0.5
124,1110102,10102,Ibahernando,0.3835196232339089,0.9675981161695446,0.3333333333333333,0.2,0.16666666666666666
125,1110103,10103,Jaraicejo,0.5414377262527115,0.8448320693391116,0.3333333333333333,0.36235656192444565,0.6666666666666666
126,0111037,11037,Trebujena,0.6069683809285759,0.4598419046428795,0.9166666666666665,0.2,0.6666666666666666
127,1620907,20907,Gaztelu,0.27976910501187957,0.5254351204351204,0.3333333333333333,0.37341040462427744,0.0
128,0111036,11036,Torre Alháquime,0.5894708063021317,0.622354031510658,0.9166666666666665,0.2,0.5
129,0250141,50141,Lituénigo,0.28923076923076924,0.9461538461538461,0.3333333333333333,0.0,0.0
130,0111034,11034,Setenil De Las Bodegas,0.48609436954797774,0.6054718477398889,0.9166666666666665,0.2,0.16666666666666666
131,0111035,11035,Tarifa,0.8242334330835879,0.9253100338218714,0.9166666666666665,0.32085713159606827,1.0
132,0753029,53029,"Comunidad De 09314, 09374, 09356 Y 09126",0.09999999999999999,0.0,0.3333333333333333,0.0,0.0
133,1110107,10107,Jerte,0.3338461538461538,0.9692307692307691,0.3333333333333333,0.2,0.0
134,1110108,10108,Ladrillar,0.30886019978702905,0.8821388367729831,0.3333333333333333,0.16216216216216217,0.0
135,1110109,10109,Logrosán,0.3765910176220107,0.9675229893446211,0.3333333333333333,0.41543209876543213,0.0
136,1110110,10110,Losar De La Vera,0.4542307692307692,0.9461538461538461,0.7499999999999999,0.2,0.0
137,1110111,10111,Madrigal De La Vera,0.48204454574549516,0.9602227287274758,0.3333333333333333,0.2,0.5
138,1110112,10112,Madrigalejo,0.4237831936160957,0.9689159680804783,0.3333333333333333,0.4,0.16666666666666666
139,1110113,10113,Madroñera,0.334760676772124,0.9615384615384615,0.3333333333333333,0.21226492232215863,0.0
140,1653048,53048,Mancomunidad De Amezketa Y Ordizia,0.09999999999999999,0.0,0.3333333333333333,0.0,0.0
141,1110114,10114,Majadas,0.5407692307692308,0.9538461538461538,0.3333333333333333,0.0,0.8333333333333333
142,1653000,53000,Parzonería General De Guipúzcoa Y Álava,0.09999999999999999,0.0,0.3333333333333333,0.0,0.0
143,1648001,48001,Abadiño,0.4784503827373906,0.5926063374202167,0.3333333333333333,0.5496455762667366,0.5
144,0709355,09355,Santibáñez De Esgueva,0.2692307692307693,0.6461538461538461,0.3333333333333333,0.2,0.0
145,0111038,11038,Ubrique,0.7570253021574608,0.9601265107873037,0.9166666666666665,0.2,0.8333333333333333
146,0111039,11039,Vejer De La Frontera,0.5256577705582626,0.5985163424508738,0.9166666666666665,0.4047725103404391,0.16666666666666666
147,0705170,05170,Navatejares,0.285958041958042,0.9297902097902098,0.3333333333333333,0.0,0.0
148,1110115,10115,Malpartida De Cáceres,0.48782719880134695,0.9669685063220055,0.3333333333333333,0.22216748768472905,0.5
149,1110116,10116,Malpartida De Plasencia,0.3290590942584617,0.938825771055086,0.3333333333333333,0.20646970023722236,0.0
150,1110117,10117,Marchagaz,0.29230769230769227,0.9615384615384615,0.3333333333333333,0.0,0.0
151,1110118,10118,Mata De Alcántara,0.29274756229685805,0.9637378114842903,0.3333333333333333,0.0,0.0
152,1110119,10119,Membrío,0.33385994638737326,0.9181924065535614,0.3333333333333333,0.25110732538330494,0.0
153,1110120,10120,Mesas De Ibor,0.4645405618272512,0.9477028091362563,0.7499999999999999,0.0,0.16666666666666666
154,1531023,31023,Aranguren,0.7533648282965721,0.9380973804390268,0.9166666666666665,0.4537267610438342,0.6666666666666666
155,1531032,31032,Arguedas,0.5311276723276723,0.6228461538461538,0.9166666666666665,0.40779220779220776,0.16666666666666666
156,1531029,31029,Los Arcos,0.6596632300294566,0.920312616578378,0.9166666666666665,0.2530035335689046,0.5
157,1531030,31030,Arellano,0.39529708222811666,0.6014854111405835,0.9166666666666665,0.0,0.0
158,1531031,31031,Areso,0.5101835664335664,0.616826923076923,0.9166666666666665,0.3090909090909091,0.16666666666666666
159,1531036,31036,Arróniz,0.5670945199531665,0.9532752689746029,0.9166666666666665,0.25719733079122975,0.16666666666666666
160,1531037,31037,Arruazu,0.7129120879120879,0.9395604395604396,0.9166666666666665,0.5,0.5
161,1553083,53083,"Facería De Cogullo Alto, Cogullo Bajo, Sarmindieta Y Chandivar",0.09999999999999999,0.0,0.3333333333333333,0.0,0.0
162,1531064,31064,Cadreita,0.3466372014293775,0.9538461538461538,0.3333333333333333,0.02933985330073347,0.16666666666666666
163,1110134,10134,Navezuelas,0.32967420088016586,0.9483710044008293,0.3333333333333333,0.2,0.0
164,0111040,11040,Villaluenga Del Rosario,0.5184258750080869,0.9524742026266417,0.9166666666666665,0.2646551724137931,0.0
165,0111041,11041,Villamartín,0.7567754719148447,0.9588773595742237,0.9166666666666665,0.2,0.8333333333333333
166,1726022,26022,Azofra,0.2661538461538462,0.6307692307692307,0.3333333333333333,0.2,0.0
167,0111042,11042,Zahara,0.5571881703953417,0.9609408519767085,0.9166666666666665,0.2,0.16666666666666666
168,0111901,11901,Benalup-Casas Viejas,0.7730305329864318,0.9261516002245929,0.9166666666666665,0.31400106470756634,0.8333333333333333
169,0111902,11902,San José Del Valle,0.6552911995052078,0.9514559975260388,0.9166666666666665,0.2,0.5
170,0111903,11903,San Martín Del Tesorillo,0.6526348364279398,0.9381741821396993,0.9166666666666665,0.2,0.5
171,0114001,14001,Adamuz,0.5543927908685876,0.49696395434293833,0.7499999999999999,0.4,0.5
172,0114002,14002,Aguilar De La Frontera,0.3155232680944359,0.6276163404721798,0.3333333333333333,0.2,0.16666666666666666
173,0114003,14003,Alcaracejos,0.4782406844797986,0.9412034223989928,0.3333333333333333,0.2,0.5
174,0114004,14004,Almedinilla,0.4178382777631925,0.6391913888159622,0.3333333333333333,0.2,0.5
175,0114005,14005,Almodóvar Del Río,0.41553770480660523,0.620222122838402,0.3333333333333333,0.2074664011946242,0.5
176,1110123,10123,Mirabel,0.3892118225351541,0.9012160633484163,0.3333333333333333,0.04484304932735424,0.3333333333333333
177,1232067,32067,Rairiz De Veiga,0.5045559684632552,0.947779842316276,0.9166666666666665,0.2,0.0
178,1110132,10132,Navalvillar De Ibor,0.28869795059842107,0.9434897529921052,0.3333333333333333,0.0,0.0
179,0114048,14048,Palenciana,0.2676923076923077,0.6384615384615384,0.3333333333333333,0.2,0.0
180,0114009,14009,Belmez,0.26746545961735835,0.6373272980867917,0.3333333333333333,0.2,0.0
181,0114049,14049,Palma Del Río,0.42022474145953337,0.6316267827728066,0.3333333333333333,0.21949692452486047,0.5
182,0118036,18036,Cájar,0.48713095342513807,0.9615384615384615,0.6666666666666666,0.47411630558722917,0.0
183,0114010,14010,Benamejí,0.5190406713705144,0.6452033568525715,0.3333333333333333,0.2,0.8333333333333333
184,0114018,14018,El Carpio,0.5483499372431275,0.6462111193511924,0.7499999999999999,0.22053856686444545,0.5
185,0114019,14019,Castro Del Río,0.3581266919586038,0.6367574908007709,0.3333333333333333,0.40387596899224804,0.16666666666666666
186,1110133,10133,Navas Del Madroño,0.5073076923076922,0.9615384615384615,0.9166666666666665,0.2,0.0
187,0114024,14024,Encinas Reales,0.5191775305439902,0.6458876527199509,0.3333333333333333,0.2,0.8333333333333333
188,0114025,14025,Espejo,0.2728809003376385,0.6460670933752339,0.3333333333333333,0.21833740831295845,0.0
