,CTOT,CMUN,Municipality,CCI,Digitalization,Energy_Climate_Resources,Mobility,Waste
2164,0250292,50292,Villarreal De Huerva,0.5657692307692307,0.9538461538461538,0.7499999999999999,0.0,0.5
2165,1531095,31095,Esparza De Salazar/Espartza Zaraitzu,0.2692941176470588,0.29647058823529415,0.3333333333333333,0.3,0.16666666666666666
2166,0333034,33034,Valdés,0.4639928375721899,0.6013488168831996,0.3333333333333333,0.2186153709777502,0.6666666666666666
2167,0250293,50293,Villarroya De La Sierra,0.3375158418224112,0.9375792091120558,0.3333333333333333,0.0,0.16666666666666666
2168,0250294,50294,Villarroya Del Campo,0.4558436724565756,0.9042183622828783,0.7499999999999999,0.0,0.16666666666666666
2169,1531096,31096,Espronceda,0.41639734366353076,0.6319867183176535,0.3333333333333333,0.2,0.5
2170,0639005,39005,Argoños,0.5418797175746621,0.9603255235330708,0.3333333333333333,0.2490730643402399,0.6666666666666666
2171,0639006,39006,Arnuero,0.7196720460695836,0.939405006467321,0.9166666666666665,0.283955223880597,0.6666666666666666
2172,0250295,50295,Vistabella,0.4157692307692307,0.9538461538461538,0.7499999999999999,0.0,0.0
2173,0250296,50296,La Zaida,0.6057692307692307,0.9538461538461538,0.7499999999999999,0.2,0.5
2174,0250297,50297,Zaragoza,0.8606807847419167,0.9692303107577289,0.9166666666666665,0.45917361295185405,1.0
2175,0250298,50298,Zuera,0.7369169470645944,0.9606515435783729,0.7499999999999999,0.3489331917445991,0.8333333333333333
2176,1003025,03025,Benferri,0.7048660378331936,0.9686866753763868,0.9166666666666665,0.4306435137895812,0.5
2177,0250901,50901,Biel,0.4157692307692307,0.9538461538461538,0.7499999999999999,0.0,0.0
2178,1003026,03026,Beniarbeig,0.7219098395171957,0.9537229739667598,0.9166666666666665,0.28082622361921866,0.6666666666666666
2179,0333005,33005,Belmonte De Miranda,0.33441668538779246,0.8886921830195736,0.3333333333333333,0.28339124391938847,0.0
2180,0333006,33006,Bimenes,0.29895868269053866,0.9238294867820842,0.3333333333333333,0.0709639266706091,0.0
2181,0333007,33007,Boal,0.521453009430444,0.9072650471522206,0.3333333333333333,0.2,0.6666666666666666
2182,0333008,33008,Cabrales,0.49838370514531394,0.6374386081158594,0.3333333333333333,0.3544799176107106,0.6666666666666666
2183,0333009,33009,Cabranes,0.31347659719891735,0.6173829859945867,0.3333333333333333,0.2,0.16666666666666666
2184,0742100,42100,Hinojosa Del Campo,0.34076923076923077,0.9538461538461538,0.3333333333333333,0.0,0.16666666666666666
2185,0333010,33010,Candamo,0.48303005377569097,0.562633746255171,0.3333333333333333,0.35251652262328415,0.6666666666666666
2186,0333011,33011,Cangas Del Narcea,0.40796779084379553,0.5898389542189774,0.3333333333333333,0.2,0.5
2187,0333012,33012,Cangas De Onís,0.4834131616564572,0.5863152029554093,0.3333333333333333,0.3307506053268765,0.6666666666666666
2188,1003019,03019,Aspe,0.8452851982778544,0.9514259913892718,0.9166666666666665,0.4,1.0
2189,0333013,33013,Caravia,0.3549794952463019,0.6473826833321012,0.3333333333333333,0.37751479289940826,0.16666666666666666
2190,0333014,33014,Carreño,0.47724433029368996,0.6495770169427888,0.29166666666666663,0.2991446345256609,0.6666666666666666
2191,0333015,33015,Caso,0.47905509460275764,0.5911810941102493,0.3333333333333333,0.3040943789035392,0.6666666666666666
2192,0333016,33016,Castrillón,0.5713607978634476,0.9036037337003945,0.29166666666666663,0.5157002556168439,0.6666666666666666
2193,0333017,33017,Castropol,0.5998009185589037,0.9011035433192562,0.3333333333333333,0.5979010494752623,0.6666666666666666
2194,0333020,33020,Corvera De Asturias,0.5223603762351801,0.9202556384013337,0.29166666666666663,0.5040462427745664,0.5
2195,0333021,33021,Cudillero,0.47822693583111486,0.6005549690106468,0.3333333333333333,0.2905797101449275,0.6666666666666666
2196,1003020,03020,Balones,0.5421078501722159,0.9116586538461539,0.9166666666666665,0.42388059701492536,0.0
2197,0943029,43029,Blancafort,0.4396153846153845,0.32307692307692304,0.7499999999999999,0.0,0.5
2198,0333022,33022,Degaña,0.35140902852313227,0.5570451426156613,0.3333333333333333,0.2,0.3333333333333333
2199,0333023,33023,El Franco,0.2697012119404034,0.632633043829001,0.3333333333333333,0.21587301587301588,0.0
2200,0333024,33024,Gijón,0.8042862863382978,0.9656611710702827,0.7083333333333333,0.4932702606212067,1.0
2201,0333025,33025,Gozón,0.47171216986146247,0.6326292319427331,0.3333333333333333,0.2259316173645793,0.6666666666666666
2202,0333026,33026,Grado,0.6142753032433084,0.543836076564945,0.3333333333333333,0.5275404396515969,1.0
2203,0333027,33027,Grandas De Salime,0.42318172256884834,0.6280298249654537,0.3333333333333333,0.23787878787878786,0.5
2204,0333028,33028,Ibias,0.21910089510808933,0.3455044755404467,0.3333333333333333,0.0,0.16666666666666666
2205,0407035,07035,Maria De La Salut,0.7391773621847678,0.9586788428209572,0.9166666666666665,0.3622079681028824,0.6666666666666666
2206,0333029,33029,Illano,0.2823076923076923,0.6615384615384615,0.3333333333333333,0.0,0.16666666666666666
2207,0943030,43030,Bonastre,0.6472880095790586,0.6201745733423359,0.9166666666666665,0.24126547455295738,0.6666666666666666
2208,0333030,33030,Illas,0.42001551929161884,0.6000775964580946,0.3333333333333333,0.0,0.6666666666666666
2209,0333031,33031,Langreo,0.6756383222809108,0.9440680946142332,0.3333333333333333,0.43412351679032135,1.0
2210,1003021,03021,Banyeres De Mariola,0.6390881756290381,0.6204408781451907,0.9166666666666665,0.2,0.6666666666666666
2211,0333032,33032,Laviana,0.46643532051972136,0.6321766025986071,0.3333333333333333,0.2,0.6666666666666666
2212,0333033,33033,Lena,0.4710895744528254,0.5846664453105599,0.3333333333333333,0.2707814269535674,0.6666666666666666
2213,0333035,33035,Llanera,0.5218893869395868,0.5854440340452867,0.3333333333333333,0.5240029006526469,0.6666666666666666
2214,0333036,33036,Llanes,0.5479986449050595,0.6448372119527689,0.3333333333333333,0.3451560125725283,0.8333333333333333
2215,0333037,33037,Mieres,0.7926952138190807,0.8995844794016751,0.7499999999999999,0.43889158969372877,1.0
2216,0333038,33038,Morcín,0.43701286406028517,0.535064320301426,0.3333333333333333,0.4,0.5
2217,0333039,33039,Muros De Nalón,0.4138239269890479,0.6191196349452394,0.3333333333333333,0.2,0.5
2218,1003022,03022,Benasau,0.4909377700950734,0.8796888504753673,0.7499999999999999,0.2,0.16666666666666666
2219,0742106,42106,La Losilla,0.2907692307692308,0.9538461538461538,0.3333333333333333,0.0,0.0
2220,0333040,33040,Nava,0.40617890876171836,0.580894543808592,0.3333333333333333,0.2,0.5
2221,0333041,33041,Navia,0.4936939353513349,0.6578139921752256,0.3333333333333333,0.31065568458144877,0.6666666666666666
2222,0333042,33042,Noreña,0.4682792262802641,0.6179265440748976,0.3333333333333333,0.22346958732642286,0.6666666666666666
2223,0333043,33043,Onís,0.37614881110325793,0.5426782118948905,0.3333333333333333,0.5880658436213991,0.16666666666666666
2224,0333044,33044,Oviedo,0.6747140786768155,0.9562274133149451,0.29166666666666663,0.4798429800691329,1.0
2225,0333045,33045,Parres,0.47060623363635234,0.6473622339413988,0.3333333333333333,0.2056689342403628,0.6666666666666666
2226,0333046,33046,Peñamellera Alta,0.4017786366938635,0.5831119334693173,0.3333333333333333,0.17578125,0.5
2227,0333047,33047,Peñamellera Baja,0.2820807213734342,0.6380563399861421,0.3333333333333333,0.27234726688102895,0.0
2228,0333048,33048,Pesoz,0.25515156332313604,0.5757578166156803,0.3333333333333333,0.2,0.0
2229,0333049,33049,Piloña,0.46386585782167544,0.5927355239660235,0.3333333333333333,0.2265937651423537,0.6666666666666666
2230,0333050,33050,Ponga,0.6189321700663554,0.5196608503317769,0.9166666666666665,0.2,0.6666666666666666
2231,0333051,33051,Pravia,0.462723186366479,0.6136159318323952,0.3333333333333333,0.2,0.6666666666666666
2232,1110001,10001,Abadía,0.5323076923076923,0.9615384615384615,0.3333333333333333,0.2,0.6666666666666666
2233,0333052,33052,Proaza,0.3656939176251052,0.528469588125526,0.3333333333333333,0.8,0.0
2234,0333053,33053,Quirós,0.43085328982501436,0.6060062999949973,0.3333333333333333,0.2982601491300746,0.5
2235,1648031,48031,Elantxobe,0.3290321247462896,0.6079513214058667,0.3333333333333333,0.2872093023255814,0.16666666666666666
2236,0333054,33054,Las Regueras,0.4472577015726217,0.610476041160924,0.3333333333333333,0.37581246670218427,0.5
2237,0333055,33055,Ribadedeva,0.5456517079131626,0.9586529711203378,0.3333333333333333,0.2696055684454756,0.6666666666666666
2238,0333056,33056,Ribadesella,0.5697474479575475,0.6012521887852751,0.3333333333333333,0.24748505100246218,1.0
2239,1648032,48032,Elorrio,0.31038505647168174,0.5775449491605216,0.3333333333333333,0.22438033319788703,0.16666666666666666
2240,1648033,48033,Ereño,0.2988022861829407,0.5440114309147033,0.3333333333333333,0.2,0.16666666666666666
2241,1648034,48034,Ermua,0.6105318215941045,0.6222620463531454,0.3333333333333333,0.430397061617377,1.0
2242,1648035,48035,Fruiz,0.38704369881314254,0.5757294429708222,0.3333333333333333,0.10948905109489049,0.5
2243,1648036,48036,Galdakao,0.5838151026874985,0.9598998910731884,0.3333333333333333,0.4591756223643042,0.6666666666666666
2244,1648037,48037,Galdames,0.3625675377914228,0.6128376889571141,0.3333333333333333,0.7,0.0
2245,1648038,48038,Gamiz-Fika,0.42802487964263847,0.5816645283650359,0.3333333333333333,0.3084598698481562,0.5
2246,0333057,33057,Ribera De Arriba,0.5621499013612729,0.5959196850883743,0.3333333333333333,0.46482982171799025,0.8333333333333333
2247,0333058,33058,Riosa,0.41849735974466873,0.6424867987233434,0.3333333333333333,0.2,0.5
2248,0333059,33059,Salas,0.5836545578751471,0.8821719283671254,0.3333333333333333,0.2861008610086101,0.8333333333333333
2249,0333060,33060,San Martín Del Rey Aurelio,0.5100709512182733,0.6331188799343284,0.3333333333333333,0.417235876157038,0.6666666666666666
2250,0333061,33061,San Martín De Oscos,0.3263150490203262,0.43157524510163103,0.3333333333333333,0.2,0.3333333333333333
2251,0639048,39048,Penagos,0.5495843593154033,0.9457077744367953,0.3333333333333333,0.5522140221402213,0.5
2252,0639049,39049,Peñarrubia,0.3458764715368489,0.935042735042735,0.3333333333333333,0.2943396226415095,0.0
2253,0333062,33062,Santa Eulalia De Oscos,0.3472402823591503,0.4862014117957514,0.3333333333333333,0.0,0.5
2254,0333064,33064,Santo Adriano,0.3161319536542156,0.5092960652737957,0.3333333333333333,0.5713637029972823,0.0
2255,0333065,33065,Sariego,0.520021978021978,0.6501098901098901,0.3333333333333333,0.2,0.8333333333333333
2256,0333066,33066,Siero,0.6798125280468408,0.916517298426732,0.3333333333333333,0.48254534180747166,1.0
2257,0333063,33063,San Tirso De Abres,0.40615356499194,0.43756973426757584,0.3333333333333333,0.3431980906921241,0.5
2258,0333067,33067,Sobrescobio,0.47214722533636644,0.6107361266818323,0.3333333333333333,0.5,0.5
2259,0333068,33068,Somiedo,0.368747483056431,0.5622156761517204,0.3333333333333333,0.28152173913043477,0.3333333333333333
2260,1648051,48051,Lanestosa,0.24127551285766294,0.5914350355526825,0.3333333333333333,0.11494252873563215,0.0
2261,1648052,48052,Larrabetzu,0.5633155361723748,0.6165776808618745,0.3333333333333333,0.7,0.6666666666666666
2262,1648053,48053,Laukiz,0.36009953614224965,0.6129976807112485,0.29166666666666663,0.0,0.5
2263,0333069,33069,Soto Del Barco,0.35160963195686684,0.5924637441999185,0.3333333333333333,0.4155844155844156,0.16666666666666666
2264,0333070,33070,Tapia,0.4373867304218665,0.9369336521093323,0.3333333333333333,0.0,0.5
2265,1648090,48090,Balmaseda,0.5913169423118657,0.604137319061616,0.7499999999999999,0.2274473924977127,0.6666666666666666
2266,0407009,07009,Búger,0.8261828863281058,0.9505638781349941,0.9166666666666665,0.555350553505535,0.8333333333333333
2267,0333071,33071,Taramundi,0.5916082358565435,0.9080411792827174,0.3333333333333333,0.8,0.5
2268,1648908,48908,Murueta,0.29064840704674755,0.5674835213018492,0.3333333333333333,0.38575851393188854,0.0
2269,0333072,33072,Teverga,0.44680430563592405,0.6203851645432568,0.3333333333333333,0.11363636363636363,0.6666666666666666
2270,0333073,33073,Tineo,0.4685662286210692,0.6362348370367448,0.3333333333333333,0.2065963060686016,0.6666666666666666
2271,0333074,33074,Vegadeo,0.41428062871441507,0.6137383505214877,0.3333333333333333,0.20766479305058763,0.5
2272,0639055,39055,Potes,0.4795408413242809,0.9477042066214041,0.3333333333333333,0.2,0.5
2273,0333075,33075,Villanueva De Oscos,0.3801864801864801,0.7918414918414918,0.3333333333333333,0.10909090909090907,0.3333333333333333
2274,0333076,33076,Villaviciosa,0.5918812497610446,0.5957530855300075,0.3333333333333333,0.36365316327521613,1.0
2275,0333077,33077,Villayón,0.253206134612178,0.5660306730608902,0.3333333333333333,0.2,0.0
2276,0333078,33078,Yernes Y Tameza,0.3123387166112576,0.37731858305628796,0.3333333333333333,0.434375,0.16666666666666666
2277,0407001,07001,Alaró,0.8040465735148463,0.9400072971161235,0.9166666666666665,0.20522557045810833,1.0
2278,0407002,07002,Alaior,0.8510079108361963,0.9325561733642671,0.9166666666666665,0.4474833808167142,1.0
2279,0407003,07003,Alcúdia,0.795723414403181,0.8838867926105491,0.9166666666666665,0.4697302794053557,0.8333333333333333
2280,1003045,03045,Bolulla,0.505983863192711,0.6344967807522873,0.9166666666666665,0.27042253521126763,0.16666666666666666
2281,0407004,07004,Algaida,0.7723330263599439,0.9588127375180184,0.9166666666666665,0.5278523942817013,0.6666666666666666
2282,0407005,07005,Andratx,0.7548097127482948,0.9549728572338257,0.9166666666666665,0.44407570650764844,0.6666666666666666
2283,0407006,07006,Artà,0.74248228108528,0.6148663152460399,0.9166666666666665,0.22254509018036073,1.0
2284,0407007,07007,Banyalbufar,0.6071978021978022,0.910989010989011,0.9166666666666665,0.5,0.16666666666666666
2285,0407008,07008,Binissalem,0.8535199189953284,0.9588727821604532,0.9166666666666665,0.43372681281618886,1.0
2286,0639084,39084,Solórzano,0.3494487421111423,0.9399918021587648,0.3333333333333333,0.05725190839694655,0.16666666666666666
2287,0639085,39085,Suances,0.7118788333688663,0.9513008807818447,0.9166666666666665,0.48309328606248614,0.5
2288,1003023,03023,Beneixama,0.6557158183063228,0.9535790915316138,0.9166666666666665,0.2,0.5
2289,1003024,03024,Benejúzar,0.6083965798433445,0.9614813404417364,0.7499999999999999,0.20550155877498624,0.5
2290,0407012,07012,Campanet,0.8046548782832625,0.9370970441733915,0.9166666666666665,0.211177347242921,1.0
2291,0407013,07013,Campos,0.8412910135337328,0.8973194002726033,0.9166666666666665,0.4341356673960613,1.0
2292,0407014,07014,Capdepera,0.8712847829730506,0.9689520328357599,0.9166666666666665,0.5124718820294927,1.0
2293,0407015,07015,Ciutadella De Menorca,0.7890793411673529,0.5793333204982959,0.9166666666666665,0.49106338533846855,1.0
2294,0943057,43057,La Febró,0.32961538461538453,0.32307692307692304,0.7499999999999999,0.2,0.0
2295,0407010,07010,Bunyola,0.5697703983678513,0.9630093031935265,0.9166666666666665,0.5108426886457297,0.0
2296,0407011,07011,Calvià,0.8684613477661067,0.9526985591807573,0.9166666666666665,0.514608179649776,1.0
2297,0407016,07016,Consell,0.6632318235756007,0.9487363038313388,0.9166666666666665,0.2424228140466651,0.5
2298,0943065,43065,Garcia,0.43197926072897924,0.33489630364489653,0.9166666666666665,0.2,0.16666666666666666
2299,0407017,07017,Costitx,0.6748827229056402,0.9406391402714933,0.9166666666666665,0.30877447425670773,0.5
2300,0407018,07018,Deià,0.7228171031096562,0.9390855155482816,0.9166666666666665,0.3,0.6666666666666666
2301,0407019,07019,Escorca,0.6480769230769231,0.3153846153846154,0.9166666666666665,0.8,0.5
2302,0407020,07020,Esporles,0.6694692479400866,0.8873755703805521,0.9166666666666665,0.33497066931988084,0.5
2303,0407021,07021,Estellencs,0.6942307692307692,0.846153846153846,0.9166666666666665,0.5,0.5
2304,0407022,07022,Felanitx,0.8512227136121195,0.9563392892673803,0.9166666666666665,0.4247742787932174,1.0
2305,0407023,07023,Ferreries,0.7348293245501035,0.6374519080856167,0.9166666666666665,0.4116947146649011,0.8333333333333333
2306,0407024,07024,Formentera,0.7885502312052239,0.6190664959646232,0.9166666666666665,0.4486846600614964,1.0
2307,0943066,43066,Els Garidells,0.46115384615384614,0.9307692307692307,0.9166666666666665,0.0,0.0
2308,0943067,43067,Ginestar,0.646523590644856,0.9076179532242801,0.9166666666666665,0.2,0.5
2309,0943068,43068,Godall,0.5137409587971493,0.4937047939857468,0.7499999999999999,0.2,0.5
2310,0943069,43069,Gratallops,0.48337207621299155,0.591860381064958,0.9166666666666665,0.2,0.16666666666666666
2311,0407025,07025,Fornalutx,0.7399490778919653,0.9427805800756621,0.9166666666666665,0.6319648093841642,0.5
2312,0407026,07026,Eivissa,0.8036555956335589,0.976098901098901,0.9166666666666665,0.417179077068894,0.8333333333333333
2313,1648909,48909,Nabarniz,0.2734454516167309,0.6172272580836546,0.3333333333333333,0.0,0.16666666666666666
2314,1648910,48910,Iurreta,0.46255385567667273,0.5816004472145327,0.3333333333333333,0.4811688311688312,0.5
2315,1648911,48911,Ajangiz,0.3146153846153846,0.6230769230769231,0.3333333333333333,0.2,0.16666666666666666
2316,0407027,07027,Inca,0.7501362977555435,0.9685653172779846,0.9166666666666665,0.40711617149973317,0.6666666666666666
2317,0407028,07028,Lloret De Vistalegre,0.6664993164154411,0.9460631349782294,0.9166666666666665,0.2614334470989761,0.5
2318,1648912,48912,Alonsotegi,0.5183283013574894,0.5693588980917952,0.3333333333333333,0.5222826086956522,0.6666666666666666
2319,1648913,48913,Zierbena,0.5614462069423242,0.6072310347116213,0.3333333333333333,0.7,0.6666666666666666
2320,1648914,48914,Arratzu,0.3487380801017165,0.5936904005085823,0.3333333333333333,0.4,0.16666666666666666
2321,1648915,48915,Ziortza-Bolibar,0.24951831837592073,0.6016061904197497,0.3333333333333333,0.145985401459854,0.0
2322,0407029,07029,Lloseta,0.8482676923076922,0.9615384615384615,0.9166666666666665,0.40480000000000005,1.0
2323,0407030,07030,Llubí,0.5544022884391833,0.9218542094915135,0.9166666666666665,0.2251572327044025,0.16666666666666666
2324,0407031,07031,Llucmajor,0.8581292411189683,0.9434402616852564,0.9166666666666665,0.4722059439095856,1.0
2325,0407032,07032,Maó,0.7384687259602669,0.5943163798182389,0.9166666666666665,0.47302724998309553,0.8333333333333333
2326,0407033,07033,Manacor,0.7546169617625521,0.937829056620121,0.9166666666666665,0.46025575219263987,0.6666666666666666
2327,0407034,07034,Mancor De La Vall,0.696065364044455,0.9450017724211273,0.9166666666666665,0.41032504780114726,0.5
2328,0407036,07036,Marratxí,0.6919789231034809,0.6324921857131965,0.9166666666666665,0.4524024298042078,0.6666666666666666
2329,0407037,07037,Es Mercadal,0.7793210127937049,0.6061784659153079,0.9166666666666665,0.41542659805321647,1.0
2330,1726001,26001,Ábalos,0.3376178660049628,0.9461538461538461,0.3333333333333333,0.24193548387096772,0.0
2331,0407056,07056,Santa María Del Camí,0.894160540547321,0.9200600625341273,0.9166666666666665,0.6757426402024778,1.0
2332,0407057,07057,Santanyí,0.7596402438915807,0.9016650016650015,0.9166666666666665,0.5215362177929023,0.6666666666666666
2333,0407038,07038,Montuïri,0.8545900027152009,0.9590773216420885,0.9166666666666665,0.4388726919339164,1.0
2334,0407039,07039,Muro,0.8085523178371408,0.6080809504631493,0.9166666666666665,0.5596806387225549,1.0
2335,0407040,07040,Palma,0.8543260185521742,0.9830867320687787,0.8749999999999999,0.4760433606920923,1.0
2336,1003027,03027,Beniardà,0.4529192938209332,0.9395964691046659,0.7499999999999999,0.2,0.0
2337,0407041,07041,Petra,0.7243580799536604,0.947715102542411,0.9166666666666665,0.29907529722589166,0.6666666666666666
2338,0407042,07042,Pollença,0.7659524361912173,0.9557581147176523,0.9166666666666665,0.4990040662384348,0.6666666666666666
2339,0740005,40005,Alconada De Maderuelo,0.27076923076923076,0.6538461538461539,0.3333333333333333,0.2,0.0
2340,0407043,07043,Porreres,0.7001781112302519,0.9530116614956671,0.9166666666666665,0.42287889465559236,0.5
2341,1003028,03028,Beniarrés,0.606700832149381,0.9585041607469048,0.7499999999999999,0.2,0.5
2342,1003029,03029,Benigembla,0.5864333492594362,0.9200549450549451,0.9999999999999999,0.26211180124223604,0.16666666666666666
2343,0407044,07044,Sa Pobla,0.8036532183386076,0.9608289836414268,0.9166666666666665,0.43243710805161106,0.8333333333333333
2344,1003030,03030,Benidoleig,0.6659930938508091,0.9535074932677672,0.9166666666666665,0.2514579759862779,0.5
2345,1003031,03031,Benidorm,0.8634372231033103,0.9410547170385859,0.9166666666666665,0.5011313984779652,1.0
2346,0407045,07045,Puigpunyent,0.5768509287802535,0.9571642209552295,0.9166666666666665,0.30209042294603794,0.16666666666666666
2347,0407046,07046,Sant Antoni De Portmany,0.8590002047987662,0.9196518234792197,0.9166666666666665,0.5003492005146113,1.0
2348,1003032,03032,Benifallim,0.44657215047725995,0.9078607523862998,0.7499999999999999,0.2,0.0
2349,0407047,07047,Sencelles,0.80127636237657,0.958879441726157,0.9166666666666665,0.4225023701566928,0.8333333333333333
2350,0407048,07048,Sant Josep De Sa Talaia,0.7625312246536373,0.8956016337102524,0.9166666666666665,0.5420544895579349,0.6666666666666666
2351,1003033,03033,Benifato,0.38876923076923076,0.8188461538461539,0.7499999999999999,0.0,0.0
2352,1003034,03034,Benijófar,0.6757999442799958,0.9609437478820738,0.6666666666666666,0.4180559735179055,0.6666666666666666
2353,0407049,07049,Sant Joan,0.6984477722128379,0.93977890683078,0.9166666666666665,0.4274599542334096,0.5
2354,0407050,07050,Sant Joan De Labritja,0.5132840682848279,0.9581686458702587,0.3333333333333333,0.3582516955538809,0.5
2355,0407051,07051,Sant Llorenç Des Cardassar,0.820812134754532,0.9422893733242295,0.9166666666666665,0.7867713004484306,0.6666666666666666
2356,0407052,07052,Sant Lluís,0.792978713723011,0.6070085896998302,0.9166666666666665,0.4828849789152247,1.0
2357,0407053,07053,Santa Eugènia,0.7364025909914184,0.9454447516299997,0.9166666666666665,0.6115682033270922,0.5
2358,0407054,07054,Santa Eulària Des Riu,0.6878541858847955,0.953102789157231,0.3333333333333333,0.4861681402667466,1.0
2359,0407055,07055,Santa Margalida,0.6993327371198156,0.8847207859358841,0.9166666666666665,0.48694289966319415,0.5
2360,0407058,07058,Selva,0.747212626158879,0.634766475438118,0.9166666666666665,0.47629665535627724,0.8333333333333333
2361,0407059,07059,Ses Salines,0.7180381187767916,0.6212929078533264,0.9166666666666665,0.5938976860306321,0.6666666666666666
2362,0407060,07060,Sineu,0.507810605484463,0.9494969866654013,0.9166666666666665,0.2145560407569141,0.0
2363,0407061,07061,Sóller,0.8203229978785476,0.9610532434869263,0.9166666666666665,0.265561745905812,1.0
2364,0407062,07062,Son Servera,0.7750973526634608,0.9560000713020951,0.9166666666666665,0.544486692015209,0.6666666666666666
2365,0407063,07063,Valldemossa,0.7373742475864465,0.9652013064924676,0.9166666666666665,0.596669931439765,0.5
2366,0407064,07064,Es Castell,0.6326268618623626,0.6182139905867136,0.9166666666666665,0.4199203187250996,0.5
2367,0407901,07901,Ariany,0.6608493099062603,0.94580173347779,0.9166666666666665,0.2334448160535117,0.5
2368,0407902,07902,Es Migjorn Gran,0.540556831228473,0.617784156142365,0.9166666666666665,0.46,0.16666666666666666
2369,0535001,35001,Agaete,0.6534150534713922,0.934667453485143,0.7916666666666666,0.3949078138718174,0.5
2370,0535002,35002,Agüimes,0.6518518697423785,0.6269065220493791,0.7916666666666666,0.44485282666251363,0.6666666666666666
2371,0535003,35003,Antigua,0.5897831597419528,0.944172193922156,0.20833333333333331,0.44224360478760855,0.8333333333333333
2372,0535004,35004,Arrecife,0.7975575072188869,0.9610985040464318,0.875,0.46418903204800227,0.8333333333333333
2373,0535005,35005,Artenara,0.6305981733818501,0.9294488018996905,0.7916666666666666,0.2860420650095602,0.5
2374,0535006,35006,Arucas,0.8354851999586681,0.9747060698595141,0.7916666666666666,0.5152199299338264,1.0
2375,0535007,35007,Betancuria,0.6676747230417538,0.9183933002481389,0.875,0.35748031496062993,0.5
2376,0535008,35008,Firgas,0.6987436308723697,0.9605572998430141,0.7916666666666666,0.595660854518834,0.5
2377,0535009,35009,Gáldar,0.6915367692790796,0.9426025746718245,0.7916666666666666,0.3275812717235739,0.6666666666666666
2378,0535010,35010,Haría,0.5547204307383953,0.6012466084916037,0.7916666666666666,0.2348555452003728,0.5
2379,0535011,35011,Ingenio,0.66391101440129,0.9528895813676317,0.7916666666666666,0.42916549063881837,0.5
2380,0535012,35012,Mogán,0.6913661660635879,0.9424593545256006,0.7916666666666666,0.3268714757923391,0.6666666666666666
2381,0535013,35013,Moya,0.7193903175244586,0.9339058197172756,0.7916666666666666,0.7255457679050172,0.5
2382,0535014,35014,La Oliva,0.7387262957670266,0.9314339853174151,0.875,0.44969749351771826,0.6666666666666666
2383,0535015,35015,Pájara,0.7757694386341756,0.95426239256176,0.625,0.4870848006091178,1.0
2384,0535016,35016,Las Palmas De Gran Canaria,0.720628653035974,0.9677922055641046,0.7916666666666666,0.4478510596157655,0.6666666666666666
2385,0535017,35017,Puerto Del Rosario,0.5636002612970045,0.6335788922793073,0.625,0.49692241420571487,0.5
2386,1726013,26013,Anguciana,0.3807692307692308,0.9538461538461538,0.3333333333333333,0.2,0.16666666666666666
2387,0740047,40047,Castro De Fuentidueña,0.23076923076923078,0.6538461538461539,0.3333333333333333,0.0,0.0
2388,0535018,35018,San Bartolomé,0.592688656277522,0.9458483081480253,0.20833333333333331,0.4550949732395844,0.8333333333333333
2389,0535019,35019,San Bartolomé De Tirajana,0.7224244958851036,0.936995750446511,0.7916666666666666,0.4876267289790073,0.6666666666666666
2390,0535020,35020,La Aldea De San Nicolás,0.6524315083761238,0.9450407244245252,0.7916666666666666,0.37961681745609366,0.5
2391,0535021,35021,Santa Brígida,0.6989165262774364,0.9627966828710322,0.7916666666666666,0.3442859485161502,0.6666666666666666
2392,0535022,35022,Santa Lucía De Tirajana,0.6623783186142994,0.951149371060705,0.7916666666666666,0.4232422220107919,0.5
2393,0535023,35023,Santa María De Guía De Gran Canaria,0.47959035021641916,0.9494521836392291,0.20833333333333331,0.38599956744286645,0.5
2394,0535024,35024,Teguise,0.442851954233615,0.6054223297516544,0.20833333333333331,0.29633744141642077,0.6666666666666666
2395,0535025,35025,Tejeda,0.5735258298402629,0.9301291492013142,0.7916666666666666,0.5,0.16666666666666666
2396,0535026,35026,Telde,0.817883309183288,0.9622158579657929,0.7916666666666666,0.4397006879506466,1.0
2397,0535027,35027,Teror,0.5963490522300242,0.9234125874125874,0.7916666666666666,0.6208326737375337,0.16666666666666666
2398,0535028,35028,Tías,0.7768477500817532,0.927032967032967,0.7916666666666666,0.5197057833757992,0.8333333333333333
2399,0535029,35029,Tinajo,0.41111174708087395,0.958112248666352,0.20833333333333331,0.5349464867380177,0.16666666666666666
2400,0535030,35030,Tuineje,0.720517141369012,0.5937804782129935,0.875,0.4463052286320664,0.8333333333333333
2401,0535031,35031,Valsequillo De Gran Canaria,0.5512456995323399,0.9588478751931429,0.7916666666666666,0.3598806224685568,0.16666666666666666
2402,0535032,35032,Valleseco,0.6676228362507381,0.936895481200414,0.7916666666666666,0.46371870005327653,0.5
2403,0535033,35033,Vega De San Mateo,0.7275679059963325,0.9403329897592949,0.7916666666666666,0.5100065402223676,0.6666666666666666
2404,0535034,35034,Yaiza,0.852813634064322,0.9384739840696217,0.875,0.513094186251988,1.0
2405,0538001,38001,Adeje,0.8344056718068715,0.9620241011392966,0.7916666666666666,0.5225042578950608,1.0
2406,0538002,38002,Agulo,0.4539226191032452,0.6048155522951163,0.7916666666666666,0.2272975432211101,0.16666666666666666
