CMUN,TOURISM_HOUSES_PER_CAPITA_2022
18146,0.00586756077116513
18148,0.011846001974333662
18149,0.002654372729812797
18152,0.0
18154,0.0068143100511073255
18158,0.0008135869012508898
18159,0.0
18162,0.008438818565400843
18165,0.0
18167,0.00131521262604121
18168,0.0030211480362537764
18170,0.03598971722365039
18173,0.021693378662781284
18175,0.0002656571694228598
18176,0.011583011583011582
18178,0.0
18049,0.007987220447284345
18068,0.0037400654511453952
18082,0.021524663677130046
18093,0.006449012494961709
18102,0.001491498458784926
18112,0.0
21028,0.0
21031,0.003032600454890068
21033,0.008298755186721992
21035,0.00031743512419649236
21036,0.0
21040,0.002038216560509554
21042,0.012199158352640786
21045,0.011029411764705883
21048,0.004901960784313725
21050,0.0009295408068414204
21052,0.000195160031225605
21054,9.317927692881103e-05
21056,0.0
21059,0.014234875444839857
21061,0.0001301913813305559
21063,0.0005296610169491525
21065,0.024324324324324326
21067,0.0020408163265306124
21069,0.0
21072,0.00039261876717707107
21075,0.0
21076,0.0010567101091933778
21001,0.008717310087173101
21002,0.0010134045787461422
21003,0.0
21004,0.003357582540570789
21005,0.00641133794499747
21006,0.0
21007,0.003698680803846628
21008,0.0009852216748768472
21009,0.0010395010395010396
21010,0.03691904047976012
21011,0.00045662100456621003
21012,0.003246753246753247
21013,0.00013948946854512484
21014,0.0003439972480220158
21015,0.0
21016,0.00432152117545376
21017,0.0
21018,0.0005037783375314861
21019,0.0
21020,0.005025125628140704
21021,0.01014650564244704
21022,0.008771929824561403
21023,0.0
21024,0.0017761989342806395
21025,0.0021598272138228943
21026,0.009868421052631578
21027,0.0
21029,0.002326934264107039
21030,0.0
21032,0.0
21034,0.0007272727272727272
21037,0.0
21038,0.008533747090768037
21039,0.0029585798816568047
21041,0.0007908264136022143
21043,0.0008900756564307966
21044,0.006349321529642261
21046,0.00032351989647363315
21047,0.0
21049,0.0
21053,0.0007242877836793819
21055,0.003018733907484684
21057,0.0
21058,0.0
21060,0.010336081166772353
21064,0.00010654165778819518
21066,0.0
21068,0.0
21070,0.0
21071,0.008547008547008548
21073,0.0017605633802816902
21074,0.000906070673512534
21077,0.0
21078,0.0
21051,0.0
21062,0.001189767995240928
21079,0.0037974683544303796
23001,0.0010090817356205853
23004,0.008146639511201629
23007,0.00028336639274582036
23010,0.00011455409817286213
23011,0.0030911901081916537
23096,0.0
23099,0.00016353229762878168
23901,0.000757002271006813
23903,0.0
23904,0.008489564909798374
23012,0.0017671313567641862
23014,0.00066711140760507
23015,0.0
23016,0.0022675736961451248
23017,0.0011210762331838565
23018,0.0030557677616501145
23019,0.0
23020,0.0
23021,0.0
23024,0.0
23026,0.0004972650422675286
23027,0.0
23028,0.011537392271337226
23029,0.0
23030,0.0007194244604316547
23032,0.0
23033,0.0031269543464665416
23034,0.0
23035,0.0
23037,0.0
23038,0.0015748031496062992
23039,0.002568807339449541
23040,0.0006108735491753207
23041,0.0033222591362126247
23042,0.019337016574585635
23043,0.0049586776859504135
23044,0.0005288207297726071
23045,0.0
23046,0.00035612535612535614
23047,0.04593453009503696
23048,0.00437636761487965
23049,0.0
23050,0.0008705876017555354
23051,0.0
23052,0.0023885350318471337
23053,0.0
23054,0.002127659574468085
23055,0.000360224059364925
23056,0.0
23057,0.0
23058,0.0006198530062870805
23059,0.00014956625785222854
23060,0.0007433102081268583
23061,0.0
23062,0.0
23063,0.0
23064,0.0
23065,0.002871912693854107
23066,0.00018821757952192734
23067,0.00209570380719525
23069,0.0004910787362907187
23070,0.005004351610095736
23071,0.00046425255338904364
23072,0.001347103726986978
23073,0.0021330230754314523
23074,0.0005701254275940707
23075,0.0015503875968992248
23076,0.00563063063063063
23077,0.001488095238095238
23079,0.0008974646623289208
23080,0.001890359168241966
23081,0.007891770011273957
23082,0.002331002331002331
23084,0.0009643201542912247
23085,0.0
23086,0.00014252120002850423
23087,0.0
23088,0.00014074595355383532
23090,0.0058997050147492625
23091,0.002628120893561104
23092,0.003006632277081798
23093,0.0
23094,0.0
23095,0.0012408132098883269
23097,0.0003819709702062643
23098,0.0
23101,0.0
23902,0.0003766478342749529
23002,0.0008376768428890543
23003,0.0004803073967339097
23005,0.0006382860631625687
23006,0.0007395082270290257
23008,0.0
23009,0.002926767194757269
23025,0.0
23031,0.0
23905,0.0
29067,0.010412092862153477
29090,0.007695789950203712
29091,0.04407013083320091
29092,0.012430939226519336
29093,0.008183306055646482
29094,0.009815469179426776
29095,0.0012183235867446393
29096,0.006224066390041493
29097,0.0031734179578122084
29098,0.002779708130646282
29099,0.024114173228346455
29100,0.003485535029627048
29901,0.0303146811782799
29085,0.08571428571428572
29086,0.04066073697585769
29087,0.016863406408094434
29088,0.001184834123222749
29089,0.00026838432635534085
29004,0.008403361344537815
29006,0.007290400972053463
29007,0.005060362900310851
29011,0.013326365299189966
29013,0.012506012506012507
29015,0.0026304893197262344
29018,0.013567438148443736
29020,0.007425742574257425
29022,0.059574468085106386
29024,0.020594965675057208
29026,0.005851755526657998
29029,0.013636363636363636
29031,0.0016602102933038186
29033,0.03001765744555621
29035,0.000628140703517588
29038,0.0020443178914321177
29040,0.01248992747784045
29043,0.0043821209465381246
29045,0.04505005561735261
29046,0.010350584307178631
29049,0.0005605381165919282
29053,0.08013719987527285
29055,0.005202526941657376
29059,0.0018181818181818182
29061,0.021178027796161483
29063,0.020833333333333332
29066,0.005870841487279843
29068,0.057436445711570444
29069,0.04080449579201506
29070,0.04010707635009311
29071,0.005568814638027049
29072,0.0007500468779298706
29073,0.010917030567685589
29074,0.03301384451544196
29075,0.09640750155882777
29076,0.0376051459673429
29077,0.0
29079,0.014397496087636933
29080,0.002322144817394976
29081,0.006802721088435374
29082,0.010742989998596998
29083,0.005484460694698354
29084,0.015629678423857717
29001,0.0001859427296392711
29002,0.02176696542893726
29003,0.003787878787878788
29005,0.018589059881151913
29008,0.009119838559453586
29009,0.010828370330265295
29010,0.0005125576627370579
29012,0.011576336164774863
29014,0.0
29016,0.03626943005181347
29017,0.0035908865775136204
29019,0.037783375314861464
29021,0.03260869565217391
29023,0.09186252211271165
29025,0.04490347046655941
29027,0.0019907100199071004
29028,0.009497964721845319
29030,0.012127894156560088
29032,0.0006019744762822056
29034,0.0412621359223301
29036,0.008310249307479225
29037,0.012658227848101266
29039,0.0062061521856449
29041,0.07137964104671873
29042,0.00466130687649675
29044,0.026555386949924126
29047,0.0007363770250368188
29048,0.004380475594493116
29050,0.021630615640599003
29051,0.037508447848614554
29052,0.0391304347826087
29054,0.025226509963979692
29056,0.04396984924623116
29057,0.0291005291005291
29058,0.01031852848811126
29060,0.005369127516778523
29062,0.00546448087431694
29064,0.034358047016274866
29065,0.06751054852320675
29902,0.010119595216191352
41020,0.00018400392541707556
41024,0.001961864115096028
41025,0.0
41028,0.0
41030,0.001584786053882726
41031,0.006756756756756757
41036,0.002784918594687232
41038,0.00045773348098929493
41041,0.0007262164124909223
41042,0.0002803083391730904
41046,0.0008090614886731392
41048,0.0011705033164260631
41051,0.0
41054,0.0
41056,0.0002183406113537118
41058,0.0005049867440979674
41060,0.0018714909544603868
41062,0.0
41065,0.0002920134326179004
41066,0.0006493506493506494
41070,0.000778816199376947
41073,0.003937007874015748
41077,0.0004621072088724584
41079,0.0002538500592316805
41081,0.0002318034306907742
41082,0.00023713540431586437
41086,0.0011331701568307497
41088,0.00819672131147541
41093,0.0011042315731356234
41095,0.0004114178241874498
41096,0.004584235324079969
41098,0.0012048192771084338
41100,0.005581395348837209
41102,0.00010390689941812137
41902,0.0
41001,0.0004957858205255329
41002,0.0035356511490866236
41003,0.0
41004,0.0006441656042407569
41005,0.0008139345596614033
41006,0.00029877502240812666
41007,0.0007909948281107393
41008,0.0008084074373484236
41009,0.0
41010,0.0006351222610352493
41011,0.00031084861672365556
41012,0.002428792227864871
41013,0.00016466326362588507
41014,0.0006457862447529867
41015,0.00013723068478111705
41016,0.0011877569666514391
41017,0.001384794067720897
41018,0.0
41019,0.00014545454545454546
41021,0.0007258737705513011
41022,0.0009678668215253581
41023,0.00018779342723004695
41026,0.0003723701359150996
41027,0.0019743336623889436
41029,0.0010420284821118443
41032,0.005069708491761723
41033,0.004449007529089665
41034,0.0002279907500895678
41035,0.0
41037,0.00025150905432595576
41039,0.00045344619105199517
41040,0.0015165876777251184
41043,0.0049261083743842365
41044,0.0013575099389120527
41045,0.0005187394631046557
41047,0.0003703978072449811
41049,0.0017663773903694032
41050,0.0
41052,0.0012933264355923435
41053,0.0003270705382127412
41055,0.0002694981943620978
41057,0.0
41059,0.001369306146900875
41061,0.0
41063,0.0
41064,0.0011404133998574484
41067,0.00042485395645246946
41068,0.0004588471465443074
41069,0.0002859891324129683
41071,0.00043642711667151585
41072,0.0001968503937007874
41074,0.0030194894317869887
41075,0.00021754894851341551
41076,0.0019193857965451055
41078,0.002003338898163606
41080,0.002638522427440633
41083,0.006433166547533953
41084,0.0002958579881656805
41085,0.0005330490405117271
41087,0.0017195672422440353
41089,0.00047551117451260106
41090,0.0
41091,0.007314052082059953
41092,0.00021003990758244065
41094,0.0005506607929515419
41097,0.0004432624113475177
41099,0.0004088307440719542
41101,0.00038545547989207247
41901,0.0
41903,0.0003474232773595831
22186,0.0045045045045045045
22187,0.03875968992248062
22190,0.05389221556886228
22197,0.0
22200,0.0858085808580858
22202,0.02564102564102564
22204,0.1551839464882943
22206,0.0
22207,0.05405405405405406
22212,0.0
22217,0.0
22218,0.0
22225,0.0002955956251847473
22228,0.0
22230,0.0912280701754386
22232,0.0
22234,0.0009267840593141798
22236,0.004
22243,0.0
22246,0.013513513513513514
22251,0.0
22254,0.0005586592178770949
22902,0.016
22904,0.0077777777777777776
22906,0.0049261083743842365
22909,0.0
22003,0.13089005235602094
22007,0.0009225092250922509
22011,0.0
22013,0.0
22015,0.0
22018,0.0
22020,0.0
22022,0.0
22025,0.0
22032,0.017699115044247787
22037,0.026143790849673203
22040,0.005681818181818182
22167,0.0
22172,0.0
22173,0.011764705882352941
22175,0.017699115044247787
22182,0.04
22041,0.0
22042,0.0
22043,0.0
22044,0.003816793893129771
22045,0.0
22046,0.0
22047,0.0
22048,0.001296711069197218
22049,0.0
22050,0.0
22051,0.05660377358490566
22052,0.0
22053,0.004420866489832007
22054,0.1167192429022082
22055,0.0031746031746031746
22057,0.04158004158004158
22058,0.06172839506172839
22059,0.0680796403339756
22060,0.0
22061,0.0005086987486010784
22062,0.06285714285714286
22063,0.025906735751295335
22064,0.0
22066,0.02530459231490159
22067,0.07954545454545454
22068,0.04878048780487805
22069,0.047787610619469026
22072,0.020942408376963352
22074,0.01991150442477876
22075,0.0
22076,0.008771929824561403
22077,0.0
22078,0.08514190317195326
22079,0.0
22080,0.0
22081,0.013888888888888888
22082,0.0
22083,0.0020161290322580645
22084,0.030534351145038167
22085,0.0
22086,0.07929515418502203
22087,0.01282051282051282
22088,0.0
22089,0.003076923076923077
22090,0.01694915254237288
22094,0.0
22095,0.04819277108433735
22096,0.0
22099,0.0
22102,0.0
22103,0.0024906600249066002
22105,0.0
22106,0.1
22107,0.038834951456310676
22109,0.07225433526011561
22111,0.02531645569620253
22112,0.00033685912551371016
22114,0.03759398496240601
22115,0.005089058524173028
22116,0.0
22117,0.008828722778104767
22119,0.0
22122,0.058823529411764705
22125,0.0007409377612280568
22126,0.008771929824561403
22127,0.0
22129,0.06967213114754098
22130,0.020037423982535475
22131,0.031914893617021274
22135,0.010309278350515464
22136,0.0
22137,0.0016877637130801688
22139,0.0
22141,0.0
22143,0.13636363636363635
22144,0.04152249134948097
22149,0.002898550724637681
22150,0.005199306759098787
22151,0.0
22155,0.0
22156,0.0
22157,0.023255813953488372
22158,0.00028895053166897827
22160,0.01937984496124031
22162,0.0
22163,0.0017006802721088435
22164,0.0
22165,0.0
22168,0.14285714285714285
22170,0.1623529411764706
22174,0.0
22176,0.0
22177,0.009259259259259259
22178,0.0
22181,0.0
22184,0.0
22188,0.0
22189,0.047619047619047616
22193,0.0
22195,0.0
22199,0.01377084454007531
22201,0.0032679738562091504
22203,0.01
22205,0.0
22208,0.012244897959183673
22209,0.02577319587628866
22213,0.000481811611659841
22214,0.03305785123966942
22215,0.03821656050955414
22220,0.0
22221,0.09016393442622951
22222,0.0014084507042253522
22223,0.03225806451612903
22226,0.0
22227,0.039647577092511016
22229,0.128
22233,0.010638297872340425
22235,0.0
22239,0.0
22242,0.0
22244,0.11627906976744186
22245,0.0
22248,0.0
22249,0.11695906432748537
22250,0.1431297709923664
22252,0.02631578947368421
22253,0.05
22901,0.008557457212713936
22903,0.0012674271229404308
22905,0.0
22907,0.03307223672758921
22908,0.004273504273504274
22001,0.007380073800738007
22002,0.0
22004,0.02158273381294964
22008,0.0
22009,0.005813953488372093
22012,0.0
22016,0.0015923566878980893
22017,0.0
22019,0.0
22021,0.0
22023,0.0
22024,0.1301775147928994
22027,0.005376344086021506
22028,0.015706806282722512
22029,0.0
22035,0.05642633228840126
22036,0.0
22039,0.00881488736532811
22110,0.0011876484560570072
22113,0.03459637561779242
22124,0.0
22128,0.0
22133,0.006493506493506494
22142,0.0
22006,0.11076923076923077
22014,0.0
44216,0.003240569658034623
44002,0.0
44005,0.013157894736842105
44008,0.0020222446916076846
44012,0.07102272727272728
44016,0.004140786749482402
44019,0.0
44021,0.0
44023,0.0
44026,0.0
44109,0.0
44112,0.0
44113,0.013422818791946308
44117,0.036939313984168866
44120,0.015810276679841896
44123,0.0
44125,0.0
44127,0.0
44128,0.0
44133,0.0
44137,0.017699115044247787
44142,0.0
44144,0.0
44146,0.011673151750972763
44148,0.0
44151,0.0
44152,0.0
44156,0.0196078431372549
44158,0.02098360655737705
44161,0.0
44163,0.027972027972027972
44169,0.006097560975609756
44173,0.0
44174,0.015384615384615385
44178,0.0
44181,0.011764705882352941
44182,0.0
44187,0.004347826086956522
44191,0.011098779134295227
44193,0.03278688524590164
44196,0.0
44198,0.0
44200,0.0
44204,0.0
44205,0.0
44207,0.0
44210,0.0008613264427217916
44211,0.0
44217,0.0
44220,0.0
44222,0.0
44225,0.05
44227,0.0
44229,0.0058823529411764705
44232,0.0021321961620469083
44235,0.0
44238,0.0
44240,0.010869565217391304
44243,0.0
44245,0.0
44247,0.002932551319648094
44250,0.0
44252,0.0
44256,0.0
44262,0.022857142857142857
44266,0.0
44267,0.0
44001,0.0
44003,0.058823529411764705
44004,0.003663003663003663
44006,0.0
44007,0.0
44009,0.05340314136125655
44010,0.01718213058419244
44011,0.0
44013,0.002476190476190476
44014,0.0
44017,0.0
44018,0.0
44020,0.0
44022,0.0034662045060658577
44024,0.0
44025,0.00013770311209033325
44027,0.0
44028,0.0
44029,0.0014814814814814814
44031,0.0
44032,0.0
44033,0.0
44034,0.0
44035,0.0
44036,0.0
44037,0.05545286506469501
44038,0.0
44039,0.004484304932735426
44040,0.004273504273504274
44041,0.0
44042,0.0
44043,0.0
44044,0.0
44045,0.04895104895104895
44046,0.0
44047,0.0
44048,0.0
44049,0.01037344398340249
44050,0.0011251125112511251
44051,0.0008066684592632429
44052,0.0
44053,0.0
44054,0.09565217391304348
44055,0.0
44056,0.0015822784810126582
44059,0.0
44060,0.0
44061,0.009900990099009901
44062,0.02702702702702703
44063,0.0
44064,0.014285714285714285
44065,0.019230769230769232
44066,0.0
44067,0.0
44068,0.0038560411311053984
44070,0.0
44071,0.014903129657228018
44074,0.0049261083743842365
44075,0.0
44076,0.0019387359441644049
44077,0.012048192771084338
44080,0.00946372239747634
44082,0.0
44084,0.0
44085,0.0
44086,0.012681159420289856
44087,0.04597701149425287
44088,0.0
44089,0.019230769230769232
44090,0.0
44092,0.0
44093,0.0
44094,0.0072992700729927005
44096,0.022598870056497175
44097,0.0
44099,0.0
44100,0.014563106796116505
44101,0.0
44102,0.0
44103,0.025806451612903226
44105,0.0
44106,0.01020408163265306
44107,0.003861003861003861
44108,0.002207505518763797
44110,0.0
44111,0.0
44114,0.06802721088435375
44115,0.0
44116,0.0
44118,0.0049504950495049506
44119,0.0
44121,0.0958904109589041
44122,0.0012012012012012011
44124,0.0
44126,0.002457002457002457
44129,0.0
44130,0.0
44131,0.0
44132,0.0
44135,0.0
44136,0.0
44138,0.00819672131147541
44141,0.0189873417721519
44143,0.0037735849056603774
44145,0.0
44147,0.0019880715705765406
44149,0.00909090909090909
44150,0.0
44153,0.0004106776180698152
44154,0.0031545741324921135
44155,0.0016168148746968471
44157,0.0
44159,0.03773584905660377
44160,0.005802707930367505
44164,0.03571428571428571
44165,0.010471204188481676
44167,0.0
44168,0.0
44171,0.03018867924528302
44172,0.0
44175,0.0
44176,0.0
44177,0.0
44179,0.0066518847006651885
44180,0.0
44183,0.0
44184,0.0
44185,0.0
44189,0.0
44190,0.0
44192,0.006756756756756757
44194,0.006944444444444444
44195,0.010869565217391304
44197,0.0
44199,0.0
44201,0.02593192868719611
44203,0.0
44206,0.021897810218978103
44208,0.0
44209,0.0
44212,0.0
44213,0.0
44215,0.006172839506172839
44218,0.04
44219,0.0
44221,0.0
44223,0.0
44224,0.0
44226,0.0070921985815602835
44228,0.0
44230,0.0
44231,0.0
44234,0.0
44236,0.07692307692307693
44237,0.006880733944954129
44239,0.041666666666666664
44241,0.005119453924914676
44244,0.13253012048192772
44246,0.01077943615257048
44249,0.02564102564102564
44251,0.0
44257,0.0
44258,0.0
44261,0.0
44263,0.007326007326007326
44264,0.012232415902140673
44265,0.0
44268,0.0
44260,0.0
50297,0.000952325769697618
50038,0.003569303985722784
50040,0.0
50042,0.0
50045,0.0
50046,0.0
50051,0.0011074197120708748
50053,0.0012836970474967907
50056,0.002150537634408602
50057,0.0
50237,0.03787878787878788
50240,0.0
50242,0.0
50244,0.0
50247,0.0018066847335140017
50248,0.0035778175313059034
50253,0.0
50255,0.013215859030837005
50256,0.0
50259,0.0
50261,0.004166666666666667
50263,0.0
50266,0.0
50268,0.0
50272,0.00016127298139984947
50273,0.0
50275,0.0
50277,0.0
50279,0.0
50281,0.0
50283,0.0
50285,0.0
50287,0.0
50288,0.0002133560913164071
50291,0.0
50293,0.0
50295,0.0
50298,0.00023242300987797793
50902,0.0
50002,0.0
50004,0.001607717041800643
50007,0.0
50009,0.0
50010,0.0
50014,0.0457516339869281
50016,0.0
50020,0.014098690835850957
50022,0.0017889087656529517
50024,0.006811989100817439
50026,0.0
50028,0.0
50030,0.029411764705882353
50032,0.0
50035,0.0
50001,0.0
50003,0.0
50005,0.0
50006,0.0009615384615384616
50008,0.0004324012683770539
50011,0.007142857142857143
50012,0.0
50013,0.0040650406504065045
50015,0.0
50017,0.0
50018,0.0
50019,0.0
50021,0.0
50023,0.0
50025,0.00012822156686754713
50027,0.003937007874015748
50029,0.007451564828614009
50031,0.0
50033,0.013157894736842105
50034,0.0029239766081871343
50036,0.013888888888888888
50037,0.0
50039,0.003656307129798903
50041,0.0
50044,0.0
50047,0.0
50048,0.0
50050,0.0
50054,0.0196078431372549
50055,0.0012111425111021397
50058,0.0
50059,0.0
50060,0.0
50061,0.0
50062,0.0011815675462780622
50063,0.0
50064,0.0
50065,0.0
50066,0.00023142791020597085
50067,0.001139483089035065
50068,0.0
50069,0.0
50070,0.03125
50071,0.0
50072,0.0
50073,0.0005973715651135006
50074,0.0013772749631087064
50075,0.0
50076,0.011904761904761904
50077,0.0
50078,0.0
50079,0.0
50080,0.02702702702702703
50081,0.006932409012131715
50082,0.0
50083,0.0
50084,0.0
50085,0.0
50086,0.0
50087,0.0
50088,0.0
50089,0.00014531715469011118
50090,0.0
50091,0.023809523809523808
50092,0.010101010101010102
50093,0.0
50094,0.0010804970286331713
50095,0.00011870845204178538
