CMUN,ECONOMY_COMPANIES_PER_CAPITA_2020
01002,0.20716994139951742
01003,0.0041873600155808745
01004,0.07332402234636871
01006,0.0067226890756302525
01008,0.2831050228310502
01009,0.07593688362919132
01010,0.09963325183374083
01011,0.012144344205412909
01013,0.23508771929824562
01014,0.04708520179372197
01016,0.07158836689038031
01017,0.11131725417439703
01018,0.12384473197781885
01019,0.0033240997229916896
01020,0.10285714285714286
01021,0.09620253164556962
01022,0.1167192429022082
01023,0.022066198595787363
01027,0.11692307692307692
01028,0.2060491493383743
01030,0.007947019867549669
01031,1.505813953488372
01032,0.05121107266435986
01033,0.10814814814814815
01034,0.012761020881670533
01036,3.7409090909090907
01037,0.002557829181494662
01039,0.01875
01041,0.10377358490566038
01042,0.430939226519337
01043,0.2256973795435334
01044,0.005269320843091335
01046,0.18333333333333332
01047,0.078125
01049,0.011782032400589101
01051,1.474025974025974
01052,0.005038291011688835
01053,0.11029411764705882
01054,0.12273361227336123
01055,0.04798870853916726
01056,0.010476190476190476
01057,0.1902654867256637
01058,0.7456445993031359
01059,6.982349974785678
01060,5.1829377688648966e-05
01061,0.04743083003952569
01062,0.11979166666666667
01063,0.37616822429906543
01901,0.09666080843585237
01902,0.019382192610539067
02001,0.04939626783754116
02002,0.044755244755244755
02003,24.745019920318725
02004,0.00018136715733308372
02005,0.08296296296296296
02006,0.04142011834319527
02007,0.12658227848101267
02008,0.08136482939632546
02009,1.3833718244803694
02010,0.005066315182469726
02011,0.00881057268722467
02012,0.2482876712328767
02013,0.0017123287671232876
02014,0.19230769230769232
02015,0.28398058252427183
02016,0.014925373134328358
02017,0.06040268456375839
02018,0.07942708333333333
02019,0.14868804664723032
02020,0.008547008547008548
02021,0.16330645161290322
02022,0.003679175864606328
02023,0.07598784194528875
02024,0.6584070796460177
02025,0.14149689991142603
02026,0.005522642835626067
02027,0.007550335570469799
02028,0.019672131147540985
02029,2.3106060606060606
02030,0.0643494598403006
02031,0.009316770186335404
02032,0.025437201907790145
02033,0.6353790613718412
02034,0.05478331970564186
02035,0.09276642738818332
02036,0.002777777777777778
02037,20.12121212121212
02038,0.00039762748931376123
02039,0.2126984126984127
02040,0.032342657342657344
02041,0.02027027027027027
02042,0.15934065934065933
02043,0.08351648351648351
02044,0.036281179138321996
02045,0.2873665480427046
02046,0.01610133104336625
02047,0.0
02048,0.8380952380952381
02049,0.03164983164983165
02050,0.0
02051,2.0697674418604652
02052,0.01054746358613762
02053,0.3640856672158155
02054,0.004079254079254079
02055,0.1452513966480447
02056,0.09424520433694746
02057,0.08651399491094147
02058,0.00847457627118644
02059,0.04294478527607362
02060,0.16149068322981366
02061,0.027181688125894134
02062,0.020895522388059702
02063,0.2623762376237624
02064,0.012618296529968454
02065,0.05357142857142857
02066,0.023655913978494623
02067,0.5777777777777777
02068,0.021132075471698115
02069,2.9358974358974357
02070,0.00116860351879504
02071,0.08296943231441048
02072,0.09482001755926252
02073,0.23990637799882972
02074,0.08331982493110715
02075,0.013065064018813691
02076,0.00819672131147541
02077,0.012232415902140673
02078,1.064516129032258
02079,0.23388581952117865
02080,0.004754754754754755
02081,3.0
02082,0.00020128824476650564
02083,0.10185185185185185
02084,0.09259259259259259
02085,0.059880239520958084
02086,0.4501510574018127
02901,0.0794337396775462
03001,0.014109985528219971
03002,0.5522875816993464
03003,0.00778688524590164
03004,0.12564543889845095
03005,0.8001912045889101
03006,0.008129439621152328
03007,0.014221556886227544
03008,0.0411522633744856
03009,21.333333333333332
03010,0.0005111167901865576
03011,4.823529411764706
03012,0.01222861288149645
03013,0.02399063779988297
03014,20.423564504101417
03015,0.004399541801628817
03016,0.00018876828692779613
03017,0.4915254237288136
03018,4.981963927855712
03019,0.06590552943810163
03020,0.0001906395958440568
03021,4.067164179104478
03022,0.0012773204655123474
03023,0.7365269461077845
03024,0.21436915887850466
03025,0.02072155411655874
03026,0.10378827192527244
03027,0.008234217749313814
03028,0.37566137566137564
03029,0.03778801843317972
03030,0.20734341252699784
03031,5.262962962962963
03032,0.0
03033,0.11764705882352941
03034,2.0597014925373136
03035,0.013259327782917052
03036,0.0
03037,0.5980392156862745
03038,0.06938775510204082
03039,0.0
03040,0.40625
03041,3.6117021276595747
03042,0.03728386167146974
03043,0.07295454545454545
03044,0.14474408365437536
03045,0.0025880661394680087
03046,0.49056603773584906
03047,0.6810371758825368
03048,0.025494524520625027
03049,0.14165666266506602
03050,0.1201707799645944
03051,0.0007647120164065487
03052,0.2102803738317757
03053,0.7111670864819479
03054,0.0023242841204908888
03055,1.5800970873786409
03056,0.11257309941520467
03057,0.0009695901278096077
03058,2.690909090909091
03059,0.28654970760233917
03060,0.00020477815699658703
03061,1.0427350427350428
03062,0.024812463935372186
03063,6.814550641940086
03064,0.013020403349451586
03065,2.369383697813121
03066,0.017014142629927353
03067,0.00015346249760214847
03068,0.0
03069,16.355555555555554
03070,0.03905405405405405
03071,0.12638121546961326
03072,0.006138933764135703
03073,0.03131115459882583
03074,0.8185328185328186
03075,0.016832440703902066
03076,5.220408163265306
03077,0.009534706331045004
03078,0.02544625902012913
03079,1.4805900621118013
03080,0.007756537956173442
03081,0.14922279792746113
03082,1.1551362683438156
03083,0.015468152752473832
03084,0.00484866294446077
03085,0.15641476274165203
03086,0.0067039106145251395
03088,2.3836206896551726
03089,0.08610521349374853
03090,0.15337676259586047
03091,0.0008250500923270342
03092,1.4935064935064934
03093,0.18420769147904772
03094,0.05984949439523399
03095,0.039497408158665766
03096,0.08522083805209513
03097,0.02491056048761097
03098,0.021209386281588447
03099,7.681472081218274
03100,0.001198994885138841
03101,0.7657200811359026
03102,0.10666835378970012
03103,0.001568781253064026
03104,8.824372759856631
03105,0.017046960105991462
03106,0.005533694048204624
03107,0.5806916426512968
03109,0.05433273844933571
03110,0.011565836298932384
03111,0.730593607305936
03112,0.007993811242908716
03113,0.926509186351706
03114,0.010032202130294774
03115,0.009885330170027679
03116,0.23776223776223776
03117,0.031059683313032885
03118,0.7354651162790697
03119,0.256797951469333
03120,0.022884647863536566
03121,0.37501920417882934
03122,0.10969695188266071
03123,0.009948712670886293
03124,0.0042279041675055366
03125,0.09137931034482759
03127,0.07046979865771812
03128,2.3910969793322736
03129,0.008163989706273848
03130,0.0
03131,0.38461538461538464
03132,0.12232415902140673
03133,9.309489051094891
03134,9.616771649757177e-05
03135,0.10365853658536585
03136,0.16346153846153846
03137,0.13453815261044177
03138,0.5543624161073826
03139,0.45598815065594583
03140,0.0658234457950161
03901,0.005705068849129305
03902,0.5273264401772526
03903,0.020176830650646113
03904,0.03475358334969566
04001,0.02842497670083877
04002,0.046068308181096106
04003,1.1082644628099174
04004,0.0015926737009755126
04005,0.0318118948824343
04006,1.5716612377850163
04007,0.002899991714309388
04008,0.03290246768507638
04009,0.0
04010,0.359375
04011,0.4260355029585799
04012,0.0010804970286331713
04013,62.99014778325123
04014,4.5373423273541245e-05
04015,0.0
04016,2.893939393939394
04017,0.07302533532041729
04018,0.0038768037906525953
04019,0.03536977491961415
04020,0.043859649122807015
04021,0.015723270440251572
04022,0.27149321266968324
04023,0.0
04024,2.0676691729323307
04026,0.0
04027,0.11864406779661017
04028,0.05426356589147287
04029,2.99581589958159
04030,0.004862882653061225
04031,0.21075085324232082
04032,0.14910478426768417
04033,0.0006096817461285209
04034,0.0
04035,5.720238095238095
04036,0.0012384752992981973
04037,0.2692307692307692
04038,0.12670299727520437
04041,0.00634455832113226
04043,0.06284658040665435
04044,0.2844175491679274
04045,0.04329608938547486
04046,0.024672708962739175
04047,0.12088974854932302
04048,0.06952761144377911
04049,0.21264792899408283
04050,0.005680644494939062
04051,0.023679417122040074
04052,2.675564681724846
04053,0.06274313660108925
04054,0.0006653700481113727
04055,0.058004640371229696
04056,0.009009009009009009
04057,0.6307692307692307
04058,0.006905210295040804
04059,0.17164179104477612
04060,0.017241379310344827
04061,0.05964912280701754
04062,0.5489690721649485
04063,0.013006045063198388
04064,0.6343042071197411
04065,0.002255427121511136
04066,3.2159329140461215
04067,0.000731845247995742
04068,0.0
04069,2.56020942408377
04070,0.01923693491503687
04071,0.009624197983501375
04072,0.0970873786407767
04073,0.011527377521613832
04074,0.5025773195876289
04075,0.14675356022206132
04076,0.010518487037824055
04077,0.008037508372404554
04078,0.20915032679738563
04079,4.181571815718157
04080,4.105385239087373e-05
04081,0.10695187165775401
04082,0.0125
04083,0.40939597315436244
04084,0.005905511811023622
04085,0.039473684210526314
04086,0.4429530201342282
04087,0.0032773453502662844
04088,1.0355329949238579
04089,0.012477255003899143
04090,0.014084507042253521
04091,0.03197674418604651
04092,0.782016348773842
04093,0.07763347763347764
04094,0.0015702695629416384
04095,0.24806201550387597
04096,0.012195121951219513
04097,0.01652892561983471
04098,0.46808510638297873
04099,0.24102564102564103
04100,0.20802748711541466
04101,0.03198355131646582
04102,0.21225194132873165
04103,0.0057407050664611825
04901,0.006252170892671066
04902,9.39076376554174
04903,0.004917380771594895
04904,0.012977562158884173
05001,0.003746594005449591
05002,1.0252525252525253
05005,0.002570694087403599
05007,0.029239766081871343
05008,0.09649122807017543
05010,0.022935779816513763
05012,0.033783783783783786
05013,0.41732283464566927
05014,0.5585106382978723
05015,0.0
05016,8.328358208955224
05017,0.0005155303518494652
05018,0.0
05019,134.33333333333334
05021,0.003867287299198544
05022,0.06450197455024133
05023,0.002026342451874367
05024,0.04419889502762431
05025,0.0
05026,0.06493506493506493
05027,0.046153846153846156
05029,0.0
05030,0.0
05033,0.21052631578947367
05034,0.0
05035,0.26666666666666666
05036,0.06930693069306931
05037,0.03418803418803419
05038,0.03879310344827586
05039,0.0
05040,0.0
05041,1.5873015873015872
05042,0.0
05043,0.0
05044,0.14705882352941177
05045,0.040892193308550186
05046,0.0
05047,9.897435897435898
05048,0.0009952229299363057
05049,0.37623762376237624
05051,0.01639344262295082
05052,0.03680981595092025
05053,0.0
05054,1.2714285714285714
05055,0.02642857142857143
05056,0.007886435331230283
05057,1.7234042553191489
05058,0.0
05059,0.1
05060,0.0
05061,0.3300970873786408
05062,0.029239766081871343
05063,0.0
05064,0.0
05065,0.2897196261682243
05066,0.08016032064128256
05067,0.009727626459143969
05069,0.058823529411764705
05070,0.0
05072,0.16666666666666666
05073,0.10309278350515463
05074,0.2569444444444444
05075,0.0
05076,0.25
05077,0.008445945945945946
05078,0.0
05079,0.0
05080,0.0
05081,0.0
05082,0.7380952380952381
05083,0.0
05084,0.0
05085,0.0
05086,0.0
05087,0.0945945945945946
05088,0.0
05089,1.0
05090,0.007766990291262136
05092,0.14864864864864866
05093,0.22435897435897437
05094,0.011312217194570135
05095,0.1450381679389313
05096,0.0
05097,0.38461538461538464
05099,0.03434343434343434
05100,0.024844720496894408
05101,0.05338078291814947
05102,0.4420289855072464
05103,0.0
05104,0.0
05105,1.09375
05106,0.0
05107,0.0
05108,0.0
05109,0.475
05110,0.1292372881355932
05112,0.007425742574257425
05113,0.0
05114,1.4310344827586208
05115,0.031386861313868614
05116,0.0
05117,0.11827956989247312
05118,0.019801980198019802
05119,0.0
05120,0.0
05121,0.7878787878787878
05122,0.019867549668874173
05123,0.08928571428571429
05124,0.03389830508474576
05125,0.0
05126,0.0
05127,0.7833333333333333
05128,0.02288021534320323
05129,0.018518518518518517
05130,0.0
05131,0.0
05132,0.7023809523809523
05133,0.0
05134,0.0
05135,0.6792452830188679
05136,0.017241379310344827
05138,0.2345679012345679
05139,0.0
05140,0.06493506493506493
05141,0.0
05142,0.0
05143,0.0
05144,0.0
05145,0.0
05147,0.15789473684210525
05148,0.0
05149,0.2692307692307692
05151,0.047619047619047616
05152,0.4835164835164835
05153,0.005610098176718092
05154,0.0
05155,0.0
05156,0.34782608695652173
05157,0.0
05158,0.11659192825112108
05159,0.02556818181818182
05160,0.07582938388625593
05161,0.14330218068535824
05162,0.005235602094240838
05163,2.0229885057471266
05164,0.0
05165,1.7272727272727273
05166,0.03044496487119438
05167,0.08045977011494253
05168,1.4072727272727272
05169,0.0015261350629530714
05170,0.01639344262295082
05171,0.0
05172,0.109375
05173,0.02617801047120419
05174,0.0
05175,0.11428571428571428
05176,0.1
05177,0.03272727272727273
05178,0.15217391304347827
05179,0.028423772609819122
05180,0.0
05181,0.0
05182,1.358974358974359
05183,0.007894736842105263
05184,0.09558823529411764
05185,0.0
05186,1.4655172413793103
05187,0.10005685048322911
05188,0.0
05189,0.972972972972973
05190,0.0
05191,0.22916666666666666
05192,0.0
05193,0.03571428571428571
05194,0.041666666666666664
05195,0.04580152671755725
05196,0.035897435897435895
05197,0.08955223880597014
05198,0.05042016806722689
05199,0.0
05200,0.0
05201,0.525
05204,0.09369024856596558
05205,0.0
05206,0.0
05207,1.9130434782608696
05208,0.0
05209,0.0
05210,0.0
05211,0.38666666666666666
05212,0.03624733475479744
05213,0.01932367149758454
05214,0.0
05215,0.2727272727272727
05216,0.13414634146341464
05217,0.021164021164021163
05218,0.11320754716981132
05219,0.0
05220,0.6511627906976745
05221,0.026004728132387706
05222,0.024539877300613498
05224,0.0
05225,0.3619047619047619
05226,0.0
05227,0.4696969696969697
05228,0.008350730688935281
05229,0.0
05230,0.0
05231,0.125
05232,0.0
05233,0.14393939393939395
05234,0.0
05235,0.15555555555555556
05236,0.05172413793103448
05237,0.061946902654867256
05238,0.22297297297297297
05239,0.0085995085995086
05240,1.5319148936170213
05241,0.04462519234996703
05242,0.005909090909090909
05243,0.0
05244,0.0
05245,0.6756756756756757
05246,0.0
05247,0.19148936170212766
05249,0.05963302752293578
05251,0.0
05252,0.0
05253,0.06666666666666667
05254,0.2112676056338028
05256,0.0
05257,0.07766990291262135
05258,0.04195804195804196
05259,0.0603448275862069
05260,0.0
05261,0.0
05262,0.5833333333333334
05263,0.018018018018018018
05264,0.0
05265,0.0
05266,0.07407407407407407
05267,0.08045977011494253
05901,0.11
05902,0.11328125
05903,0.015822784810126583
05904,0.0423728813559322
05905,0.04504504504504504
06001,0.13302752293577982
06002,0.4455324357405141
06003,0.005837285662167092
06004,0.12220916568742655
06005,0.056185845488924906
06006,0.1411229135053111
06007,0.013904761904761904
06008,0.016304347826086956
06009,0.013422818791946308
06010,0.25396825396825395
06011,2.0949628406275806
06012,0.0078101799608006174
06013,0.0014731156395777069
06014,1.71875
06015,1.3442644368957408
06016,0.0014976337386928653
06017,0.0014310246136233543
06018,0.12643678160919541
06019,0.1861635220125786
06020,0.042608695652173914
06021,0.03211888782358581
06022,0.15422885572139303
06023,0.08241042345276874
06024,0.0149508756941478
06025,0.23904688700999233
06026,0.010920945395273024
06027,0.0273972602739726
06028,0.3781163434903047
06029,0.012703040399833403
06030,0.004497751124437781
06031,0.048484848484848485
06032,0.0
06033,0.7311827956989247
06034,0.006872852233676976
06035,0.30256410256410254
06036,0.5307950727883539
06037,0.01566951566951567
06038,0.015865146256817054
06039,0.06727480045610035
06040,0.016055045871559634
06041,0.015113350125944584
06042,0.056261343012704176
06043,0.040955631399317405
06044,3.220253164556962
06045,0.0005373888276862724
06046,0.08797127468581688
06047,0.025797691785471828
06048,0.04024144869215292
06049,0.06808035714285714
06050,0.3790546802594995
06051,0.015006252605252188
06052,0.19087367835281024
06053,0.004693834008960956
06054,0.5913173652694611
06055,0.021120431396045535
06056,0.008459483526268923
06057,0.03339882121807466
06058,0.2126126126126126
06059,0.05220367993153616
