CMUN,GENDER_PERC_POP_MALE_2020,GENDER_PERC_POP_FEMALE_2020
03009,49.01921029955902,50.98078970044098
03010,48.03921568627451,51.9607843137255
03011,49.406066785623246,50.593933214376754
03012,50.823937554206424,49.17606244579358
03013,50.48543689320388,49.51456310679612
03014,48.365252916450196,51.634747083549804
03015,50.40135192226447,49.59864807773553
03016,47.45762711864407,52.54237288135594
03017,49.39759036144578,50.602409638554214
03018,49.01797457255589,50.9820254274441
03019,50.367908853548535,49.632091146451465
03001,52.0,48.0
03020,53.73134328358209,46.26865671641791
03021,50.24637477122342,49.75362522877657
03022,46.706586826347305,53.293413173652695
03023,50.43630017452006,49.56369982547993
03024,50.191361399671955,49.808638600328045
03025,51.344364012409514,48.655635987590486
03026,51.45283862315602,48.54716137684399
03027,49.23857868020304,50.76142131979695
03028,51.5625,48.4375
03030,49.956634865568084,50.043365134431916
03031,49.90562476406191,50.094375235938095
03032,52.94117647058824,47.05882352941176
03033,51.8796992481203,48.1203007518797
03029,50.10482180293501,49.895178197064986
03034,48.41053587647593,51.58946412352407
03035,53.179972936400546,46.820027063599454
03036,52.94117647058824,47.05882352941176
03037,51.61290322580645,48.38709677419355
03038,51.005025125628144,48.99497487437186
03039,55.670103092783506,44.329896907216494
03040,45.25547445255474,54.74452554744526
03041,49.11869410436746,50.88130589563254
03042,49.49787993751395,50.50212006248606
03043,49.008810572687224,50.991189427312776
03044,50.32989099254159,49.67010900745841
03045,52.12264150943396,47.87735849056604
03046,50.83046067063617,49.169539329363836
03049,51.053232333713815,48.94676766628619
03048,51.77803829620946,48.22196170379055
03047,50.26914762853389,49.73085237146611
03050,48.591355734212875,51.40864426578712
03051,50.70093457943925,49.29906542056075
03052,49.622166246851386,50.377833753148614
03053,51.10205593628449,48.89794406371551
03054,53.161592505854806,46.8384074941452
03075,48.97959183673469,51.02040816326531
03055,50.20134228187919,49.7986577181208
03056,50.5541495767519,49.4458504232481
03057,53.956834532374096,46.043165467625904
03058,50.70898041863605,49.29101958136394
03059,50.61869921440372,49.381300785596274
03061,48.90264490714687,51.09735509285313
03062,50.286532951289395,49.713467048710605
03063,48.53684552242267,51.46315447757733
03064,50.35460992907801,49.645390070921984
03065,49.69180611803062,50.30819388196939
03066,48.81323697223279,51.18676302776721
03067,50.96153846153846,49.03846153846153
03068,53.333333333333336,46.666666666666664
03069,51.144318793753364,48.85568120624663
03077,51.365705614567524,48.634294385432476
03070,50.456621004566216,49.54337899543379
03072,48.94026974951831,51.05973025048169
03071,50.93734978368851,49.06265021631149
03073,54.961832061068705,45.038167938931295
03074,51.787773933102656,48.212226066897344
03076,48.700315457413254,51.29968454258675
03078,50.70093457943925,49.29906542056075
03079,50.050650008441664,49.949349991558336
03080,51.129363449691986,48.870636550308014
03082,49.96178166909874,50.038218330901266
03083,48.53240337111305,51.467596628886945
03085,49.6875,50.31250000000001
03084,49.91394148020654,50.08605851979346
03086,55.144032921810705,44.8559670781893
03088,52.01919700339459,47.98080299660541
03089,49.93844891259746,50.06155108740254
03903,51.3978494623656,48.60215053763441
03091,46.15384615384615,53.84615384615385
03092,50.09111373137528,49.90888626862472
03090,50.18218466547795,49.81781533452206
03093,49.663773555399175,50.336226444600825
03094,50.781078107810785,49.21892189218922
03095,50.338887319966105,49.66111268003389
03096,49.85549132947977,50.144508670520224
03097,48.81993006993007,51.180069930069926
03099,49.55023825905257,50.44976174094743
03098,50.548112058465286,49.451887941534714
03100,49.60159362549801,50.39840637450199
03101,49.6109437751004,50.3890562248996
03102,49.780423538596665,50.219576461403335
03103,51.07913669064749,48.92086330935252
03104,49.53751284686537,50.46248715313464
03902,51.37894457703527,48.62105542296473
03105,50.7239263803681,49.2760736196319
03106,54.51936872309899,45.48063127690101
03901,47.72393538913363,52.27606461086637
03107,50.873405299313056,49.12659470068695
03060,52.991452991452995,47.008547008547005
03109,49.727252891119356,50.272747108880644
03110,51.632047477744806,48.367952522255194
03111,52.0,48.0
03112,51.266891891891895,48.733108108108105
03113,51.156796563362995,48.843203436637005
03114,52.37154150197628,47.62845849802372
03115,47.540983606557376,52.459016393442624
03116,51.2477175897748,48.75228241022519
03118,50.277683327666324,49.72231667233367
03904,51.94015895278168,48.05984104721833
03120,50.31522065445812,49.68477934554188
03122,49.51039456936784,50.48960543063215
03117,49.71098265895954,50.28901734104046
03119,48.23027018148969,51.7697298185103
03121,50.24526166081328,49.754738339186716
03123,50.41779925500855,49.58220074499145
03124,52.50431778929189,47.49568221070812
03125,51.48514851485149,48.51485148514851
03127,52.36593059936908,47.63406940063091
03128,49.956926257753274,50.043073742246726
03129,52.82685512367491,47.17314487632509
03130,61.53846153846154,38.46153846153847
03131,47.73413897280967,52.26586102719033
03132,51.96506550218341,48.03493449781659
03133,49.219011225220925,50.780988774779075
03134,55.15151515151515,44.84848484848485
03136,53.663366336633665,46.33663366336634
03137,49.64622641509434,50.35377358490566
03135,51.690821256038646,48.309178743961354
03138,49.75288303130148,50.24711696869851
03139,49.65004752441027,50.34995247558973
03140,50.15297717109908,49.84702282890092
03081,49.91482112436116,50.08517887563884
04001,51.42857142857142,48.57142857142857
04002,52.8052805280528,47.194719471947195
04003,51.259712738403586,48.74028726159642
04004,52.5,47.5
04005,48.697068403908794,51.302931596091206
04006,51.28891050583657,48.711089494163424
04007,51.46541617819461,48.53458382180539
04008,56.36363636363636,43.63636363636363
04009,53.90625,46.09375
04010,52.437223042836045,47.56277695716396
04011,50.21367521367522,49.78632478632478
04012,50.24630541871922,49.75369458128079
04013,48.89625660972772,51.103743390272285
04014,53.299492385786806,46.7005076142132
04015,60.60606060606061,39.39393939393939
04016,51.84853905784138,48.15146094215862
04017,50.47149592798972,49.528504072010286
04018,50.0,50.0
04019,54.0650406504065,45.9349593495935
04904,53.9190071848465,46.08099281515349
04020,54.347826086956516,45.65217391304348
04021,45.87155963302752,54.12844036697248
04022,51.68884339815762,48.31115660184238
04023,49.62406015037594,50.37593984962406
04024,49.58094397882664,50.41905602117336
04026,57.6271186440678,42.3728813559322
04027,56.37065637065637,43.62934362934363
04028,55.00000000000001,45.0
04029,51.136813752673696,48.863186247326304
04030,52.76595744680851,47.23404255319149
04031,50.815850815850816,49.184149184149184
04032,51.3849908480781,48.6150091519219
04033,52.63157894736842,47.368421052631575
04036,49.828178694158076,50.171821305841924
04037,51.32802124833997,48.67197875166003
04034,55.02958579881657,44.97041420118343
04035,52.01482803597172,47.98517196402828
04038,49.46236559139785,50.53763440860215
04902,51.5892449885968,48.4107550114032
04041,55.37037037037037,44.62962962962963
04043,57.831325301204814,42.168674698795186
04044,52.21238938053098,47.78761061946903
04045,50.57471264367817,49.42528735632184
04046,51.79090029041626,48.20909970958374
04047,51.94805194805194,48.05194805194805
04048,50.66489361702128,49.33510638297872
04049,52.84958273967027,47.15041726032973
04050,52.770208900999094,47.229791099000906
04051,49.69199178644764,50.308008213552355
04052,50.85035891772501,49.14964108227499
04053,49.633699633699635,50.366300366300365
04054,52.43619489559165,47.56380510440835
04055,51.94805194805194,48.05194805194805
04056,56.92307692307692,43.07692307692308
04057,50.15713387806411,49.84286612193589
04058,51.99004975124378,48.00995024875622
04059,50.7032819825854,49.296718017414605
04060,51.20274914089347,48.797250859106526
04061,50.0,50.0
04062,51.43169797556082,48.56830202443918
04063,51.1326860841424,48.86731391585761
04064,48.890429958391124,51.109570041608876
04903,56.27300100368016,43.726998996319836
04065,51.434426229508205,48.5655737704918
04066,57.17409214779137,42.82590785220863
04067,51.964285714285715,48.035714285714285
04068,55.319148936170215,44.680851063829785
04069,51.151263191557405,48.848736808442595
04070,51.952085181898845,48.047914818101155
04071,54.48275862068965,45.51724137931035
04072,50.148957298907646,49.851042701092354
04073,56.70103092783505,43.29896907216495
04074,50.74590952839269,49.25409047160731
04075,51.64442773914678,48.35557226085322
04076,52.19814241486068,47.80185758513932
04077,50.1639344262295,49.8360655737705
04078,51.36031851360319,48.63968148639681
04079,51.290106136391366,48.70989386360864
04080,52.10526315789473,47.89473684210526
04081,53.76569037656904,46.23430962343097
04082,56.9023569023569,43.09764309764309
04083,51.24329595319357,48.75670404680644
04084,53.1578947368421,46.8421052631579
04085,49.665924276169264,50.33407572383074
04086,52.2163481089874,47.78365189101261
04087,56.852791878172596,43.14720812182741
04088,51.777434312210204,48.222565687789796
04089,49.34804413239719,50.65195586760281
04090,51.42857142857142,48.57142857142857
04091,52.732240437158474,47.26775956284153
04092,50.270116576627814,49.729883423372186
04901,54.60992907801418,45.39007092198582
04093,51.90224237843285,48.09775762156715
04094,56.201550387596896,43.798449612403104
04095,49.20828258221681,50.79171741778319
04096,52.732240437158474,47.26775956284153
04097,57.02127659574469,42.97872340425532
04098,50.870901639344254,49.12909836065574
04099,48.93191947133856,51.06808052866144
04100,50.93428749929005,49.06571250070995
04101,51.25884482474905,48.741155175250945
04102,54.25496749550079,45.745032504499214
04103,50.591922005571035,49.408077994428965
05001,54.59183673469388,45.40816326530612
05002,51.053779069767444,48.946220930232556
05005,52.046783625730995,47.953216374269005
05007,52.63157894736842,47.368421052631575
05008,48.62385321100918,51.37614678899083
05010,50.0,50.0
05012,56.69291338582677,43.30708661417323
05013,50.530785562632694,49.469214437367306
05014,48.46835639869383,51.53164360130618
05015,47.76119402985074,52.23880597014925
05016,48.72087132725431,51.279128672745685
05017,59.756097560975604,40.243902439024396
05018,59.25925925925925,40.74074074074074
05019,47.630763936682726,52.369236063317274
05021,48.13852813852814,51.86147186147186
05022,51.16751269035533,48.83248730964467
05023,53.591160220994475,46.408839779005525
05024,51.64835164835166,48.35164835164835
05025,51.94805194805194,48.05194805194805
05026,52.604166666666664,47.39583333333333
05027,53.43283582089552,46.56716417910447
05029,56.666666666666664,43.333333333333336
05030,55.10204081632652,44.89795918367347
05033,51.93370165745856,48.06629834254144
05034,53.333333333333336,46.666666666666664
05035,49.504950495049506,50.495049504950494
05036,53.84615384615385,46.15384615384615
05037,56.46551724137932,43.53448275862069
05038,59.541984732824424,40.458015267175576
05039,57.77777777777777,42.22222222222222
05040,66.66666666666666,33.33333333333333
05041,53.0562347188264,46.9437652811736
05042,48.125,51.87500000000001
05043,52.94117647058824,47.05882352941176
05044,54.981549815498155,45.018450184501845
05045,53.65853658536586,46.34146341463415
05046,61.53846153846154,38.46153846153847
05047,50.52548086456474,49.47451913543526
05048,59.4059405940594,40.5940594059406
05049,54.09836065573771,45.90163934426229
05051,55.828220858895705,44.171779141104295
05052,55.42168674698795,44.57831325301205
05053,60.56338028169014,39.436619718309856
05054,51.22121423586881,48.77878576413119
05055,54.48818897637795,45.511811023622045
05056,57.446808510638306,42.5531914893617
05057,52.212661339889365,47.787338660110635
05058,54.929577464788736,45.07042253521127
05067,60.29411764705882,39.705882352941174
05059,60.97560975609756,39.02439024390244
05060,53.398058252427184,46.601941747572816
05061,51.31964809384164,48.68035190615836
05062,51.24999999999999,48.75
05063,61.29032258064516,38.70967741935484
05064,56.074766355140184,43.925233644859816
05065,53.2258064516129,46.774193548387096
05066,55.6420233463035,44.3579766536965
05903,57.6271186440678,42.3728813559322
05069,54.794520547945204,45.20547945205479
05070,60.0,40.0
05072,50.90909090909091,49.09090909090909
05073,54.35540069686411,45.64459930313589
05074,52.17391304347826,47.82608695652174
05075,51.81818181818182,48.18181818181818
05076,53.37837837837838,46.62162162162162
05077,56.32911392405063,43.67088607594937
05078,57.291666666666664,42.70833333333333
05079,59.375,40.625
05080,50.0,50.0
05081,66.66666666666666,33.33333333333333
05082,53.379549393414216,46.62045060658579
05083,51.70068027210885,48.29931972789115
05085,45.23809523809524,54.761904761904766
05084,58.06451612903226,41.935483870967744
05086,62.16216216216216,37.83783783783784
05087,37.278106508875744,62.721893491124256
05088,50.0,50.0
05089,50.760456273764255,49.23954372623574
05090,52.702702702702695,47.2972972972973
05092,57.41935483870968,42.58064516129032
05093,56.19469026548673,43.80530973451327
05094,55.72519083969466,44.274809160305345
05095,56.60377358490566,43.39622641509434
05096,62.33766233766234,37.66233766233766
05097,51.717171717171716,48.282828282828284
05099,56.70103092783505,43.29896907216495
05100,52.85714285714286,47.14285714285714
05102,50.92850510677809,49.07149489322191
05101,58.60805860805861,41.39194139194139
05103,50.0,50.0
05106,50.0,50.0
05104,59.375,40.625
05105,53.17460317460318,46.82539682539682
05107,66.66666666666666,33.33333333333333
05108,60.0,40.0
05109,52.54237288135594,47.45762711864407
05110,52.40328253223916,47.59671746776085
05113,51.724137931034484,48.275862068965516
05112,55.96330275229357,44.03669724770643
05114,50.543084721216516,49.45691527878349
05115,53.13479623824452,46.86520376175549
05116,49.46236559139785,50.53763440860215
05117,57.42574257425742,42.57425742574257
05118,56.94444444444444,43.05555555555556
05119,50.0,50.0
05120,66.66666666666666,33.33333333333333
05121,51.19047619047619,48.80952380952381
05122,52.25225225225225,47.74774774774775
05123,49.152542372881356,50.847457627118644
05124,45.91836734693878,54.08163265306123
05125,47.45762711864407,52.54237288135594
05126,60.0,40.0
05127,54.50874831763123,45.49125168236878
05128,51.85185185185185,48.148148148148145
05129,61.40350877192983,38.59649122807017
05130,52.83018867924528,47.16981132075472
05131,58.333333333333336,41.66666666666667
05132,51.60944206008584,48.39055793991417
05133,53.333333333333336,46.666666666666664
05134,53.70370370370371,46.2962962962963
05135,53.94088669950739,46.05911330049261
05136,58.0246913580247,41.9753086419753
05138,49.38650306748466,50.61349693251533
05139,54.54545454545454,45.45454545454545
05140,52.77777777777778,47.22222222222222
05141,54.45544554455446,45.54455445544555
05142,50.54945054945055,49.45054945054945
05143,46.15384615384615,53.84615384615385
05144,52.112676056338024,47.88732394366197
05145,63.1578947368421,36.84210526315789
05149,56.19047619047619,43.80952380952381
05147,56.25,43.75
05148,57.692307692307686,42.30769230769231
05152,52.033660589060304,47.96633941093969
05153,51.89873417721519,48.10126582278481
05151,54.347826086956516,45.65217391304348
05154,67.64705882352942,32.35294117647059
05155,60.416666666666664,39.58333333333333
05156,60.56338028169014,39.436619718309856
05157,54.91071428571429,45.089285714285715
05158,53.54107648725213,46.45892351274787
05159,50.71090047393365,49.28909952606635
05160,56.38629283489096,43.613707165109034
05161,53.52480417754569,46.47519582245431
05162,57.47126436781609,42.5287356321839
05163,50.02368545712932,49.976314542870675
05164,50.0,50.0
05165,50.70093457943925,49.29906542056075
05166,50.0,50.0
05167,56.72727272727273,43.27272727272727
05168,51.30979498861048,48.69020501138952
05169,55.96707818930041,44.03292181069959
05170,43.63636363636363,56.36363636363636
05171,53.125,46.875
05172,60.84656084656085,39.15343915343915
05173,55.952380952380956,44.047619047619044
05174,57.74647887323944,42.25352112676056
05175,56.666666666666664,43.333333333333336
05176,54.04411764705882,45.955882352941174
05177,55.172413793103445,44.827586206896555
05178,53.72750642673522,46.27249357326478
05179,49.77777777777778,50.22222222222222
05180,61.42857142857143,38.57142857142858
05181,66.66666666666666,33.33333333333333
05182,53.02843016069221,46.97156983930778
05183,50.0,50.0
05184,57.194244604316545,42.805755395683455
05185,54.310344827586206,45.689655172413794
05186,48.16072439162422,51.83927560837578
05187,50.07012622720898,49.92987377279102
05188,60.526315789473685,39.473684210526315
05189,54.734411085450354,45.26558891454965
05190,60.416666666666664,39.58333333333333
05191,56.25,43.75
05192,61.94690265486725,38.05309734513274
05193,56.547619047619044,43.452380952380956
05194,59.541984732824424,40.458015267175576
05195,60.51282051282051,39.48717948717949
05196,47.76119402985074,52.23880597014925
05197,54.621848739495796,45.378151260504204
05198,50.0,50.0
05199,48.837209302325576,51.162790697674424
05200,60.0,40.0
05201,54.49330783938815,45.506692160611856
05206,65.21739130434783,34.78260869565217
05208,55.55555555555556,44.44444444444444
05207,52.38095238095239,47.61904761904761
05209,63.38028169014085,36.61971830985916
05901,57.58754863813229,42.4124513618677
05210,50.66666666666667,49.333333333333336
05211,55.437100213219615,44.562899786780385
05212,56.45933014354066,43.54066985645933
05213,67.05882352941175,32.94117647058823
05214,51.515151515151516,48.484848484848484
05215,57.3170731707317,42.68292682926829
05216,60.63829787234043,39.361702127659576
05217,57.407407407407405,42.592592592592595
05218,50.90909090909091,49.09090909090909
05219,58.139534883720934,41.86046511627907
05220,53.664302600472816,46.335697399527184
05231,54.06976744186046,45.93023255813954
05204,51.16598079561042,48.83401920438957
05205,49.411764705882355,50.588235294117645
05222,56.25,43.75
05221,51.69230769230769,48.30769230769231
05226,62.121212121212125,37.878787878787875
05224,53.333333333333336,46.666666666666664
05225,53.35120643431635,46.64879356568365
05902,56.32911392405063,43.67088607594937
05227,52.719665271966534,47.28033472803347
05228,64.57142857142857,35.42857142857142
05904,57.65765765765766,42.34234234234234
05229,54.666666666666664,45.33333333333333
05230,57.333333333333336,42.66666666666667
05232,53.03030303030303,46.96969696969697
05233,53.90946502057613,46.09053497942387
05234,44.44444444444444,55.55555555555556
05235,48.59154929577465,51.40845070422535
05236,55.75221238938053,44.24778761061947
05237,59.73154362416108,40.26845637583892
05238,54.04411764705882,45.955882352941174
05239,58.54700854700855,41.452991452991455
05240,49.400428265524624,50.599571734475376
05241,50.85547050877983,49.144529491220176
05242,52.26390685640362,47.73609314359638
05243,58.82352941176471,41.17647058823529
05244,62.16216216216216,37.83783783783784
05245,49.42528735632184,50.57471264367817
05247,53.669724770642205,46.330275229357795
05246,55.319148936170215,44.680851063829785
05249,51.886792452830186,48.113207547169814
05251,65.0,35.0
05252,60.0,40.0
05253,54.166666666666664,45.83333333333333
05254,50.70422535211267,49.29577464788733
05256,54.36893203883495,45.63106796116505
05257,52.112676056338024,47.88732394366197
05905,51.37614678899083,48.62385321100918
05258,56.896551724137936,43.103448275862064
05259,47.16981132075472,52.83018867924528
05260,54.95495495495496,45.04504504504504
05261,58.333333333333336,41.66666666666667
05262,53.153153153153156,46.846846846846844
05263,57.407407407407405,42.592592592592595
05264,56.86274509803921,43.13725490196079
05265,60.49382716049383,39.50617283950617
05266,55.172413793103445,44.827586206896555
05267,54.0,46.0
06001,51.10294117647059,48.89705882352941
06002,49.871982443306514,50.12801755669349
06003,49.94124559341951,50.0587544065805
06004,51.269584008643974,48.730415991356026
06005,52.07823960880196,47.92176039119804
06006,49.86666666666667,50.13333333333333
06007,50.27157513578757,49.728424864212435
06008,49.395973154362416,50.604026845637584
06009,55.158730158730165,44.84126984126984
06010,49.91749174917492,50.082508250825086
06011,49.47714548093728,50.52285451906271
06012,50.662089259440904,49.337910740559096
06013,51.736111111111114,48.26388888888889
06014,50.0838601470778,49.9161398529222
06015,48.48061543350458,51.51938456649542
06016,50.87018544935806,49.129814550641946
06017,55.172413793103445,44.827586206896555
06018,50.0,50.0
06019,49.56559513466551,50.43440486533449
06020,51.557259223766174,48.442740776233826
06021,51.030421982335625,48.969578017664375
06022,49.21875,50.78125
06023,49.66216216216216,50.33783783783784
06024,51.11452728670254,48.88547271329746
06025,49.400324149108584,50.599675850891416
06026,50.790305584826136,49.209694415173864
06027,49.72299168975069,50.27700831024931
06028,49.24226697114386,50.75773302885614
06029,49.43820224719101,50.56179775280899
06030,51.515151515151516,48.484848484848484
06031,50.187265917603,49.812734082397
06032,50.0,50.0
06033,51.340206185567006,48.65979381443299
06034,50.0,50.0
06035,51.32743362831859,48.67256637168141
06036,49.37817481170082,50.62182518829918
06042,48.72013651877133,51.27986348122867
06037,52.300841167738746,47.699158832261254
06038,51.70842824601367,48.29157175398633
06039,48.6920605782469,51.307939421753105
06040,48.64420706655711,51.35579293344289
06041,51.542649727767696,48.457350272232304
06043,52.97092288242731,47.02907711757269
06044,49.34411308025914,50.65588691974086
06045,51.65794066317626,48.34205933682373
06046,49.4572591587517,50.5427408412483
06047,50.6036217303823,49.396378269617706
06048,50.0,50.0
06049,47.733580018501385,52.266419981498615
06050,48.84878655880523,51.15121344119478
06051,49.11012235817575,50.88987764182424
06052,49.680034129692835,50.31996587030717
06053,51.395007342143906,48.604992657856094
06054,49.41385962308948,50.586140376910514
06055,49.15405164737311,50.84594835262689
06056,54.02750491159135,45.97249508840864
06057,51.711711711711715,48.28828828828829
06058,49.272882805816934,50.72711719418306
06059,49.617931737137035,50.382068262862965
06903,49.173053650665594,50.82694634933441
06060,50.22032902467684,49.77967097532315
06061,49.834162520729684,50.165837479270316
06062,55.77235772357724,44.22764227642276
06063,50.51903114186851,49.48096885813148
06064,51.91489361702127,48.08510638297872
06065,51.64179104477612,48.35820895522388
06066,51.18924508790072,48.81075491209928
06067,50.31731640979148,49.68268359020852
06068,48.04123711340206,51.958762886597945
06069,50.62571103526735,49.37428896473265
06070,49.21688057428758,50.78311942571242
06071,50.719424460431654,49.280575539568346
06073,51.75757575757576,48.24242424242424
06074,49.58041958041958,50.41958041958042
06072,51.08616944243302,48.91383055756698
06075,51.66340508806262,48.336594911937375
06076,50.0,50.0
06077,54.700854700854705,45.2991452991453
06078,52.255639097744364,47.744360902255636
06079,50.51948051948052,49.48051948051948
06080,51.00133511348465,48.99866488651535
06081,51.84233076263924,48.15766923736076
06082,54.805725971370144,45.194274028629856
06083,48.70444597246214,51.29555402753786
06084,50.0,50.0
06085,51.657329598506074,48.34267040149393
06086,48.498168498168496,51.5018315018315
06087,49.15693904020752,50.843060959792474
06088,49.390754948101346,50.609245051898654
06089,50.90909090909091,49.09090909090909
06090,50.74626865671642,49.25373134328358
06091,50.29680365296804,49.70319634703196
06092,49.69230769230769,50.30769230769231
06093,50.23622047244094,49.76377952755905
06094,50.379451255108,49.620548744892
06095,49.74738969349949,50.2526103065005
06096,51.6,48.4
06097,51.61290322580645,48.38709677419355
06098,50.07407407407407,49.925925925925924
06099,51.6641452344932,48.33585476550681
06100,49.42528735632184,50.57471264367817
06101,51.229508196721305,48.77049180327869
06102,48.8013698630137,51.1986301369863
06103,50.349531116794545,49.650468883205455
06104,49.51456310679612,50.48543689320388
06107,51.27509495387954,48.724905046120455
06108,50.8653122648608,49.1346877351392
06105,52.25225225225225,47.74774774774775
06106,51.48936170212765,48.51063829787234
06902,50.025113008538426,49.974886991461574
06109,50.63318777292577,49.366812227074234
06110,52.666666666666664,47.333333333333336
06111,52.545155993431855,47.454844006568145
06112,52.90023201856149,47.09976798143852
06113,50.21671826625387,49.78328173374613
06114,48.4375,51.5625
06115,48.85970974429855,51.14029025570145
06116,50.17667844522968,49.82332155477032
06117,48.94409937888199,51.05590062111801
06119,51.46886016451234,48.531139835487664
