CMUN,INCOME_PERC_UNEMPLOYMENT_BENEFITS_OF_AVERAGE_SALARY_2020
08109,3.7016574585635356
08110,12.339461092923697
08111,4.12067140480871
08112,6.936730915822715
08113,7.39257495399935
08114,7.500998801438275
08115,7.631961259079903
08116,5.520807272120757
08117,5.558970756125406
08118,6.258514304030771
08119,7.530875661621321
08120,2.9817114709427237
08121,8.657959918937177
08122,9.027200380092648
08123,5.952472506344689
08124,7.538628087786635
08125,8.4733679600774
08126,6.537644559830068
08127,10.24894924021985
08128,9.260555166783298
08129,5.051553525707563
08130,8.373644703919933
08131,8.993576017130621
08132,5.938024729049
08133,7.335430240395417
08134,8.414396887159533
08135,7.225488336810165
08136,7.452988087033573
08137,9.814414209267904
08138,6.8253164556962025
08139,8.224007871433257
08140,7.698236824356874
08141,7.800963081861958
08142,8.884297520661157
08143,9.171384457025217
08144,7.679697351828499
08145,7.121969625507027
08146,7.658865969845528
08147,7.6460642494833735
08148,8.60908041554444
08149,5.358266654679493
08150,6.712896080130984
08151,4.508156203657934
08152,5.8792969088232745
08153,5.854241338112306
08154,4.04394731616917
08155,9.803104490051046
08156,7.10946458498721
08157,5.808744013594932
08158,7.264596692541343
08159,6.433333333333334
08160,6.705907084296826
08161,8.123366440146366
08162,7.057982667738766
08163,14.558232931726907
08164,6.527237354085604
08165,8.050637919098012
08166,7.359977483816493
08167,7.839506172839507
08168,10.924824229313142
08169,9.334807073954984
08170,7.3283082077051915
08171,6.049675358136659
08172,7.0451564549372305
08174,6.148567189093944
08175,7.398485891259463
08176,4.506830160266753
08177,
08178,4.644750795334041
08179,7.00918679823069
08180,8.511068432224805
08181,6.055508830950378
08182,9.516432444395264
08183,6.048990276738968
08184,7.92543116339348
08185,10.601132393687509
08187,7.458536100903763
08188,3.0967329998935833
08189,2.6582692622280386
08190,9.970913321698662
08191,6.950697265839464
08192,5.875182837640176
08193,7.333142366084217
08194,10.144749754661433
08195,
08196,7.390949487621293
08197,5.499116607773852
08198,6.531894329896907
08199,6.6096343823199915
08200,8.103500150436266
08201,5.452199161200129
08202,7.067384370015948
08203,7.850669818754925
08204,6.860528572542293
08205,3.268695149508645
08206,6.659484869258643
08207,6.167437946992007
08208,5.260966129927818
08209,6.4774934549446845
08210,7.347769757542107
08211,6.238727660272176
08212,4.91937130026536
08213,6.422470433639947
08214,5.904434190975209
08215,5.464625131995776
08216,
08217,5.802022031084955
08218,7.387730553327987
08219,5.382865807429871
08220,4.160377977557583
08221,3.5801997489494077
08222,5.6819101578308375
08223,7.397622192866579
08224,6.699873034476022
08225,4.920984196839369
08226,5.0931464706887715
08227,7.299348081650102
08228,5.042969118896969
08229,5.883678990081155
08230,5.548799027059896
08231,8.901054339010543
08232,6.807440925087984
08233,6.846950517836594
08234,7.659346545259775
08235,6.173049163624013
08236,8.097838993113275
08237,6.965820507695383
08238,4.207742245732147
08239,5.662329982259019
08240,5.861546235472461
08241,
08242,9.576242909576244
08243,3.149217979427928
08244,5.239179954441914
08245,11.01465002712968
08246,6.135758243776982
08247,5.721262864120007
08248,6.794592237243785
08249,6.0272968764312544
08250,11.838345353109267
08251,7.7555816686251475
08252,7.320480581167923
08253,7.7099634846113725
08254,5.4595000939673
08255,6.854838709677419
08256,5.936664776868875
08257,7.299132402866842
08258,4.854468785354314
08259,7.0258948971820265
08260,7.182528475948413
08261,10.256135462437038
08262,8.651841556636553
08263,8.707204905467552
08264,4.886685552407933
08265,6.233156567851865
08266,5.955621545821992
08267,7.320379575237235
08268,8.372885481319216
08269,5.308109833971903
08270,6.657740087778026
08271,
08272,7.140205420121272
08273,6.473384030418251
08274,6.5819384170283115
08275,3.8359313267725024
08276,7.393374137763528
08277,8.528849058503676
08278,5.53870156886539
08279,7.200702507561714
08280,8.697916666666666
08281,4.515403940235356
08282,4.341151909615621
08283,6.278904304517965
08284,10.082723894017503
08285,6.681831106056298
08286,8.864876206462442
08287,5.482686253934943
08288,10.434153400868308
08289,6.107431935246504
08290,6.539356495225869
08291,6.574627493896792
08292,6.0953981144404
08293,7.538881633622224
08294,7.045532942393928
08295,7.32364028002154
08296,5.213211732807493
08297,7.959356477561388
08298,5.6923076923076925
08299,7.503025413473175
08300,5.2537446903644085
08301,7.976090408144204
08302,10.93181266682844
08303,7.658536585365853
08304,5.463375151760421
08305,6.987593052109181
08306,11.62962182660908
08307,7.5558538690190815
08308,4.205786549147346
08901,7.825424466695691
08902,6.128758018394002
08903,3.3874923359901903
08904,10.30885380919698
08905,6.503566224403712
09001,
09003,11.518412645031107
09006,
09007,
09009,6.189220372507005
09010,
09011,
09012,3.975069252077562
09013,
09014,7.521367521367521
09016,8.973447131341867
09017,5.315904139433552
09018,7.092600998638221
09019,4.4099042110970545
09020,9.194890077243018
09021,
09022,
09023,6.340322445910951
09024,7.7696009057458255
09025,5.523110295344569
09026,6.433256172839506
09027,
09029,13.834679925419517
09030,5.492313108790048
09032,6.622516556291391
09033,
09034,5.1230283911671926
09035,6.830176963675877
09036,
09037,11.9276644863409
09038,13.796095444685466
09039,
09041,
09043,7.710077967080566
09044,
09045,6.658256237734792
09046,
09047,
09048,9.576073535464397
09050,
09051,4.033502314304607
09052,
09054,
09055,
09056,9.037900874635568
09057,7.79161325764512
09058,8.381850106274836
09059,6.434131441521332
09060,5.730569948186528
09061,5.442783850100379
09062,
09063,6.891817682591983
09064,5.447293447293447
09065,4.922560915458223
09066,
09067,9.191583610188262
09068,
09070,
09071,
09072,6.471731734974891
09073,6.648389307745031
09074,5.558114540150468
09075,9.448082319925163
09076,
09077,
09078,
09079,
09082,
09083,
09084,12.24914523561766
09085,8.220381526104417
09086,4.858044164037855
09088,
09090,
09091,9.613510880155895
09093,6.908690869086909
09094,
09095,
09098,4.026241317211217
09100,
09101,
09102,
09103,8.010257957459647
09104,
09105,5.184799583550234
09108,8.166175491966916
09109,6.343419613561793
09110,
09112,6.505254755886656
09113,9.17186108637578
09114,11.38496184161141
09115,7.53120665742025
09117,
09119,
09120,
09122,
09123,
09124,9.366797900262467
09125,6.1749186033456835
09127,
09128,
09129,
09130,
09131,5.525803310613437
09132,7.804044431785815
09133,
09134,7.626105665790103
09135,
09136,6.935645215071691
09137,8.356300297651858
09138,8.393341990319914
09139,
09140,6.009054740019207
09141,5.936972425436128
09143,
09144,
09148,2.069901594842212
09149,
09151,6.633039092055486
09152,9.715242881072026
09154,4.957746478873239
09155,
09159,
09160,
09162,9.512002704834892
09163,6.868012196892696
09164,8.015017956252041
09166,
09167,
09168,4.065155807365439
09169,
09170,7.050757265656979
09172,10.926406926406926
09173,5.825242718446602
09174,7.713331308836927
09175,7.40807824669444
09176,
09177,6.658573029510646
09178,
09179,
09180,5.5769230769230775
09181,7.7153655675746124
09182,
09183,
09184,
09189,14.482183788289227
09190,
09191,
09192,
09194,10.974170709322145
09195,
09196,4.930677602030854
09197,7.393117831074035
09198,6.740130523162511
09199,4.627035999585019
09200,
09201,
09202,
09206,
09208,5.063825298027218
09209,9.676962312269763
09211,9.202453987730062
09213,8.152361254739745
09214,12.28510720494495
09215,8.43676122931442
09216,8.794466403162057
09217,8.367968966472707
09218,4.639574797918281
09219,7.156611039794608
09220,
09221,6.850502948317724
09223,
09224,9.18876928198868
09225,
09226,
09227,7.3267518389469615
09228,2.3255813953488373
09229,5.826656955571741
09230,
09231,
09232,
09235,8.661673721914685
09236,
09238,8.252757728448863
09239,
09241,10.389323921914634
09242,
09243,
09244,
09246,7.3418063818280155
09247,
09248,
09249,
09250,7.894404446128584
09251,10.932905640203154
09253,7.780202850173322
09255,
09256,5.881427897468155
09257,
09258,7.129824561403508
09259,4.485514485514486
09261,8.003968910203408
09262,4.2470205850487535
09265,
09266,
09267,2.9975100555449146
09268,
09269,
09270,7.418458689165552
09272,9.0648170294188
09273,
09274,9.10182837314827
09275,7.119741100323624
09276,6.215809085863791
09277,5.309931126416352
09279,7.470974255426552
09280,
09281,6.373130785663422
09283,
09287,6.5458796025715955
09288,6.059584035975267
09289,9.871855719031798
09292,
09294,8.296603577910293
09295,
09297,8.212364226982032
09298,
09301,5.893817728229516
09302,
09303,
09304,5.552849488553337
09306,
09307,15.185631952821337
09308,
09309,8.198562443845463
09310,
09311,
09312,7.637614678899082
09314,6.814449917898194
09315,6.424389873032768
09316,4.748951603762892
09317,
09318,
09321,8.635604795871908
09323,
09325,4.052963022767641
09326,6.9514724180837835
09327,
09328,
09329,7.726384364820847
09330,8.630016354258398
