CTOT,M1_surface
0114074,103446.5304832681
0114075,5242.5990096035675
0114901,1171.6320726968897
0114902,0.0
0118001,1969.1632105910687
0118002,3234.979623782632
0118003,144321.3707261037
0118004,3382.4801159622375
0118005,2817.4031704523213
0118006,13388.866278611189
0118007,1192.097530293665
0118010,4914.090232978978
0118011,24231.656188079833
0118012,3555.921437337176
0118013,12028.36782480438
0118014,40296.461596057816
0118015,6599.581490729289
0118016,390.92659625829003
0118017,139844.51018284692
0118018,3546.600675401056
0118020,8584.190755175558
0118021,180399.6467455025
0118022,189006.49769348197
0118023,52138.50068714489
0118024,36871.62285614253
0118025,298.0897784056163
0118027,5697.2342317733965
0118028,1470.7944532864149
0118029,12620.500053487984
0118030,3014.7879868811597
0118032,1268.359757989817
0118033,0.0
0118034,3039.9529990010346
0118035,14307.521801228644
0118036,151236.5410803765
0118037,2536.795947258695
0118038,6074.681177070344
0118039,5590.088142466788
0118040,720.6421405274897
0118042,3271.611786622373
0118043,0.0
0118044,865.1139168143387
0118045,711.3846278312266
0118046,706.8494426709689
0118047,16298.73201448449
0118048,38437.13459148957
0118049,26220.25031858045
0118050,2103.9835620474964
0118051,0.0
0118053,264.94519745414334
0118054,511.6789963472259
0118056,44168.94873060883
0118057,5371.372962497023
0118059,52881.456261728556
0118061,7214.644783417913
0118062,53631.47654454184
0118063,780.9190467899828
0118064,0.0
0118065,4013.4300235003498
0118066,4088.5210525981583
0118067,1123.0857272067583
0118068,116378.86232570144
0118069,0.0
0118070,751.9377669517671
0118071,15795.49919025518
0118072,8563.800305570945
0118074,625.3748931010193
0118076,0.0
0118077,0.0
0118078,8839.040916692009
0118079,16082.7194396191
0118082,11581.648066621321
0118083,1135.1452765175302
0118084,51500.54736927412
0118085,4310.4295784031165
0118086,2964.481513548288
0118087,1854139.4212282125
0118088,4319.04068735798
0118089,168069.4294787744
0118093,3605.365678405039
0118094,1610.9150044741705
0118095,2218.187775373176
0118096,528.4372871563456
0118097,913.3102060603874
0118098,55608.31562249674
0118099,2681.6178799636164
0118100,122350.15245341157
0118101,93656.3135116878
0118102,31127.898107694236
0118103,641.2022549477324
0118105,1900.5110221696611
0118106,2661.0010487599493
0118107,13739.353970641117
0118108,3250.569568689857
0118109,1053.9362095481729
0118111,3573.9706758222037
0118112,880.9142453586275
0118114,1328.556391402457
0118115,26343.595221178286
0118116,23929.58137803735
0118117,1103.955017962267
0118119,2353.260996443848
0118120,0.0
0118121,2023.1107410731618
0118122,44838.28201024947
0118123,7282.421213839432
0118124,1148.5093435379947
0118126,8860.504891049339
0118127,129993.37735499893
0118128,1147.235225289604
0118132,5644.100598777959
0118133,6030.293267613219
0118134,29837.111932222357
0118135,18432.055250012905
0118136,3926.750767162456
0118137,1636.591673918811
0118138,27880.74588902576
0118140,350095.55864608154
0118141,629.5765040771685
0118143,3786.7964268692695
0118144,1176.5080114903162
0118145,77500.98388498093
0118146,3537.4572120085013
0118147,2796.1591294077334
0118148,0.0
0118149,20495.83906771979
0118150,15316.816434265314
0118151,5500.221111848299
0118152,5154.720210167971
0118153,9543.073047703401
0118154,3194.445768881067
0118157,1320.964250668384
0118158,23945.743827152957
0118159,1009.6904825637068
0118161,949.1829305323463
0118162,0.0
0118163,0.0
0118164,6611.443827836466
0118165,32729.811357596405
0118167,1988.584719148293
0118168,1101.4929496232276
0118170,405.45300328534034
0118171,13808.797932336027
0118173,71561.73807374999
0118174,1147.2754071897925
0118175,85602.56152932186
0118176,252.76606639739728
0118177,716.1616303565162
0118178,629.8736292490479
0118179,1930.3494501204725
0118180,2841.1077719027694
0118181,0.0
0118182,2710.800172548098
0118183,4394.186304394332
0118184,3116.563595122812
0118185,9262.474000616081
0118187,870.4032693143569
0118188,14495.374497223032
0118189,663.7362756900212
0118192,5634.366523375209
0118193,431689.0761454233
0118194,0.0
0118901,2581.1189506525075
0118902,599.9688036967609
0118903,6159.138404021273
0118904,2790.0170566079983
0118905,82732.84084961764
0118906,0.0
0118907,1352.9687477624127
0118908,0.0
0118909,1496.5867151380548
0118910,2560.817829516106
0118911,34235.70671223523
0118912,0.0
0118913,523.3700438896724
0118914,6769.62732710625
0118915,4899.28080321052
0118916,13026.977384131023
0121001,2012.3938890664494
0121002,231468.39250872596
0121003,1189.4764123358173
0121004,3305.078661141891
0121005,602646.6930587117
0121006,56030.450914654786
0121007,41164.52090023298
0121008,37388.045200347224
0121009,1387.0417649217457
0121010,87113.82944082585
0121011,13263.71635616202
0121012,587.2555200623215
0121013,85164.32120430827
0121014,8517.116329534372
0121015,11767.839724942016
0121016,11265.996114562622
0121017,13181.376927656638
0121018,75690.60838924863
0121019,1093.2817658091963
0121020,0.0
0121021,123314.70525156267
0121022,967.985517351442
0121023,9074.074988807959
0121024,211.71723881030448
0121025,5128.8721838254405
0121026,932.3527404121269
0121027,0.0
0121028,0.0
0121029,5669.44395107494
0121030,18138.93994843753
0121031,10632.97005391555
0121032,9990.217911663463
0121033,911.2868806167307
0121034,1797.4279793882233
0121035,67928.33251458438
0121036,7815.839151702751
0121037,3368.8906253894047
0121038,2589.9656548839225
0121039,0.0
0121040,7866.203879687567
0121041,1323633.1652084982
0121042,882337.1002278395
0121043,1099.3978226245047
0121044,501039.01706544566
0121045,4195.082603415291
0121046,16144.474034435205
0121047,10618.720678845571
0121048,0.0
0121049,18951.094108303143
0121050,515464.47876464995
0121051,0.0
0121052,45590.58091553581
0121053,71300.18142579542
0121054,63829.368501144105
0121055,731428.8003853904
0121056,12993.235897936735
0121057,0.0
0121058,0.0
0121059,0.0
0121060,94791.87139936909
0121061,32056.254669756254
0121062,18914.746018817175
0121063,83832.17386763587
0121064,67537.03596306345
0121065,1121.5457901702052
0121066,6684.289692098148
0121067,970.9609737524056
0121068,1938.5714335833607
0121069,2543.219675804148
0121070,29474.1461966927
0121071,817.3842994798325
0121072,56470.83230378275
0121073,0.0
0121074,28410.103473335235
0121075,886.544741528744
0121076,7080.703825430571
0121077,7345.770768820779
0121078,3301.636592433757
0121079,4143.453041104244
0121902,5617.013578613698
0123001,24364.35412237375
0123002,75488.40504015303
0123003,40114.119676674294
0123004,12880.4838128138
0123005,295210.8670353992
0123006,25826.40757104349
0123007,78437.2983800695
0123008,10885.046162714885
0123009,101937.84615974461
0123010,79608.20758569571
0123011,26695.2366077727
0123012,11191.685943115468
0123014,23247.017174848574
0123015,9820.90595933786
0123016,4945.909369909822
0123017,24029.552277935043
0123018,43570.90795812516
0123019,15288.002913724249
0123020,70287.99843664888
0123021,14763.338176285148
0123024,80785.0960636378
0123025,18341.0622550407
0123026,20445.948388712673
0123027,4951.060727260547
0123028,58203.859341140924
0123029,6084.040051371609
0123030,7598.445685594294
0123031,17395.05631697802
0123032,18900.1436136382
0123033,6801.585720979199
0123034,9164.231799798123
0123035,21799.931148005333
0123037,1998.8473954984959
0123038,14637.04431224931
0123039,26293.660846711096
0123040,22558.098905735205
0123041,15028.055573664864
0123042,1580.911824261924
0123043,47824.723317269054
0123044,39128.138199721216
0123045,17953.307906514616
0123046,62053.10143757606
0123047,2852.9131471690366
0123048,6853.181650743612
0123049,40540.28248346077
0123050,1038479.0537076418
0123051,11991.765076486623
0123052,10609.163918606926
0123053,19801.390407998428
0123054,6138.759637574599
0123055,561445.889506318
0123056,71033.20280360049
0123057,4983.6088279213855
0123058,73168.87272300426
0123059,58030.70215078234
0123060,311140.8416819419
0123061,26012.461903059157
0123062,11241.771166400347
0123063,24673.82941979441
0123064,3492.257575284929
0123065,10692.499498484
0123066,36709.06260440555
0123067,22745.992546771315
0123069,40980.91292547092
0123070,9110.931822173174
0123071,27371.994844761837
0123072,5721.124713132289
0123073,17220.979098669195
0123074,20642.011464630683
0123075,26026.035762529133
0123076,46247.11566348502
0123077,14163.555331495238
0123079,12311.895524474437
0123080,16701.379810770744
0123081,17590.67421521004
0123082,25987.662441054814
0123084,21982.009814036533
0123085,39688.24691495238
0123086,145756.0040640931
0123087,511936.7191930751
0123088,117420.27366378061
0123090,12231.689043628872
0123091,5387.175339947252
0123092,262963.66344313114
0123093,18885.57024484562
0123094,47591.39534674093
0123095,64936.27385624508
0123096,88838.19254470814
0123097,259686.51980913873
0123098,8008.18724409192
0123099,70611.46436659923
0123101,4454.251225182158
0123901,1986.651004114671
0123902,19381.651114981352
0123903,27342.482078149726
0123904,33151.97617744418
0123905,30944.959755013013
0129002,21596.037501142997
0129003,1182.0428069671232
0129004,1160.1303866079393
0129005,49268.916193373174
0129006,675.360643885246
0129007,379209.7854253699
0129008,111880.56405790322
0129009,0.0
0129010,15662.057579502189
0129011,0.0
0129012,18784.10253957994
0129013,5718.798229452113
0129014,0.0
0129015,243705.13010567753
0129016,0.0
0129017,34040.58200418031
0129018,3241.834600379901
0129019,280.1774522552711
0129020,1179.1679691398006
0129021,949.9376775195228
0129022,998.9805205497248
0129023,11237.808421765403
0129024,271.1682528715961
0129025,259374.7880019532
0129026,8876.832199938006
0129027,6284.234793654756
0129028,0.0
0129029,1483.4688028690452
0129030,2569.780466700497
0129031,674.8932745810488
0129032,25666.324680159847
0129033,2378.8558467838284
0129034,393.88908102307596
0129035,0.0
0129036,0.0
0129037,0.0
0129038,55248.066358679855
0129039,16311.737980400905
0129040,1764.785284165587
0129041,10685.390599037066
0129042,35587.4692281765
0129043,14063.722459680164
0129044,417.2597635852313
0129045,5422.208727581885
0129046,4669.338237065438
0129047,1764.9951783037689
0129048,6875.476445240882
0129049,28814.740377863305
0129050,0.0
0129051,219454.62586743888
0129052,0.0
0129053,15976.229328587908
0129054,290960.1485920156
0129055,2542.1481617589284
0129056,11116.516285534763
0129057,802.6745510475679
0129058,1110.0747707138953
0129059,65406.91055166982
0129060,2594.719212596479
0129061,302.50513097059263
0129062,0.0
0129063,0.0
0129064,0.0
0129065,367.91097303079073
0129066,0.0
0129067,9149338.938787892
0129068,52211.0887185439
0129069,832911.7824668352
0129070,505016.16267596243
0129071,1602.7885093493924
0129072,10827.727588338099
0129073,1093.618068794542
0129074,699.0283487477309
0129075,170466.0087612818
0129076,1411.9183922008615
0129077,2983.173398485932
0129079,25224.60772223355
0129080,12561.428760698524
0129081,543.9792609997082
0129082,222087.79287855767
0129083,2338.953589859265
0129084,132301.89047318004
0129085,844.8189832740031
0129086,0.0
0129087,0.0
0129088,4637.865854699059
0129089,2960.5210018789394
0129090,1243.0984804812958
0129091,64980.12861142694
0129092,311.34767270763524
0129093,3114.8887908569745
0129094,605854.2320185802
0129095,10394.826980620934
0129096,590.7608584526997
0129097,57908.20412801912
0129098,3803.343907846501
0129099,0.0
0129100,835.5363888375933
0129901,248097.80249168267
0129902,0.0
0129903,0.0
0129904,0.0
0141001,14449.266349840023
0141002,0.0
0141003,47231.40478361294
0141004,927721.5130821535
0141005,186511.89659075293
0141006,20127.431460496227
0141007,196082.60564684652
0141008,8210.839351174694
0141009,8058.350329427494
0141010,35393.51857910458
0141011,108192.45442836409
0141012,27413.05307870815
0141013,51030.30283006468
0141014,23486.93646079086
0141015,50321.783077806766
0141016,162389.3972462453
0141017,826306.9439912568
0141018,84055.54706394007
0141019,73723.68933012753
0141020,471085.5180072061
0141021,193286.4562108161
0141022,379400.6887712588
0141023,40576.6638993035
0141024,176216.81473813616
0141025,17367.0840775541
0141026,39674.22712429125
0141027,19742.988484891983
0141028,89375.51023259488
0141029,159584.39647070144
0141030,4335.630066459789
0141031,1265.1189539379184
0141032,28284.85651342306
0141033,9336.062348376927
0141034,76054.44702238966
0141035,5746.636779828208
0141036,0.0
0141037,24774.064305071464
0141038,2353211.694509087
0141039,345218.3471013588
0141040,265250.5912006234
0141041,28463.709254383815
0141042,74006.5203963352
0141043,11087.54144433156
0141044,303906.8553492825
0141045,97529.33066843965
0141046,3643.638539479262
0141047,110794.17295359382
0141048,0.0
0141049,243133.9629531905
0141050,75524.75161911131
0141051,20225.46947091048
0141052,1283.769081543233
0141053,178468.09417422587
0141054,15729.239450272275
0141055,170558.785444847
0141056,66134.19049443827
0141057,0.0
0141058,268174.61007500556
0141059,667098.8721855202
0141060,87740.61520582339
0141061,159439.67959244922
0141062,18260.111948127236
0141063,46840.13275899399
0141064,11008.012752206103
0141065,30706.816237560168
0141066,2017.2403456570653
0141067,63713.288818111396
0141068,70891.395984638
0141069,554085.692108398
0141070,114719.90043640965
0141071,2109.8877963464565
0141072,849.0537900716595
0141073,1652.3319113268146
0141074,1583.627375040811
0141075,138159.93561055977
0141076,8467.57532407051
0141077,77241.6966091017
0141078,9020.099244436262
0141079,40859.25947538069
0141080,0.0
0141081,731334.0887245702
0141082,37595.36224087981
0141083,10358.149629556361
0141084,49311.402365967726
0141085,100830.5573368095
0141086,182975.225070791
0141087,91050.12658045843
0141088,1098.79423365808
0141089,1498382.822244846
0141090,22602.86146618181
0141091,9665982.202547956
0141092,126500.53173052715
0141093,782025.4910848503
0141094,20943.282150301242
0141095,478117.439811894
0141096,90447.83279972138
0141097,54665.245531162625
0141098,62437.05539591641
0141099,21586.960540148684
0141100,0.0
0141101,33801.71587664272
0141102,429526.1131359167
0141901,85414.95663912235
0141902,52197.37979739925
0141903,135708.4637831715
0141904,3863.6706033553346
0222001,2423.6514929781715
0222002,9101.259394480225
0222003,2361.4900755464587
0222004,0.0
0222006,2964.8469337472466
0222007,58119.84830282713
0222008,1078.8528163518847
0222009,7050.834720001218
0222011,0.0
0222012,0.0
0222014,0.0
0222015,1484.4045427126416
0222016,0.0
0222017,8374.246376930349
0222018,0.0
0222019,8140.226836899421
0222020,248.88294798688005
0222021,8763.88126013034
0222022,3058.7700723381663
0222023,1823.8082461817366
0222024,4603.400926208269
0222025,1784.1417112174056
0222027,3405.912982465092
0222028,299.64466998843534
0222029,1990.2320929569983
0222032,0.0
0222035,0.0
0222036,0.0
0222037,4470.354465260358
0222039,26673.37859333222
0222040,922.1552207372985
0222041,0.0
0222042,0.0
0222043,0.0
0222044,1556.0455928009173
0222045,338.1442605242408
0222046,0.0
0222047,5321.517600252921
0222048,195102.92866598428
0222049,1459.8499527821964
0222050,0.0
0222051,447.57070785575695
0222052,7643.830390126215
0222053,3132.981386283616
0222054,17387.67282229105
0222055,588.6517284261694
0222057,1912.1203527587056
0222058,861.7795856188485
0222059,71185.02157661806
0222060,2818.474184285529
0222061,156774.8098877311
0222062,500.5456640516511
0222063,0.0
0222064,1480.592196302785
0222066,7683.250667755494
0222067,450.92131924036806
0222068,0.0
0222069,196.10639904758727
0222072,329.661056860862
0222074,399.95412050707466
0222075,0.0
0222076,1505.6496842559318
0222077,17636.950865633367
0222078,10752.579591677712
0222080,1908.2580379231727
0222081,1740.9962520292943
0222082,0.0
0222083,0.0
0222084,237.57409997577093
0222085,4548.058389783127
0222086,5352.74123170396
0222087,0.0
0222088,0.0
0222089,0.0
0222090,206.77621023107946
0222094,4209.770983519008
0222095,0.0
0222096,1558.1695236815995
0222099,2156.116340146902
0222102,0.0
0222103,3281.284686788812
0222105,0.0
0222106,0.0
0222107,436.1993463302212
0222109,481.30006563472847
0222110,825.394412428409
0222111,0.0
0222112,1372974.2113790323
0222113,1027.8339245247575
0222114,0.0
0222115,10469.58241698023
0222116,13407.973954863704
0222117,6402.669571658807
0222119,7277.642140437861
0222122,984.6303344803376
0222124,0.0
0222125,648970.353761494
0222126,0.0
0222127,7771.193953169539
0222128,1859.5538166301415
0222129,514.470174892949
0222130,164479.1607869895
0222131,0.0
0222133,1112.085361111207
0222135,0.0
0222136,0.0
0222137,0.0
0222139,2702.326040023594
0222141,3560.3583262244542
0222142,0.0
0222143,0.0
0222144,0.0
0222149,0.0
0222150,4982.6455015579895
0222151,0.0
0222155,0.0
0222156,15548.274780609501
0222157,0.0
0222158,180328.3425036661
0222160,1570.1331919503225
0222162,0.0
0222163,2179.926165933939
0222164,0.0
0222165,0.0
0222167,7847.533852764481
0222168,0.0
0222170,9328.05058064104
0222172,0.0
0222173,899.1182603011412
0222174,5120.87085569664
0222175,0.0
0222176,5511.349126951474
0222177,0.0
0222178,1008.490134617599
0222181,0.0
0222182,0.0
0222184,138.48215103132947
0222186,447.39656708390567
0222187,1055.0909400200976
0222188,0.0
0222189,4578.8818612940195
0222190,0.0
0222193,1087.7564570370428
0222195,1220.9515708433926
0222197,0.0
0222199,71979.93672978588
0222200,249.48263948865588
0222202,679.1791427048097
0222203,1877.3234266211261
0222204,11021.374494589965
0222205,1761.4681665910357
0222206,2257.2606387046376
0222207,0.0
0222208,327.62019910808726
0222209,802.7911740055689
0222212,0.0
0222213,6886.688826666921
0222214,0.0
0222215,0.0
0222217,1659.843248307645
0222218,1264.1764279120216
0222220,781.9451789331973
0222221,0.0
0222222,10132.84738999782
0222223,0.0
0222225,33806.815274999775
0222226,10048.552188927464
0222227,417.16006969167074
0222228,10774.257564308356
0222229,2122.904154400718
0222230,1555.766119966338
0222232,1211.3748780375893
0222233,0.0
0222234,21348.70450267462
0222235,0.0
0222236,11991.591694411287
0222239,2159.692021961386
0222243,0.0
0222244,0.0
0222245,8245.625833432416
0222246,0.0
0222247,0.0
0222248,406.03884107073645
0222249,0.0
0222250,8397.730591489042
0222251,21752.96653283429
0222252,2395.292812851916
0222253,238.41070321960618
0222254,13388.987140794092
0222901,118.95880469782995
0222902,0.0
0222903,1875.0003268892146
0222904,2742.2941040610804
0222905,0.0
0222906,0.0
0222907,31067.847649914995
0222908,0.0
0244002,311.10630258414653
0244003,0.0
0244004,1616.584531917923
0244006,0.0
0244007,2282.193529059981
0244008,40165.536308920324
0244009,10939.803615753866
0244010,2361.240117568266
0244011,0.0
0244012,1520.89491718619
0244013,51202.11270474995
0244014,21669.765911630846
0244016,0.0
0244017,86.66653726636932
0244018,0.0
0244019,0.0
0244020,0.0
0244021,1372.9015008594595
0244022,365.0848925211529
0244024,0.0
0244025,189629.87166032213
0244026,0.0
0244027,451.99573083148016
0244029,3124.0008924341982
0244031,1677.13577802123
0244032,0.0
0244033,1982.0764030985656
0244034,272.15510786062623
0244036,0.0
0244037,881.9557319905485
0244038,694.0672621162865
0244039,691.472212110345
0244040,0.0
0244041,299.94727954682423
0244042,1791.43204801512
0244043,8843.963517670563
0244044,326.497310573133
0244045,15609.84582760662
0244046,0.0
0244047,189.03385948936628
0244048,0.0
0244049,5090.331837972739
0244050,77939.36943747189
0244051,5241.847134909977
0244052,383.23547333693114
0244053,903.3197069673774
0244054,1802.9423654870595
0244056,18349.177068243876
0244059,1943.8162647374618
0244060,0.0
0244061,0.0
0244062,0.0
0244063,0.0
0244064,0.0
0244066,412.8443448127414
0244068,1083.11746116953
0244070,1449.2325725656144
0244071,19893.429376743126
0244074,3143.5196023996177
0244075,0.0
0244076,8116.447506165404
0244077,632.1739761389402
0244080,0.0
0244082,1374.8860971841375
0244084,0.0
0244086,2557.2642235459116
0244087,810.6606409891092
0244088,0.0
0244089,1926.7905444801686
0244090,0.0
0244092,211.99650216210895
0244093,0.0
0244094,0.0
0244096,0.0
0244097,3221.1987146089823
0244099,5182.409281704523
0244100,0.0
0244101,833.4691735601591
0244102,0.0
0244103,558.7191306037898
0244105,0.0
0244106,0.0
0244107,0.0
0244108,1939.5489884470815
0244109,1095.2963443230512
0244110,0.0
0244111,871.5234721843505
0244112,0.0
0244113,0.0
0244114,0.0
0244115,978.4578663115574
0244116,0.0
0244117,2801.3706050702203
0244118,299.3314810337354
0244119,752.7289733606362
0244120,1362.8413050286363
0244121,0.0
0244122,45710.16799332696
0244123,0.0
0244124,0.0
0244125,0.0
0244126,0.0
0244127,128.07586859393976
0244131,697.5981384968475
0244132,0.0
0244133,0.0
0244135,0.0
0244137,1072.7700536322327
0244138,0.0
0244141,0.0
0244143,9481.841004709362
0244144,0.0
0244145,678.5389038801277
0244146,0.0
0244147,605.0187526318737
0244149,0.0
0244150,0.0
0244151,0.0
0244152,765.4946409414484
0244153,1278.6929483323856
0244154,75.29696600530403
0244155,2499.117532552
0244156,0.0
0244157,0.0
0244158,3170.275559328824
0244159,0.0
0244160,3090.269754471189
0244161,925.3462399389326
0244163,0.0
0244164,0.0
0244165,831.6161928441574
0244167,837.6312347159255
0244168,0.0
0244169,3571.240422384747
0244171,0.0
0244172,0.0
0244173,0.0
0244174,0.0
0244176,1354.2310349394356
0244177,0.0
0244178,0.0
0244179,794.4802167024822
0244180,0.0
0244181,0.0
0244182,3960.537382183676
0244183,103.68369386783564
0244185,2648.9768822513897
0244187,1649.749223868464
0244189,0.0
0244190,0.0
0244191,996.9034952936696
0244192,1908.7752009416208
0244193,1563.3423078675412
0244194,733.3261553203293
0244195,225.3510497708149
0244196,0.0
0244197,222.56412977289403
0244198,32208.50453651635
0244199,0.0
0244200,0.0
0244201,9245.03393967209
0244203,0.0
0244204,545.2034146925816
0244205,73177.37182395985
0244206,0.0
0244207,0.0
0244209,38488.89708185954
0244210,2153.7832699516985
0244213,658.5810492205825
0244215,511.25519175148014
0244216,94955.49198887196
0244217,299.7177404981789
0244218,554.9308462697069
0244219,759.4152222054739
0244220,0.0
0244221,1270.6695580559017
0244222,0.0
0244223,0.0
0244224,0.0
0244225,0.0
0244226,0.0
0244228,0.0
0244229,0.0
0244230,284.6653699075017
0244231,0.0
0244232,0.0
0244234,1200.7837315276176
0244235,0.0
0244236,0.0
0244237,9525.670191826817
0244238,3809.618229755907
0244239,0.0
0244240,2756.1782611243125
0244241,804.9681931315831
0244243,0.0
0244244,0.0
0244245,13408.58929003471
0244246,5065.087108554021
0244247,0.0
0244249,0.0
0244251,0.0
0244252,0.0
0244257,0.0
0244258,0.0
0244260,0.0
0244261,4146.050763939934
0244262,0.0
0244263,0.0
0244264,1870.3688319693838
0244265,3932.734810595348
0244266,0.0
0244268,0.0
0250001,0.0
0250002,0.0
0250004,58098.83837245051
0250006,0.0
0250007,0.0
0250008,84434.62360214129
0250011,0.0
0250012,3432.955600977518
0250013,0.0
0250016,0.0
0250017,3034.19003115245
0250018,0.0
0250019,1427.820948259659
0250020,0.0
0250021,1275.7006850486478
0250022,0.0
0250023,3281.1241232671714
0250024,0.0
0250025,80125.73181732597
0250026,0.0
0250027,0.0
0250028,1933.0378331348938
0250029,1799.06465355831
0250030,1248.609225421838
0250031,0.0
0250032,475.67749311801066
0250033,0.0
0250034,9384.880434447323
0250035,0.0
0250037,0.0
0250038,2329.9793333679563
0250039,15262.877423029993
0250040,0.0
0250042,0.0
0250043,2101.7409677379865
0250045,10840.74965065969
0250046,0.0
0250047,0.0
0250048,322.62685646578956
0250053,2697.2484677978982
0250055,10355.1978352165
0250056,18443.021390058042
0250057,1271.2185291415956
0250058,642.0426244490168
0250059,951.5508657849148
0250060,0.0
