CTOT,M3_length
0222019,4.201630404276406
0222045,4.572282104226187
0222048,1.9865782370741456
0222059,0.23744151792460802
0222089,3.3256705495457393
0222112,0.03564931153279892
0222117,0.9487990283744041
0222125,19.899080650642993
0222130,5.113261233102298
0222158,2.1086109494234773
0222170,8.43508552865671
0222175,0.3003037238542748
0222199,0.8847138610749057
0222205,7.6476280208431024
0222221,0.8836058098841358
0222225,3.3392431363014383
0244013,0.4517577558245345
0244037,18.713797924629386
0244076,9.753775217643039
0244086,8.246394977667292
0244121,1.32119588523361
0244141,6.045953423664466
0244153,5.271990310581355
0244207,9.855829825861377
0244209,7.145932147647806
0244216,5.40502841834706
0244225,6.7085998545190115
0244231,0.6817532391244724
0244241,2.9646132223403865
0244245,8.572646327081358
0244246,8.309915338916722
0244247,7.2869533689145936
0250008,2.434250637770563
0250025,0.8237994011611649
0250043,0.40888067624576774
0250066,0.4690905090130295
0250067,17.301837888616276
0250068,0.16588959732736266
0250074,0.7411504609395103
0250089,1.805347622016469
0250094,11.909895245958783
0250095,5.160498478167056
0250122,0.0631543783551102
0250123,0.40888067624576774
0250132,0.8809266911200806
0250161,2.9789982472743715
0250182,18.766321709465892
0250184,3.639390533054092
0250201,2.6136342387297526
0250203,0.9750311970388021
0250219,3.2809052320091636
0250225,0.5813394409339475
0250257,0.04010265654357294
0250272,6.748884323940793
0250289,9.855829825861377
0250297,181.93175793005383
0250298,1.7758743638576309
0333004,7.454576985919866
0333016,5.542748111049739
0333017,2.6046630554399997
0333020,23.335745250039153
0333024,33.142939778724006
0333026,2.4450993335140763
0333031,6.93261761220797
0333035,17.292502988417365
0333036,1.1273384101213615
0333037,2.8942378566711917
0333038,7.546195802156133
0333041,0.32731167806885986
0333044,9.933256674954684
0333049,0.008356741297825475
0333052,0.8437557237628807
0333054,15.644317117451447
0333057,0.27412881039064985
0333058,8.473556211474298
0333060,8.335721623764684
0333064,0.08072397790191255
0333066,17.174105377772516
0333069,0.5380734034085785
0333076,0.8336092032790555
0407002,4.494984148291096
0407003,4.603508826432454
0407004,0.3191780991043744
0407005,3.600562709381533
0407008,5.114663860797142
0407010,3.8826696211936684
0407011,28.10879987315405
0407013,12.776632013058624
0407014,0.7753387039935896
0407015,9.425075819185052
0407020,0.10388444456430543
0407022,3.7646028440620816
0407023,0.5966855011419608
0407024,23.911467562011932
0407026,6.321582947884385
0407027,1.3087089103856904
0407029,4.349012989222346
0407031,5.411554377340335
0407032,20.494369424236545
0407033,14.75824298072002
0407035,0.22659385270434498
0407036,19.89075373550678
0407037,0.9533051374507097
0407038,2.847229648178074
0407039,2.698628127885696
0407040,102.48795042576417
0407042,23.48798732426334
0407043,0.7813111446670528
0407044,2.8918450214316116
0407046,9.528024477995658
0407047,0.16236169940899373
0407048,3.4616364091837437
0407049,4.655581219275828
0407050,8.506501616347867
0407051,2.9674812066399
0407052,4.425052930065394
0407053,0.11692860074476413
0407054,20.32557723322165
0407055,2.3439608622189607
0407056,2.915654811962348
0407057,2.880205376077523
0407059,0.33617572885162805
0407061,0.06872411942185527
0407062,10.763295375302784
0407064,1.3727651761845352
0535002,73.14141293175544
0535003,11.916554802546422
0535004,8.541569813101415
0535006,63.303250592666934
0535008,1.1379183883867126
0535011,7.75816095784176
0535013,34.43198814162203
0535014,39.952832140851
0535015,14.66211951015723
0535016,661.3296419513343
0535017,13.025137873511387
0535018,16.075120421996857
0535019,42.107015524327146
0535022,13.989251786654748
0535026,116.13334893694375
0535027,8.249734648561002
0535028,17.745100852213227
0535029,1.545723020844222
0535030,10.10053268089419
0535034,10.325608115359675
0538001,2.0360165850158474
0538007,1.451087970130388
0538013,0.15600582962962375
0538017,1.1914437704762937
0538019,1.4524481716128865
0538020,3.0052535018652904
0538022,2.4165256968234488
0538023,1.0696249452180138
0538024,3.434212998115358
0538027,0.7180216293598988
0538028,0.3443705205874292
0538036,1.2379604235371882
0538038,30.237129345316617
0538040,0.42473264513522424
0639008,7.115816420284993
0639011,2.56187269191247
0639016,12.59637084602867
0639017,0.15190702376330592
0639018,9.828831643498688
0639019,5.952493912362229
0639020,16.228503500369563
0639021,2.4442579910076656
0639023,1.0908453753981895
0639025,6.201966671605004
0639026,5.333441382306982
0639027,7.5336726413081765
0639032,19.187797478733657
0639035,3.0741496274546156
0639036,1.0147492619542982
0639038,3.850571071012274
0639040,0.05030851988005526
0639042,2.9061275413996905
0639044,0.6082569338689048
0639048,1.2205871708915295
0639052,1.2576758356155766
0639054,1.5629637166082568
0639056,2.85599372242105
0639057,1.986616857128062
0639059,0.23226347366866745
0639060,4.96649844996611
0639061,5.315222636617271
0639069,1.9849147174883477
0639073,0.2936264461975999
0639074,10.425512510141015
0639075,39.817264383648336
0639076,0.7955440339395323
0639078,11.939697950381063
0639079,3.780964399696581
0639080,0.5418896634461623
0639085,2.851943542112542
0639087,18.26077370388519
0639095,0.7228741367279093
0639099,8.572732882108733
0705014,9.619926479864404
0705016,1.4944248851288005
0705019,4.498586824646388
0705022,1.4933886153121312
0705168,7.385029976959504
0709018,16.034192954799085
0709026,6.677350986414757
0709030,29.040879644516615
0709037,7.581516128738474
0709059,70.0318884968018
0709066,23.37714796452993
0709074,0.3697653468227819
0709078,4.198749194251208
0709131,0.3245914948888294
0709163,9.571166739417786
0709177,2.910998823105946
0709184,27.62442585473643
0709191,23.37714796452993
0709216,0.2511325389888197
0709219,11.026727682698
0709221,5.830204567541153
0709226,1.5966201309792498
0709266,12.357255775201207
0709314,23.37714796452993
0709315,9.310849375120444
0709318,15.416150671653408
0709332,4.102940082025191
0709345,0.5110973131297526
0709388,23.37714796452993
0709410,5.858114230614255
0709413,1.5478472007069144
0709414,5.503308504461076
0709430,23.37714796452993
0709434,6.594827350890181
0709439,2.1549115060543516
0709463,17.943593698935224
0724007,12.087510491787487
0724008,4.37139472736334
0724010,4.11983251746581
0724014,2.458409709951289
0724023,7.98529360105123
0724030,2.1483567971009103
0724031,0.04675339881100768
0724034,2.362622731537438
0724038,2.1629179486576096
0724039,0.08190056118535051
0724041,0.05928816256186964
0724057,0.07645285560231257
0724059,3.291095284795655
0724071,1.642117180100989
0724089,42.23594790573086
0724092,0.026706083906454365
0724093,6.031584730104164
0724094,0.715412706909266
0724095,1.583605153727469
0724098,0.06273276124743576
0724105,1.1523313905391177
0724115,8.245307616682824
0724117,4.443959871178724
0724142,11.12525201225429
0724143,7.408687939681061
0724163,3.4597753874083494
0724165,0.018255660922489925
0724166,2.463943766867268
0724170,5.84114676415998
0724189,0.9697745295169209
0724206,2.0801569788559
0724210,3.0291400664192567
0724222,21.252510223787592
0724223,1.401600641317605
0724227,0.8558461072468189
0734004,12.584447538088249
0734024,8.490838942774559
0734027,9.792251058166208
0734036,2.9007382657130014
0734053,4.71794250612032
0734056,1.24869274215789
0734066,0.931209876921019
0734083,0.14701993635680882
0734102,3.729076254617192
0734120,16.43480847802047
0734225,1.3020818417228492
0734232,1.0938454925901002
0737008,9.686158720596135
0737023,5.72821255777003
0737032,14.647092965705019
0737046,13.016922572440428
0737067,2.087950419227227
0737070,8.341120227460824
0737080,7.571895408294253
0737085,13.917347045290477
0737092,1.1831125467863566
0737142,1.635784943872408
0737240,1.9911678158700599
0737263,10.348674598194952
0737274,45.534905680535005
0737294,7.027546388945959
0737322,15.788386441836654
0737350,4.5399381342734815
0737354,14.613866465821083
0737362,6.542181804440808
0737373,0.3537523460751338
0740022,13.029085764398731
0740040,0.4665248265501707
0740057,15.292746240429265
0740063,0.25682961310396046
0740082,3.5484951039874972
0740101,6.373791498171456
0740103,5.127145380225813
0740138,12.252693877995243
0740145,3.325470521651493
0740148,17.122030275037147
0740151,6.732299152272137
0740155,4.647317589143641
0740179,1.9187984697351874
0740181,3.5660075498643717
0740185,6.887116091648204
0740194,19.22688943096805
0740214,3.176040783511322
0740216,5.084608825240313
0740231,5.927287457579954
0742001,38.83429149238037
0742043,1.6481513936032421
0742045,50.07413979597311
0742055,5.850607991084798
0742057,0.6676171064083094
0742061,38.83429149238037
0742093,0.17378869421799642
0742095,45.60754136681646
0742129,15.690695418623873
0742164,7.80518353881062
0742173,66.5893719453501
0742181,1.306486341497241
0747002,5.703471140410994
0747007,29.110308821841848
0747010,14.123522479882824
0747021,5.338161635305971
0747023,8.78417453475792
0747044,6.846738334759171
0747052,7.069885489264321
0747059,4.051116867355845
0747061,0.3369282140357531
0747066,2.156268317029447
0747068,6.306898608141643
0747075,2.567201147686149
0747076,11.296098421364738
0747082,1.7138388935177782
0747085,4.073726425939659
0747104,9.084360858867106
0747105,5.7532890192319694
0747111,3.007136309929422
0747112,2.0350578809403173
0747114,5.738636218650774
0747116,4.051116867355845
0747133,5.992729808399474
0747157,5.359649498361035
0747161,13.671171189805246
0747165,0.530734093330271
0747173,7.3605400833493
0747175,10.48162706539562
0747184,0.10812130828626512
0747186,111.35495322533738
0747193,0.5264940112885796
0747195,11.082401512265648
0747221,5.7532890192319694
0747224,9.41840453902332
0747231,2.8629065339038524
0749019,3.0272225315093335
0749021,13.459143970461144
0749050,1.0474233393093133
0749065,0.1415298037331998
0749066,0.9160609852606446
0749085,1.050421448899241
0749105,4.443959871178724
0749159,8.3024432668332
0749179,0.04477718395189583
0749219,2.7061391502404377
0749220,3.445024159221056
0749238,8.608205036151784
0749250,1.789196032676123
0749257,3.8649034747317192
0749262,1.8216329556779554
0749275,13.900195494919833
0802003,188.9530158267473
0802008,19.038643287532036
0802012,10.162252845275377
0802016,7.169692072224021
0802022,14.783385313899155
0802024,0.00753111122039549
0802029,3.02183289348449
0802035,10.940168071031232
0802037,14.547226951087742
0802038,6.192119757906958
0802068,16.525832616442703
0802070,6.5470511861375185
0802072,3.9824226326221566
0802075,11.019279597971204
0802076,3.4807442132918966
0802080,10.033380641232718
0813005,5.6431229360555175
0813015,0.8952491746290193
0813028,0.9746974945934874
0813031,15.435046794278742
0813034,15.516068454048856
0813053,0.5440620233499419
0813060,0.7024358099909978
0813064,3.281158057963797
0813071,9.759356821127806
0813078,1.9217017278573068
0813087,8.198813782711133
0816052,0.4331851179287062
0816078,3.3056632018312793
0816145,0.9255766732338319
0816190,2.4410455689951593
0819006,1.4354268428025283
0819020,0.3288366246858705
0819022,5.553517998768303
0819024,0.726457338906359
0819036,15.889560016078645
0819041,10.37377445064894
0819071,0.621815171588658
0819111,20.44341962755409
0819112,21.429504512032242
0819121,17.333361230035287
0819123,12.810574238582308
0819124,30.77042277043141
0819130,29.867314138757752
0819142,28.865008502785756
0819150,42.077608844028774
0819152,6.135688735277822
0819160,24.912436576914462
0819170,20.803355304680707
0819171,1.7609949670783505
0819192,1.6814112097541736
0819194,27.00708442135484
0819212,40.38747103029239
0819215,5.351186042548024
0819220,7.561117715847358
0819224,10.775266161439447
0819233,33.639922314758515
0819245,0.7510568267416335
0819248,0.013999536995030589
0819252,0.4216809911680159
0819257,1.0373684456336014
0819266,8.004017410683119
0819269,0.013999536995030589
0819301,6.793760817359193
0819326,9.718040797028594
0819327,15.465683751915734
0819335,10.81433804761738
0845009,16.52076278737175
0845016,0.9824595702813929
0845019,3.2269413311012873
0845028,12.89392306074937
0845033,17.64081720140995
0845038,0.2683351246422471
0845043,1.083697502215723
0845066,10.349867896773814
0845081,0.8326190887328969
0845108,4.3615865991635285
0845121,0.1378107052311509
0845130,9.324089715421232
0845135,13.87760950056404
0845139,5.850239262352404
0845142,6.533787663121346
0845158,0.9633815003158425
0845161,2.934418649949799
0845162,12.990374300712947
0845165,28.395572584166597
0845168,4.981190203087685
0845173,0.5525733516047556
0845181,26.119573486483127
0845185,6.526434563381154
0845186,8.463683264951941
0845188,0.30800726130312517
0845201,0.29931756444423635
0908001,1.776833101721671
0908003,4.4891418535640755
0908005,2.6943346810818403
0908006,1.5687391117625058
0908008,1.2499976316695622
0908009,3.425214951703767
0908015,31.338357529196436
0908017,0.8285172208485625
0908019,381.67691608656344
0908020,1.6837404588837153
0908022,0.49760371655029506
0908023,2.078969041714403
0908025,10.308863399022382
0908027,1.4906815913090845
0908029,7.978101438752982
0908033,1.7922672434575966
0908035,4.696436836707827
0908037,0.943569342289376
0908040,0.47617998542114365
0908041,0.5176807952711612
0908043,0.29661983786897295
0908046,7.551167158409848
0908051,2.626639364601127
0908053,0.597644857770153
0908054,2.935087747977887
0908056,13.73368804665994
0908065,0.9917052538679277
0908067,1.408536447527787
0908068,2.5450641724119647
0908069,0.23422254786333385
0908073,19.298760543377867
0908074,2.65313046757353
0908076,4.119912955950648
0908077,8.958863899252956
0908080,7.988602115475509
0908082,0.33900842153388644
0908086,5.288001816809726
0908088,6.5630230200728965
0908089,19.41663200135409
0908091,0.27161930874082707
0908092,1.7266096739316368
0908096,7.8604541283303835
0908097,0.5372102593420297
0908100,10.690378452249758
0908101,39.68657956555077
0908102,7.451763056986859
0908103,5.5875981869768
0908105,5.021011295413829
0908106,2.6740188348443246
0908108,2.9022519474370103
0908110,6.022215156343298
0908112,4.188523485877519
0908113,6.475248147892719
0908114,2.8004076261496964
0908115,0.6198687271008756
0908117,0.06781148184074473
0908118,0.7414905773358665
0908119,4.367691167726803
0908121,26.70966054887846
0908123,6.237299588219634
0908124,6.920267830079915
0908125,68.82435222025575
0908126,0.6716237381280687
0908127,9.108490893024486
0908136,0.34936780504545634
0908145,2.8074866385032755
0908147,0.35260244762054777
0908149,0.7456330264029383
0908150,0.7773884298629432
0908155,0.527116728468096
0908156,2.588172465302205
0908157,14.410557884086748
0908158,0.1699380705320943
0908159,3.650876847013895
0908161,1.4724253147136634
0908163,6.096757739489715
0908167,0.9146073413173408
0908169,51.73654252786535
0908172,3.777402737698371
0908180,18.162497897230754
0908181,1.4862252212636422
0908184,6.212308971585637
0908187,47.11379122544791
0908194,17.53016603064762
0908196,4.9663817074618315
0908197,2.3682396406196724
0908198,2.253042860023601
0908200,43.35990652059415
0908202,3.0330845051043935
0908205,48.45794586086848
0908207,1.2416277745289035
0908209,7.070510896504142
0908211,16.069213923756067
0908213,2.498869371704542
0908214,1.26520239848538
0908217,23.762599527424747
0908219,2.4591514007142603
0908220,0.6039999499864246
0908221,12.093303183330775
0908231,10.238631730123743
0908233,1.4892168827492593
0908235,0.19325024788800682
0908237,0.4190077394022395
0908238,6.376187353008561
0908240,2.7581037177291394
0908242,8.543848641590005
0908245,15.385551937644346
0908246,0.26158683456482523
0908248,1.9322710216108177
0908250,0.0996263857486201
0908251,2.7249048523368185
0908252,20.817956033609732
0908259,8.109131134338014
0908260,11.573904562447822
0908261,6.36944956725211
0908263,5.91820554698514
0908265,2.4226841338627887
0908266,30.66349935238445
0908267,0.8884390834645838
0908268,16.80695934151453
0908269,0.2852709848478836
0908270,10.623425843255966
0908275,1.4397735555754871
0908276,0.704241664470875
0908278,2.6116794534859102
0908279,27.633512819310926
0908281,0.0679995921505955
0908282,3.5056840715380657
0908283,0.3691282220962661
0908284,6.8557774203627115
0908285,1.7999785276478182
0908289,2.163911194259738
0908295,0.08482510148610645
0908296,0.8554002597524761
0908297,1.1935350133978941
0908298,28.389699085320206
0908301,26.584391939679726
0908305,13.738244492589333
0908307,21.582193981363595
0908902,1.0577189688711346
0908904,1.6627257633342127
0917002,5.229586558519523
0917004,0.5201106970572923
0917007,9.804774684675214
0917008,4.954279809767332
0917013,0.503991244580055
0917015,20.765961402413218
0917016,0.08635538027278765
0917019,0.4292091418160093
0917020,11.156077979627389
0917022,3.7266600294923027
0917023,14.637139752822831
0917026,0.7493684894792156
0917027,0.7918901361576631
0917029,1.1751146463873139
0917030,6.445128336619682
0917033,4.313387945558689
0917034,9.73382654505331
0917035,1.1654262505774506
0917038,12.363106130603361
0917039,0.47673657714969975
0917042,0.9953547648017469
0917043,2.9923597538676745
0917044,16.34495483714981
0917047,7.472368457590827
0917048,10.116384468617023
0917049,8.326109438854067
0917050,13.581427485651746
0917056,6.82662170052117
0917057,0.18282397256587063
0917060,11.780870871856257
0917062,7.564678750560748
0917065,3.933029200131167
0917066,6.0975342632213865
0917068,10.354900191416071
0917071,0.5582723803526826
0917073,8.248374731814925
0917079,32.96916066903404
0917087,1.5219346835562155
0917089,10.825899960524657
0917090,4.509670171981015
0917091,0.6890087144196038
0917092,0.2343316938994378
0917095,7.708980975505589
0917101,0.235475824840057
0917102,5.104803732658059
0917103,0.7485785895187875
0917109,1.4648001347020485
0917110,4.677164868289474
0917112,2.156885312255316
0917114,7.701033249737455
0917116,0.25146903692155204
0917117,9.598054185897308
0917118,11.329320008010775
0917123,4.367898076835257
0917126,1.5912854593257357
0917132,2.1500725919598427
0917133,4.734856041911905
0917135,5.289503871805206
0917137,10.786779884137088
0917139,5.427884848944829
0917142,6.525626057652002
0917145,0.7339466065396154
0917146,1.6972691383680893
0917147,6.556949834662215
0917150,5.225355019748979
0917152,1.9031274989377889
0917155,11.142537948621971
0917160,4.352339837129972
0917161,10.731973635970295
0917162,0.3740994353482124
0917163,7.389752949604569
0917165,0.37067257989060026
0917166,1.298425363286221
0917167,16.43806314447324
0917169,4.597114896677233
0917170,0.460714076370056
0917177,2.0707389477764533
0917178,7.043095737995561
0917180,0.39922480940194605
0917181,5.204058468198482
0917184,3.266450273204005
0917185,1.9488392232088814
0917186,2.75132533450385
0917189,3.8513503417884203
0917190,3.933029200131167
0917193,1.0117881181913113
0917195,1.0242921377098901
0917198,1.4078311796186487
0917199,9.796775601185102
0917200,0.45024838116859417
0917203,3.2586218345410067
0917207,10.154742992561607
0917208,2.184496077011067
0917209,0.7473660157833983
0917210,0.6961368980902195
0917214,0.6162784908361536
0917215,5.427117848457041
0917216,2.2207485039257846
0917217,0.5846078228742829
0917221,3.615853826789778
0917226,0.616994532137443
0917233,2.7883246746394668
0917234,5.4043162035686825
0917901,3.2648163009011957
0917902,0.17737941140754654
0917903,0.6386326555361052
0925012,0.13486906733294846
0925015,9.280272161274462
0925016,12.093344804750497
0925021,14.785551537505391
0925023,0.20153326939314065
0925034,4.504545549995196
0925040,7.210435862085444
0925044,13.661996078257136
0925048,0.30896457196839816
0925062,0.4258238217731117
0925069,3.513220930135782
0925072,0.5792111169563114
0925077,9.108776823073523
0925078,1.9446400636434102
0925085,0.48578741304967216
0925086,1.247343559017118
0925112,18.536105997428706
0925120,34.995998038817156
0925124,3.241925092522503
0925137,4.84432419802152
0925140,5.317202364861293
0925149,7.52324133178724
0925150,6.909955428794352
0925151,2.3043211731447353
0925155,4.965701493399335
0925156,18.982875623458707
0925158,2.913921033915047
0925165,8.155884273522457
0925166,2.977538893798268
0925172,9.953408746909474
0925185,7.3243850949946765
0925189,0.3393951215880568
0925192,0.15727329475478422
0925203,12.220165849809549
0925207,10.630500998437542
0925215,2.906976179958902
0925239,10.227919086952376
0925249,7.387351994464752
0925905,0.11509870695955954
0925906,0.08266706025623607
0925907,0.5792111169563114
0925908,1.8567813832535482
0925912,2.1377500434910246
0943002,0.6550809332157789
0943004,4.121791139791487
0943006,5.766915958379076
0943012,4.748389967179936
0943013,1.3796265865321378
0943014,12.595237801001314
0943016,0.310612242195082
0943025,5.410738105915337
0943028,1.4982840814372165
0943032,7.856054252273687
0943034,2.1092209757446745
0943037,0.5759390966562737
0943038,35.58796632686466
0943051,0.8970779610083495
0943052,11.409278460799833
0943054,0.754696929388074
0943071,11.057965709576138
0943074,1.3505536181352644
0943085,0.3921283535656403
0943089,7.909553364904634
0943092,6.81637263913974
0943100,1.554554152716372
0943103,0.48840873364272247
0943106,6.945404403319162
0943111,1.8930735539660732
0943117,3.20420818496868
0943123,23.260046958626777
0943131,0.8457921895112483
0943133,2.9181757649291193
0943135,4.685027641902013
0943136,0.7324179042751331
0943138,0.10907023681659243
0943145,1.1266047491244655
0943148,25.700424648812216
0943153,4.342462226498629
0943155,27.524747143273068
0943156,1.2811444222480937
0943161,1.050709896885273
0943162,3.6858832247693387
0943163,3.4976019206405993
0943164,0.24358617548261605
0943171,13.012817785169464
0943178,1.2539025468456755
0943901,11.172531475469686
0943902,11.70769642248239
0943903,0.05592600867914471
0943905,17.66966985265274
0943906,1.8236049742077571
0943907,0.2271211108010093
1003002,4.60221434229035
1003009,13.407491256338567
1003011,1.936564817468218
1003012,2.777246045036626
1003014,153.18184222433635
1003015,2.7194112963178174
1003018,3.8229951341944552
1003019,2.582263639751601
1003025,0.5476378336858303
1003031,35.23768691426778
1003034,2.7525534748187903
1003041,0.5785179355972441
1003043,10.369795535728592
1003044,0.34026492020651516
1003047,4.4602197102615015
1003049,11.059120143679383
1003050,0.9904218692113321
1003053,12.444158585462995
1003054,0.26701164408312517
1003055,0.9611404288451135
1003056,0.24452543481225067
1003058,3.5421927286460284
1003063,45.633324576165315
1003064,2.6271557094400246
1003065,102.17512460429549
1003066,5.2676306114178155
1003069,6.106581068873859
1003071,0.48409865346120934
1003072,0.7218015671808696
1003074,3.5421927286460284
1003076,10.74481340469738
1003079,0.9389291687523273
1003082,21.749002194474315
1003088,0.37354889691434634
1003089,3.4948359950757952
1003090,16.71104373587627
1003092,1.2760885331023488
1003093,9.301846645562234
1003094,1.1653310006348518
1003095,1.1667664536211375
1003096,8.140587002202896
1003099,33.74415202985368
1003101,2.6678422706772085
1003102,10.958292664852674
1003104,2.340823689346647
1003107,7.328889856107403
1003109,4.4057782029466885
1003111,1.021477855660025
1003113,5.32571047749167
1003118,4.198485343274104
1003119,20.17856254950388
1003120,0.12975889453805375
1003121,13.809691682328664
1003122,50.35443593385433
1003128,0.37218513871739634
1003133,23.71769194811228
1003138,3.652568333688301
1003139,10.710035324493802
1003140,4.963125737146725
1003901,13.275112300201062
1003902,15.919333770866238
1003903,9.873330315849833
1012004,12.84688160069808
1012005,0.4000776327257908
1012009,15.74457610709046
1012011,3.4772141596876858
1012012,7.635991969982093
1012021,8.66544769985437
1012026,0.13505605754498964
1012027,10.75995439820745
1012028,21.908296689766207
1012029,4.358164896422345
1012031,20.724602627366426
1012032,30.34843318246771
1012033,8.903427504685219
1012034,1.1690344838603635
1012036,0.3057944595515755
1012040,70.66633999348484
1012071,0.987695642519048
1012074,3.469154288414433
1012077,3.8227618027054566
1012082,11.2714830486248
1012084,9.02922806166991
1012085,0.9901587148895161
1012089,11.239371000975485
1012094,7.572038672228333
