CMUN,M4
05226,1.5151515151515151
05224,0.0
05225,0.0
05902,0.0
05227,0.2066115702479339
05228,0.5952380952380952
05904,0.9090909090909091
05229,0.0
05230,0.0
05232,0.7462686567164178
05233,0.0
05234,0.0
05235,0.0
05236,0.0
05237,0.0
05238,0.0
05239,0.0
05240,0.0
05241,0.022655188038060717
05242,0.0
05243,0.0
05244,0.0
05245,0.0
05247,0.0
05246,0.0
05249,0.0
05251,0.0
05252,0.0
05253,0.0
05254,0.0
05256,0.0
05257,0.0
05905,0.0
05258,0.0
05259,0.0
05260,0.0
05261,2.7027027027027026
05262,0.0
05263,0.628930817610063
05264,0.0
05265,0.0
05266,0.0
05267,0.0
06001,0.0
06002,0.0
06003,0.0
06004,0.10810810810810811
06005,0.0
06006,0.0
06007,0.0
06008,0.13440860215053765
06009,0.4
06010,0.0
06011,0.041492546160457604
06012,0.0
06013,0.0
06014,0.0
06015,0.06241285439213864
06016,0.0
06017,0.0
06018,0.0
06019,0.0
06020,0.0
06021,0.19665683382497542
06022,0.0
06023,0.0
06024,0.0
06025,0.0
06026,0.0
06027,0.0
06028,0.0
06029,0.0
06030,0.0
06031,0.0
06032,0.0
06033,0.0
06034,0.0
06035,0.0
06036,0.0
06042,0.0
06037,0.0
06038,0.0
06039,0.0
06040,0.0
06041,0.0
06043,0.0
06044,0.0
06045,0.0
06046,0.06784260515603799
06047,0.1006036217303823
06048,0.0
06049,0.0
06050,0.0
06051,0.055772448410485224
06052,0.0
06053,0.0
06054,0.0
06055,0.0
06056,0.0
06057,0.0
06058,0.042844901456726654
06059,0.0
06903,0.04056795131845842
06060,0.0
06061,0.0
06062,0.0
06063,0.0
06064,0.10672358591248667
06065,0.0
06066,0.05181347150259067
06067,0.0
06068,0.21008403361344538
06069,0.0
06070,0.010903936321011885
06071,0.36101083032490977
06073,0.12150668286755771
06074,0.017553098121818503
06072,0.07246376811594203
06075,0.19569471624266144
06076,0.10416666666666667
06077,0.0
06078,0.0
06079,0.13003901170351106
06080,0.04450378282153983
06081,0.0
06082,0.2044989775051125
06083,0.11611470113085622
06084,0.0
06085,0.0
06086,0.0
06087,0.0
06088,0.0
06089,0.1400560224089636
06090,0.0
06091,0.0
06092,0.0
06093,0.0
06094,0.0
06095,0.0
06096,0.39215686274509803
06097,0.03806623524933384
06098,0.0
06099,0.07564296520423601
06100,0.0
06101,0.0
06102,0.0
06103,0.0
06104,0.13908205841446453
06107,0.0
06108,0.0375234521575985
06105,0.0
06106,0.0
06902,0.0
06109,0.0
06110,0.0
06111,0.0
06112,0.0
06113,0.0
06114,0.0
06115,0.0
06116,0.0
06117,0.0
06119,0.0
06123,0.03745318352059925
06118,0.0
06120,0.025271670457417232
06121,0.0
06122,0.0
06124,0.05452562704471102
06125,0.0
06126,0.0
06127,0.029806259314456036
06128,0.0
06129,0.0
06130,0.0
06131,0.0
06132,0.10152284263959391
06133,0.044464206313917294
06134,0.0
06135,0.0
06136,0.05678591709256105
06137,0.09191176470588235
06901,0.0
06138,0.08547008547008547
06139,0.0
06140,0.13986013986013987
06141,0.0
06146,0.0
06147,0.0
06148,0.0
06142,0.3597122302158274
06143,0.024055809477988934
06144,0.0
06145,0.09652509652509653
06149,0.0
06150,0.0
06151,0.0
06152,0.0
06153,0.0
06154,0.0
06156,0.07507507507507508
06155,0.0
06157,0.0
06158,0.0
06159,0.0
06160,0.0
06162,0.02958579881656805
06161,0.0
07002,0.15827793605571383
07001,0.01741856819369448
07003,0.1840104595419108
07004,0.18447090390742915
07005,0.14691902169216142
07901,0.11148272017837235
07006,0.07515030060120241
07007,1.4760147601476015
07008,0.0
07009,0.18450184501845018
07010,0.36947562881909907
07011,0.24628153664165067
07012,0.037257824143070044
07013,0.1137855579868709
07014,0.29159376822461053
07064,0.06640106241699867
07015,0.2709054115803904
07016,0.14140938015555032
07017,0.36258158085569253
07018,1.6320474777448073
07026,0.05726359022964674
07019,4.972375690607735
07020,0.2532138683287885
07021,1.2269938650306749
07022,0.08258092931072451
07023,0.10220768601798855
07024,0.07687051588657329
07025,0.43988269794721413
07027,0.023720571665777145
07028,0.20477815699658702
07029,0.016
07030,0.08385744234800838
07031,0.18836333193804938
07033,0.156218616795733
07034,0.06373486297004462
07032,0.1758063425518967
07035,0.04460303300624443
07036,0.12253304481580937
07037,0.07347538574577515
07902,0.2
07038,0.12957563977972142
07039,0.2661343978709248
07040,0.23201690170400077
07041,0.0
07044,0.036041231168456714
07042,0.2121515705109317
07043,0.1422475106685633
07045,0.3403014098201264
07059,0.13972055888223553
07046,0.29773938614225326
07049,0.09153318077803205
07050,0.5275056518462697
07048,0.47351496519311637
07051,0.6165919282511211
07052,0.2762832630507489
07053,0.9860788863109048
07054,0.26225086168140266
07055,0.13315579227696406
07056,0.11988810443585986
07057,0.40512072597634097
07058,0.19389238972370335
07047,0.2540937323546019
07060,0.048520135856380396
07061,0.11118523460084502
07062,0.39712716518800173
07063,0.3428011753183154
07065,0.056211354693648116
08001,0.00792393026941363
08002,2.797202797202797
08014,0.0
08003,0.07032348804500703
08004,0.37174721189591076
08005,0.0
08006,0.0501819094216535
08007,0.16320313350016322
08008,0.0
08009,0.055427983213239364
08010,0.017295053614666205
08011,0.09095043201455207
08012,0.21872265966754156
08013,0.0
08015,0.12152139404320961
08904,0.045358330813426065
08016,0.046620046620046623
08017,0.0
08018,0.09151921903599756
08252,0.03937484855827478
08019,0.11021963278044299
08020,0.4486133768352365
08021,0.0
08022,0.04795588058985733
08023,0.16767973171242925
08024,0.21978021978021978
08025,0.09186954524575103
08026,0.0
08027,0.0
08028,0.19723865877712032
08029,0.29245874242740755
08030,0.26430553720100436
08031,0.11120378092855157
08034,0.0
08033,0.37084901949766813
08032,0.16144656118824668
08035,0.010397171969224371
08037,0.3194888178913738
08038,0.047664442326024785
08036,0.0
08039,0.0
08040,0.04051316677920324
08041,0.03556187766714083
08042,0.1863932898415657
08043,0.08186655751125665
08044,0.09409108016560029
08045,0.0
08046,0.14509108495889086
08047,0.06531678641410843
08048,0.0
08049,0.18337408312958436
08057,0.0
08052,0.0
08050,0.0
08051,0.20276572448193358
08053,0.05190760446405398
08054,0.10309278350515465
08055,0.0
08056,0.22164043673578676
08058,0.1631321370309951
08060,0.0
08059,0.0
08061,0.5507113354749885
08062,0.0
08063,0.3062787136294028
08064,0.3799392097264438
08065,0.25046963055729493
08066,0.0
08067,0.0
08268,0.16806722689075632
08266,0.21846653966478494
08068,0.8881187046463771
08069,0.12889366272824918
08070,0.2583979328165375
08071,0.0
08072,0.06659119664380368
08073,0.07950727883538634
08074,0.3301974954831475
08075,0.0
08076,0.03578137579389928
08077,0.21591807939799473
08078,0.7751937984496124
08254,0.04549590536851684
08079,0.49019607843137253
08134,0.0
08080,0.0
08082,0.19480519480519481
08081,0.4282655246252677
08083,0.0
08084,1.3377926421404682
08085,0.0
08086,0.10810279593140386
08090,0.0
08087,0.0
08088,0.03585728799378474
08089,0.15554750591293603
08091,0.03884500841641849
08092,0.061025223759153785
08093,0.0
08094,0.0
08095,0.0
08096,0.11684673869547818
08097,0.0
08099,0.1076426264800861
08100,0.22181146025878
08101,0.08463785201222715
08162,0.0
08102,0.15412844036697249
08103,0.0
08104,0.3271537622682661
08105,0.03016818764612716
08107,0.03190199706501627
08108,0.12158054711246201
08106,0.009885330170027679
08109,0.0
08110,0.0
08111,0.0
08112,0.033647375504710635
08113,0.127890321260487
08242,0.0
08114,0.048836641434401924
08115,0.4561476259589467
08116,0.0
08117,0.0
08118,0.02096611875209661
08119,0.041567078873532164
08120,0.062034739454094295
08121,0.04104708798017348
08122,0.0826787928896238
08138,0.04633920296570899
08123,0.4443763407906834
08124,0.12511974350452582
08128,0.0
08127,0.12586532410320958
08125,0.46474968744904066
08130,0.0
08131,0.0
08126,0.6035889070146819
08132,0.423728813559322
08133,0.0
08135,0.011366219595362582
08136,0.005950964056177101
08137,0.2762430939226519
08129,0.0
08139,1.2987012987012987
08140,0.08239947264337508
08141,0.0
08142,0.0
08143,0.0
08145,0.05198856251624642
08146,0.26001040041601664
08147,0.01657550140891762
08148,0.0
08149,0.0
08144,0.6864988558352403
08150,0.0
08151,0.0
08152,0.0
08153,0.0
08154,0.2185792349726776
08155,0.01036699149906697
08156,0.12737145538647182
08157,0.06875214850464077
08905,0.33167495854063017
08158,0.5907372400756143
08159,0.05289046384936796
08160,0.0
08161,0.1096825300103589
08163,0.003574747980267391
08164,0.0
08165,0.0
08166,0.0
08167,0.16482222745467387
08182,0.0
08168,0.0
08169,0.253311359335897
08171,0.07593014426727411
08170,0.0
08230,0.08638065073423554
08172,0.0701188514532132
08174,0.0
08175,0.18652366519002098
08176,0.0
08177,0.0
08178,0.546448087431694
08179,0.2304147465437788
08180,0.09453486292444876
08181,0.03746721618583739
08183,0.031012560086835166
08184,0.32209194260907203
08185,0.0
08901,0.33783783783783783
08187,0.18177277016151414
08188,0.0
08190,0.35335689045936397
08191,0.0595503945213637
08194,0.26553657162781963
08195,0.0
08196,0.08463661453541858
08197,0.0
08198,0.0
08199,0.0
08200,0.2817742224344815
08201,0.0
08203,0.028011204481792715
08202,0.02200704225352113
08204,0.333889816360601
08205,0.2403948432115049
08206,0.0
08207,0.033366700033366704
08208,0.03860507013254407
08210,0.06244146113019045
08211,0.16496931570727846
08212,0.0
08209,0.06668889629876625
08213,0.11190689346463742
08215,0.0
08193,0.06954102920723226
08216,0.0
08218,0.15637935792475394
08217,0.1992382068561383
08903,0.425531914893617
08220,0.0
08221,0.45926002373703495
08222,0.08133387555917039
08223,0.03977724741447892
08225,0.0
08224,0.0
08226,0.08090614886731393
08227,0.0
08228,0.0
08229,0.16286644951140067
08231,0.08881839809674862
08232,0.04147656574035669
08233,0.0
08234,0.0
08189,3.1446540880503147
08235,0.10834236186348861
08236,0.25348542458808615
08237,0.0
08238,0.1984520738241715
08239,0.0
08240,0.17133956386292834
08241,0.0
08098,0.0
08262,0.020267531414673693
08264,0.10731258623332823
08265,0.04814636494944632
08263,0.49084118797794773
08243,0.0
08244,0.7252508159071679
08245,0.2732858855384822
08246,0.0
08247,0.0
08248,0.07959671000265323
08249,0.0
08250,0.05886970172684458
08251,0.052192066805845504
08253,0.0
08256,0.22675736961451248
08255,1.1111111111111112
08257,0.0
08259,0.06207324643078833
08258,0.09389671361502347
08260,0.11523835132332041
08261,0.16438356164383564
08192,0.026434047052603753
08267,0.1283834385364288
08269,0.05411255411255411
08270,0.27137042062415195
08271,0.0
08272,0.0
08273,0.0
08274,0.01688333614722269
08276,0.3076923076923077
08277,0.0
08278,0.0
08275,0.0
08280,0.0
08281,0.0
08279,0.06591603104779585
08282,0.7104007104007104
08283,0.14340344168260039
08284,0.011243534967393748
08285,0.027485741771456056
08286,0.0
08287,0.06997900629811056
08288,0.0
08289,0.21221025138752855
08290,0.047709923664122134
08291,0.04236091499576391
08292,0.14545454545454545
08293,0.3875968992248062
08294,0.163826998689384
08295,0.08420779893768623
08296,0.1156515034695451
08297,0.0
08298,0.17751854434793635
08299,0.2358490566037736
08301,0.134918374383498
08300,0.03936491274111009
08305,0.19014736420726064
08306,0.2638522427440633
08303,0.0
08302,0.05496231155778895
08902,0.03613369467028004
08307,0.2075365412552996
08214,0.08816398501212255
08219,0.11463507833397019
08304,0.0
08308,0.0
48001,0.36755053819900235
48002,0.32852903772785075
48911,0.0
48912,0.4076086956521739
48003,0.1992235390273805
48004,2.1739130434782608
48005,0.0
48006,0.7518796992481203
48093,0.3147128245476003
48009,0.20222446916076847
48914,0.0
48010,0.34782608695652173
48011,0.09884678747940692
48023,1.3477088948787064
48008,4.132231404958678
48091,1.390922401171303
48070,0.0
48012,0.6486486486486486
48090,0.09149130832570906
48013,0.11198430237743665
48014,0.6435006435006435
48015,0.07894412236338967
48092,0.37174721189591076
48016,0.027506532801540366
48017,0.09532888465204957
48018,1.0551948051948052
48019,0.37469693630152084
48020,0.17234162324446817
48021,0.7883565797453002
48901,0.471976401179941
48026,1.9021739130434785
48027,0.030065141139134794
48028,0.12195121951219512
48031,0.29069767441860467
48032,0.08126777732629012
48902,0.26542529298868883
48033,0.0
48034,0.10132353872458995
48079,0.81799591002045
48029,0.205761316872428
48030,0.0
48906,0.5494505494505495
48035,0.36496350364963503
48036,0.1972520745476806
48037,2.494061757719715
48038,0.3615328994938539
48039,1.5197568389057752
48040,0.11947431302270012
48041,0.117096018735363
48046,0.06435382905282865
48044,0.1024125280338091
48047,1.0
48042,2.4376088218224026
48043,0.3155097974094985
48045,0.5075384385729212
48048,0.44776119402985076
48094,0.3013444598980065
48049,1.4588859416445623
48910,0.27056277056277056
48050,1.6666666666666667
48022,1.4498006524102935
48907,0.45558086560364464
48051,0.38314176245210724
48052,1.1052378664103797
48053,0.0
48054,0.1801913756679508
48057,0.11002613120616146
48055,0.4585841215247922
48056,0.5397070161912104
48081,0.40749796251018744
48903,1.6504443504020312
48058,1.7064846416382253
48059,0.7677543186180422
48060,0.15772870662460567
48061,0.0
48062,0.0
48063,1.6587677725118484
48064,1.0624169986719787
48066,2.2058823529411766
48068,0.1611170784103115
48069,0.17513134851138354
48007,1.0330578512396695
48908,0.6191950464396285
48071,0.5915568701263781
48067,1.423728813559322
48909,0.0
48073,0.10809512370886379
48075,0.3762227238525207
48083,0.2506265664160401
48072,1.030169242089772
48077,0.1359311282283643
48078,0.09053770564204483
48082,0.07377671693609635
48084,0.12800819252432155
48904,0.21953896816684962
48085,0.11908097506304285
48086,1.1751326762699015
48076,0.5763688760806917
48087,1.593625498007968
48088,1.2345679012345678
48065,0.024307243558580455
48089,0.17878426698450536
48074,0.04763038818766373
48080,0.32742842750398793
48095,0.26333113890717574
48096,0.3921102661596958
48905,0.91547146780592
48097,0.3035822707953855
48024,0.9615384615384616
48025,0.0
48913,1.4511873350923483
48915,0.48661800486618007
09001,0.0
09003,0.0
09006,0.0
09007,0.0
09009,0.0
09010,0.0
09011,0.0
09907,0.13869625520110956
09012,0.0
09013,0.0
09014,1.5706806282722512
09016,0.8620689655172413
09017,0.6329113924050633
09018,0.01511304558094547
09019,0.6329113924050633
09020,0.3472222222222222
09021,0.0
09022,1.4084507042253522
09023,0.11013215859030838
09024,0.0
09025,2.5423728813559325
09026,0.47732696897374705
09027,0.0
09029,0.0
09030,0.7633587786259541
09032,0.0
09033,0.0
09034,0.3115264797507788
09035,0.3105590062111801
09036,0.0
09037,0.0
09038,0.6944444444444444
09039,0.0
09041,0.0
09043,0.0
09044,0.0
09045,1.0273972602739725
09046,0.0
09047,1.7543859649122806
09048,0.05701254275940707
09050,0.0
09051,0.0
09052,0.0
09054,1.0
09055,1.9607843137254901
09056,0.04640371229698376
09057,0.5102040816326531
09058,0.3305785123966942
09059,0.264290351678531
09060,0.0
09061,0.6024096385542169
09062,0.0
09064,0.0
09065,0.0
09066,0.0
09067,0.22935779816513763
09068,0.0
09070,0.0
09071,0.0
09072,0.6696428571428571
09073,0.07072135785007072
09074,0.2553191489361702
09075,0.0
09076,0.0
09077,0.0
09078,0.0
09079,0.0
09083,0.0
09082,3.0303030303030303
09084,0.0
09085,0.15432098765432098
09088,0.0
09086,0.36855036855036855
09090,0.0
09091,0.2638522427440633
09063,0.4032258064516129
09093,1.0526315789473684
09094,0.0
09095,0.0
09098,0.0
09100,0.0
09101,0.0
09102,0.0
09103,0.0
09104,0.0
09105,1.9230769230769231
09108,0.16891891891891891
09109,0.9180790960451978
09110,0.0
09112,0.0
09113,0.1855287569573284
09114,0.9803921568627451
09115,0.9523809523809524
09117,0.0
09119,2.380952380952381
09120,0.0
09122,1.1111111111111112
09124,0.4778972520908005
09123,2.1739130434782608
09125,0.16556291390728478
09127,2.0
09128,1.0309278350515463
09129,0.0
