CMUN,D3
03902,0.7777494343575904
03903,0.9723791293484387
03904,0.9987179487179487
04001,0.9919935948759008
04002,0.9768361581920904
04003,0.9906474205671336
04004,0.9505173189383718
04005,0.9718309859154928
04006,0.9859249329758714
04007,0.9724473257698542
04008,0.970031545741325
04009,0.9440789473684209
04010,0.9814370309800456
04011,0.9752830049943203
04012,1.0
04013,0.9946332465057823
04014,1.0
04015,1.0
04016,0.9786671768906733
04017,0.9679812573213589
04018,1.0
04019,0.9009520718381477
04020,1.0
04021,0.995
04022,0.9113573407202216
04023,1.0
04024,0.9951007521823351
04026,1.0
04027,0.8787234042553191
04028,1.0
04029,0.9903231380680836
04030,0.9945235487404163
04031,0.9970501474926253
04032,0.936816826763829
04033,0.036231884057971016
04034,0.8091286307053942
04035,0.9289690824137589
04036,0.9236369053223741
04037,0.9295275590551181
04038,0.9961156990628708
04041,0.03281027104136947
04043,0.786032689450223
04044,1.0
04045,0.9899699097291876
04046,0.9932767162066525
04047,0.9782933656125101
04048,0.9601620526671168
04049,1.0
04050,0.9131067961165048
04051,1.0
04052,1.0
04053,0.9892877492877493
04054,0.9985632183908046
04055,0.9973958333333335
04056,0.8113207547169812
04057,0.9971659919028341
04058,0.9300911854103343
04059,0.7166432239704296
04060,0.8852459016393442
04061,0.9978510028653296
04062,0.9940109514031485
04063,0.7492106230431645
04064,0.9849023090586145
04065,0.8417391304347827
04066,0.9252219440018211
04067,0.9502558398220244
04068,0.9085714285714286
04069,1.0
04070,0.9489247311827956
04071,1.0
04072,0.9991896272285251
04073,1.0
04074,0.9878458057977558
04075,0.9615711510441962
04076,0.9785522788203752
04077,0.8212927756653993
04078,0.959641250554069
04079,0.999991785233135
04080,0.9727891156462585
04081,0.7486007844689635
04082,0.8759999999999999
04083,0.946092413006275
04084,0.7584415584415585
04085,1.0
04086,0.8320072585147962
04087,0.9899497487437184
04088,0.9948186528497409
04089,0.9447917780794493
04090,0.9093690769044642
04091,1.0
04092,0.9941860465116279
04093,0.9411246974893737
04094,0.8980891719745223
04095,0.991296518607443
04096,1.0
04097,0.0
04098,0.9157357387399404
04099,0.8414521836657924
04100,0.9994135757220348
04101,1.0
04102,0.9964797913950456
04103,0.9992739593417231
04901,0.98005698005698
04902,0.9835977756236925
04903,0.9996312684365782
04904,0.9987871437234688
05001,0.9420398491150014
05002,1.0
05005,1.0
05007,0.521045197740113
05008,1.0
05010,0.9567901234567903
05012,0.95
05013,0.998483141197885
05014,0.930411206507004
05015,0.0
05016,0.9923485003060599
05017,1.0
05018,0.0
05019,0.9827132327132326
05021,1.0
05022,0.986275565123789
05023,0.9035087719298247
05024,0.7031218427965246
05025,0.9790575916230366
05026,0.995
05027,0.890025045197459
05029,0.0
05030,0.0
05033,0.756476683937824
05034,0.9285714285714286
05035,0.030727762803234505
05036,1.0
05037,1.0
05038,0.8547710905349795
05039,0.0
05040,0.0
05041,0.9919096435900215
05042,1.0
05043,1.0
05044,1.0
05045,0.0
05046,0.5659863945578231
05047,0.9839303644845333
05048,0.9266357112705783
05049,0.9998474679682734
05051,0.9942857142857142
05052,1.0
05053,0.0
05054,0.9832986674524691
05055,0.9477586206896551
05056,0.0
05057,0.9878205128205128
05058,0.0
05059,1.0
05060,0.0
05061,0.9895833333333335
05062,1.0
05063,0.0
05064,0.9722222222222221
05065,0.9969696969696968
05066,0.9762569832402235
05067,0.0
05069,1.0
05070,0.0
05072,0.8135964912280701
05073,0.8431372549019607
05074,1.0
05075,1.0
05076,1.0
05077,0.0
05078,1.0
05079,0.0
05080,1.0
05081,1.0
05082,0.9712230215827337
05083,0.12959866220735786
05084,1.0
05085,1.0
05086,0.3685470085470086
05087,0.9197530864197532
05088,0.0
05089,0.9776234567901234
05090,0.6493506493506493
05092,1.0
05093,0.9668280871670702
05094,1.0
05095,1.0
05096,0.0
05097,0.9852362204724411
05099,0.8641975308641975
05100,1.0
05101,0.9951267056530214
05102,1.0
05103,0.31065759637188206
05104,0.9245283018867925
05105,0.9738903394255874
05106,0.0
05107,1.0
05108,1.0
05109,0.819327731092437
05110,1.0
05112,0.3840112994350282
05113,1.0
05114,0.9992932862190813
05115,0.8910619747499182
05116,0.9829545454545454
05117,0.0
05118,1.0
05119,0.5
05120,0.0
05121,0.8210243882067987
05122,0.9820143884892086
05123,0.0
05124,0.0
05125,1.0
05126,0.9874213836477987
05127,1.0
05128,0.9857881136950905
05129,0.6476683937823835
05130,1.0
05131,0.9957081545064378
05132,0.9910116978734536
05133,0.9992065066455069
05134,0.8672699849170439
05135,0.9719999999999999
05136,0.6103896103896104
05138,1.0
05139,0.43838383838383843
05140,0.9907407407407408
05141,0.9787234042553191
05142,0.0
05143,0.9904306220095694
05144,0.0
05145,0.0
05147,0.4442673921492421
05148,0.0
05149,0.9658119658119658
05151,0.972972972972973
05152,0.7701794510907812
05153,1.0
05154,0.8705547652916071
05155,0.8345864661654135
05156,0.9889466840052016
05157,0.4232804232804233
05158,0.9910862504511005
05159,0.8407079646017698
05160,0.9543103448275861
05161,0.9574958170663692
05162,0.9999999999999999
05163,0.9665813142363959
05164,1.0
05165,0.9919354838709676
05166,0.8795500505561172
05167,1.0
05168,0.9413700884591648
05169,0.9922898704850165
05170,0.9454545454545457
05171,0.0
05172,0.9972677595628415
05173,0.0
05174,1.0
05175,1.0
05176,0.9891758917589176
05177,1.0
05178,0.9926119402985074
05179,0.9641350210970464
05180,0.0
05181,1.0
05182,1.0
05183,0.0
05184,0.5924764890282131
05185,0.3684210526315789
05186,0.9492499538098707
05187,0.9961847729753214
05188,0.9904761904761905
05189,1.0
05190,0.99
05191,0.835249042145594
05192,1.0
05193,0.7303370786516854
05194,1.0
05195,0.8137525122021245
05196,1.0
05197,0.9730175255943085
05198,1.0
05199,0.0
05200,0.9895833333333335
05201,1.0
05204,0.9975389163095947
05205,0.0
05206,0.0
05207,1.0
05208,0.0
05209,0.9938650306748467
05210,1.0
05211,0.9597222222222223
05212,0.29244561659565793
05213,0.631578947368421
05214,0.9838709677419355
05215,0.9011299435028246
05216,0.7180467903359468
05217,0.993975903614458
05218,1.0
05219,1.0
05220,0.9965197215777262
05221,1.0
05222,0.8807185319203928
05224,0.6795918367346939
05225,0.9939271255060729
05226,0.9829545454545454
05227,0.9912974683544303
05228,0.4196553098226738
05229,0.7207883961784465
05230,1.0
05231,0.8900366930018841
05232,0.9753086419753086
05233,1.0
05234,0.8804347826086957
05235,0.0
05236,1.0
05237,1.0
05238,0.9828091173114509
05239,0.9292565947242207
05240,0.5829032410896023
05241,0.9953751774571235
05242,1.0
05243,0.0
05244,0.2625
05245,0.9327176781002638
05246,0.9772727272727273
05247,0.4047586562367352
05249,0.98989898989899
05251,0.9968152866242037
05252,0.009900990099009901
05253,0.04918032786885246
05254,0.7148474868372048
05256,1.0
05257,1.0
05258,1.0
05259,0.0
05260,0.9983660130718954
05261,1.0
05262,1.0
05263,1.0
05264,0.9925373134328358
05265,0.0
05266,0.5499999999999999
05267,0.9827586206896551
05901,0.941717791411043
05902,0.979528827438083
05903,1.0
05904,0.8547669491525425
05905,1.0
06001,0.952755905511811
06002,0.9611154752553024
06003,1.0
06004,0.8502287819889861
06005,0.9995050761668655
06006,0.8958333333333335
06007,0.9962859795728876
06008,0.9942528735632183
06009,0.8151658767772512
06010,1.0
06011,0.9760508881983935
06012,0.9894147547816335
06013,0.9925742574257426
06014,0.9144649645965292
06015,0.9425561166845895
06016,1.0
06017,1.0
06018,0.9867205542725174
06019,1.0
06020,0.9566815824344594
06021,0.999271137026239
06022,1.0
06023,0.9764194416431089
06024,1.0
06025,0.9722096071474248
06026,0.9992657856093978
06027,0.9743875278396437
06028,0.9985469809493058
06029,1.0
06030,0.9972677595628415
06031,0.3607305936073059
06032,0.0
06033,1.0
06034,0.9976076555023924
06035,1.0
06036,0.8090246051203016
06037,0.9428571428571427
06038,1.0
06039,1.0
06040,0.9995908346972177
06041,0.9488054607508531
06042,1.0
06043,0.8868272123629908
06044,0.9405027121270826
06045,0.996996996996997
06046,0.9989740082079344
06047,1.0
06048,1.0
06049,1.0
06050,1.0
06051,0.9826533992421063
06052,1.0
06053,0.6553846153846153
06054,0.9604020712762718
06055,1.0
06056,0.9423076923076923
06057,1.0
06058,1.0
06059,0.9990069513406157
06060,0.989530361950344
06061,0.9976374426797987
06062,0.8749550083631513
06063,0.9802846987731395
06064,0.9988726042841037
06065,0.9512659530671057
06066,0.9987212276214834
06067,0.998960498960499
06068,0.9711246200607903
06069,0.987930721761287
06070,0.9090665714795645
06071,0.9384615384615383
06072,0.9998179169701383
06073,0.5504087193460491
06074,0.9325861492137839
06075,0.9983136593591905
06076,0.9974395379667693
06077,0.9986072423398329
06078,0.9975903614457832
06079,0.9663072776280324
06080,0.9541730613847043
06081,0.9880174291938998
06082,0.9809854423292274
06083,0.9742657391793142
06084,1.0
06085,0.9916736053288926
06086,0.9984740590030519
06087,0.9280437318862161
06088,0.9407287546446121
06089,1.0
06090,1.0
06091,0.9425339896858885
06092,0.42451920557264783
06093,0.999001996007984
06094,0.997975708502024
06095,0.9469357249626307
06096,0.7041884816753927
06097,0.9963253307202352
06098,0.9744408945686901
06099,1.0
06100,0.9749596122778675
06101,0.9963144963144963
06102,1.0
06103,0.9646464646464646
06104,1.0
06105,0.9992826398852224
06106,0.9771241830065359
06107,0.9975751697381183
06108,0.9966777408637875
06109,1.0
06110,0.9948453608247422
06111,0.9527687296416939
06112,0.9942528735632183
06113,0.9988329341469133
06114,0.9928571428571429
06115,1.0
06116,1.0
06117,0.9920246897612219
06118,1.0
06119,0.99644128113879
06120,1.0
06121,0.9382075471698115
06122,0.9506214689265536
06123,0.9945530278756809
06124,1.0
06125,1.0
06126,0.9707446808510638
06127,0.9954797612580044
06128,0.9540671792796439
06129,0.9986263736263736
06130,0.9848484848484849
06131,1.0
06132,1.0
06133,1.0
06134,0.5874439461883408
06135,0.9795763993948563
06136,0.9839164785553046
06137,0.9958958815899819
06138,1.0
06139,1.0
06140,0.9825268817204301
06141,0.9966292134831459
06142,0.991869918699187
06143,0.9976635514018691
06144,0.4251497005988024
06145,1.0
06146,1.0
06147,0.11363636363636363
06148,1.0
06149,0.9677627337201805
06150,1.0
06151,1.0
06152,1.0
06153,0.9577813956930363
06154,0.9965277777777779
06155,1.0
06156,0.809610705596107
06157,0.0
06158,0.9665590405904058
06159,0.9969199178644764
06160,0.9938115330520393
06161,0.99812382739212
06162,0.9502868759955114
06901,1.0
06902,1.0
06903,1.0
07001,0.876947400643489
07002,0.8521103214706339
07003,0.9462893087018307
07004,0.9909142532651901
07005,0.9781146523178808
07006,0.895708230307312
07007,0.8571428571428571
07008,0.9911144020733061
07009,0.9890590809628008
07010,0.9792617798758576
07011,0.9961746844486783
07012,0.969810660065151
07013,0.9910646675753445
07014,0.9990708786833024
07015,0.8029059401225251
07016,0.982967166617283
07017,0.9816176470588235
07018,0.9507978723404256
07019,0.0
07020,0.9579185679351739
07021,0.6666666666666665
07022,0.9826694257630626
07023,0.9709935397725683
07024,0.9866319096256672
07025,0.9631147540983607
07026,0.9972527472527473
07027,0.9977818268240513
07028,0.9740566037735848
07029,1.0
07030,0.9446422367665835
07031,0.9909547184380343
07032,0.9041315224710528
07033,0.9209686502721982
07034,0.9961597542242704
07035,0.9904679376083189
07036,0.9801021575055272
07037,0.8923897581792317
07038,0.9917962003454232
07039,0.9756544502617801
07040,0.9949044915113134
07041,0.9795631623208572
07042,0.9807321772639692
07043,0.9972183588317107
07044,0.9976350736765508
07045,0.9854191980558931
07046,0.8347368474948353
07047,0.9911366006256518
07048,0.7545695482649442
07049,0.9787502022564465
07050,0.9887672811059908
07051,0.9871184239012775
07052,0.8951568374609724
07053,0.9976363515871788
07054,0.9462400664215396
07055,0.9490692864529473
07056,0.8360976443445273
07057,0.8773448773448773
07058,0.9876831232552657
07059,0.9940532825880113
07060,0.9855027760641579
07061,0.9471005552128315
07062,0.981538699212112
07063,0.9865684575389948
07064,0.9325081737505837
07065,0.9613419349326041
07901,0.9988262910798124
07902,0.9567164179104478
08001,0.9949865021210953
08002,0.7988034132735219
08003,0.9838675409516907
08004,1.0
08005,0.9809538092381522
08006,0.9867040741644304
08007,0.9756871035940803
08008,0.11259031689139216
08009,0.9961498439125911
08010,0.9783313082219522
08011,0.980604700239494
08012,0.9643946682754064
08013,0.9987819732034104
08014,0.994770716009654
08015,0.9988121186958678
08016,0.9676772236395982
08017,0.9942233632862645
08018,0.9856630824372759
08019,0.9991467514884689
08020,0.9703253485877726
08021,0.0
08022,0.9921641344658451
08023,0.9557877813504824
08024,0.9595015576323987
08025,0.9717223650385605
08026,0.5621147463252726
08027,1.0
08028,0.9903593339176162
08029,0.9915657360585528
08030,0.9840159840159841
08031,0.9891606448026681
08032,0.9936877076411961
08033,0.9912505335040547
08034,0.9221014492753623
08035,0.9984441447982575
08036,0.00909090909090909
08037,0.9831975560081466
08038,0.9871495327102804
08039,0.9696251926420235
08040,0.9986278814489572
08041,0.9938619774386198
08042,0.9767358625626342
08043,0.9998213009292352
08044,1.0
08045,0.1842161192056108
08046,0.9970608817354794
08047,0.9817301515797595
08048,0.9988610478359908
08049,0.9513544182537391
08050,0.7337278106508875
08051,0.995747950819672
08052,0.5357142857142857
08053,0.9644755920734654
08054,0.9923485003060599
08055,0.8789281751729541
08056,0.9991907897156729
08057,0.7745901639344263
08058,0.9097142857142857
08059,0.125
08060,0.9261589403973509
08061,0.9739963503649635
08062,0.9351432880844645
08063,0.9597902097902097
08064,0.9873497604478891
08065,0.9979946524064173
08066,0.9587053571428571
08067,0.953546592489569
08068,0.9891446507978029
08069,0.9919636222408683
08070,0.8624483043837883
08071,0.9538043478260869
08072,0.9936270653029111
08073,0.9993187237424777
08074,0.9959981386691484
08075,0.9709941240984105
08076,0.9956503511162353
08077,0.9979071537290716
08078,0.8815869170199878
08079,0.959866220735786
08080,0.0
08081,0.6950278900430876
08082,1.0
08083,1.0
08084,0.8267650506035206
08085,0.8285418124130427
08086,0.973065751254291
08087,0.4807692307692308
08088,0.9955150462962963
08089,0.9961892583120204
08090,0.6474621332275972
08091,0.9848011363636363
08092,0.9955296499649083
08093,0.19259259259259254
08094,1.0
08095,0.0
08096,0.998016266613767
08097,0.9381443298969071
08098,0.8580729166666665
08099,0.882560066842535
08100,0.9219537743614752
08101,0.9998711180272466
08102,0.9999705553265414
08103,0.9449877750611247
08104,0.9448424068767909
08105,0.999036794451936
08106,0.9786459597185149
08107,0.9959755312298778
08108,0.9767485822306238
08109,0.6695786896495923
08110,0.9927280282568046
08111,0.9963369963369964
08112,0.9945550351288055
08113,0.9982848108817564
08114,0.9958039290482548
08115,0.9941446028513238
08116,0.985981308411215
08117,0.9448028673835125
08118,0.9988337896765035
08119,0.9980549477267202
08120,0.9901777362020581
08121,0.9993871701097163
08122,0.9663101604278075
08123,0.9916941907907519
08124,0.9991913746630727
08125,0.9885604024533111
08126,0.9966243862520459
08127,0.987146529562982
08128,0.9956011730205279
08129,0.91015625
08130,0.8845907928388747
08131,0.9649837133550488
08132,0.9546434169278997
08133,0.8485840707964601
08134,0.9658661852442701
08135,0.99263839811543
08136,0.9955704072116879
08137,0.2526455026455026
08138,0.9867197875166002
08139,0.0
08140,0.9968283582089552
08141,0.9758928571428571
08142,0.7445568850560449
08143,0.996268656716418
08144,0.9290812957146187
08145,0.9844132029339854
08146,0.9876425855513308
08147,0.9843177189409369
08148,0.9979414455626716
08149,0.9631340542665014
08150,0.899787570705938
08151,0.7633648049998701
08152,0.9726027397260275
08153,0.9939106901217862
08154,1.0
08155,0.972432804962095
08156,0.9891284815813117
08157,0.9947731316725978
08158,0.987081620669407
08159,0.9959966869133077
08160,0.9428470233145461
08161,0.9922239502332815
08162,0.963799504950495
08163,0.9940519765739385
08164,1.0
08165,0.9990049751243781
08166,0.9981568661729997
08167,0.9892221180880975
08168,0.6590989191729324
08169,0.9987602329974812
08170,0.9599794941900204
08171,0.9883359253499222
08172,0.9983063450099141
08174,1.0
08175,0.9438336520076482
08176,0.22788414334806084
08177,1.0
08178,0.5617598678233736
08179,0.9853228962818004
08180,0.9998680390604381
08181,0.9736902838679898
08182,0.9721916991355952
08183,0.9996339677891655
08184,0.9969860304905275
08185,0.24731182795698925
08187,0.998556620597414
08188,0.3469685902118334
08189,0.538718723037101
08190,0.6689019868066669
08191,0.9855359317904994
08192,0.9996794871794872
08193,0.9332508879479391
08194,0.9990324948288517
08195,0.9284541723666212
08196,0.9989593657086224
08197,0.9736004493540535
08198,0.9757215619694396
08199,0.9404453355502305
08200,0.995838377723971
08201,0.9281524926686217
08202,0.9905635475781972
08203,0.9850397381954185
08204,0.9799657697264185
08205,0.9950928899426753
08206,1.0
08207,0.9864904841658765
08208,0.9925044091710759
08209,0.9626383347682277
08210,0.9890406036651096
08211,0.9986315142713512
08212,0.9293628808864266
08213,0.992686170212766
08214,0.9952523060227889
08215,1.0
08216,0.13333333333333333
08217,0.9991281934652414
08218,0.9913186297512905
08219,0.9957920048091373
08220,0.9811463046757164
08221,0.9952623391316645
08222,0.965372907153729
08223,0.9677541729893778
08224,0.9466911764705883
08225,0.5383177008177008
08226,0.9607142857142857
08227,0.9586296056884293
08228,0.24803149606299216
08229,0.31636535069626404
08230,0.9968795007201152
08231,0.9835725213083704
08232,0.9944396920444825
08233,0.9968995452666392
08234,0.9530042918454936
08235,0.9821993670886076
08236,1.0
08237,0.9910461828463714
08238,0.995754408883083
08239,0.7725005432604274
08240,0.9874399704469893
08241,1.0
08242,0.14318139382374773
08243,0.12857142857142856
08244,0.9963382157123835
08245,0.9985133795837463
08246,0.9789189189189189
08247,0.9969635627530364
08248,0.969935691318328
08249,0.9589552238805971
08250,0.9823435979628947
08251,0.9791059280855198
08252,0.9988291255031101
08253,0.9377551020408164
08254,0.9720379146919431
08255,0.0
08256,0.9848484848484849
08257,0.0
08258,0.9283489998902987
08259,0.9855305466237942
08260,0.9977608831493439
08261,0.9923273657289002
08262,0.9972455089820359
08263,0.9985567970204842
08264,0.9871396269078575
08265,0.967991169977925
08266,0.9966290649510884
08267,0.9872551650120741
08268,0.8023696682464455
08269,0.9821235102925244
08270,0.9947845182541861
08271,0.9642857142857143
08272,0.8984075386244933
08273,0.9898412698412699
08274,0.9776254059906171
08275,0.7784431137724552
08276,0.6940235014455189
08277,0.9805825242718447
08278,0.9757056091461236
08279,0.9992933803047681
08280,0.8796791443850267
08281,0.9962627852084972
08282,0.9859839668496416
08283,0.9900142653352354
08284,0.8428024219298574
08285,0.9984284532671629
08286,0.9988692899140659
08287,0.9819364161849711
08288,0.9866592551417455
08289,0.9870517928286853
08290,0.9707750952986022
08291,0.9952536339365173
08292,1.0
08293,0.86545
08294,0.8172043010752688
08295,0.9955417863079945
08296,0.9764524556242313
08297,0.2639581026594014
08298,0.9978968938740294
08299,0.9574898785425101
08300,0.9890167364016736
08301,0.9994535092513077
08302,0.9992233009708739
08303,0.9470963818789906
08304,0.9977827050997783
08305,0.9938086736163104
08306,0.9744408945686901
08307,0.9853453738910012
08308,0.4710851648351649
08901,0.8470790378006874
08902,0.993006993006993
08903,1.0
08904,1.0
08905,0.9809976247030879
09001,0.16129032258064516
09003,0.9958333333333332
09006,0.5714285714285714
09007,0.6485632183908046
09009,1.0
09010,0.0
09011,0.0
09012,0.4803577131906739
09013,0.40625
09014,0.0
09016,0.414414882266407
09017,0.997340425531915
09018,0.9902951342727998
09019,0.772258064516129
09020,0.9979253112033194
09021,0.9411764705882352
09022,0.0
09023,0.9852941176470587
09024,0.5357142857142857
09025,0.9767441860465115
09026,0.6512628197445468
09027,0.0
09029,0.2819461342569757
09030,0.2610580505317347
09032,0.0
09033,0.5238095238095238
09034,0.0891089108910891
09035,1.0
09036,0.0
09037,1.0
09038,1.0
09039,0.3477508650519031
09041,1.0
09043,0.9419786096256685
09044,0.0
09045,0.019400035925992452
09046,1.0
09047,0.3260758196721312
09048,0.987109568666336
09050,0.9282407407407408
09051,0.9944444444444445
09052,0.4
09054,0.9224610822831728
09055,0.0
09056,0.9718875502008032
09057,1.0
09058,0.9972527472527475
09059,0.9880015201693904
09060,0.08352798280855835
09061,1.0
09062,0.0
09063,0.8636363636363636
09064,1.0
09065,0.9791666666666665
09066,0.0
09067,1.0
09068,1.0
09070,0.0
09071,0.0
09072,0.9543968617195161
09073,0.9891854620933458
09074,0.8724179829890644
09075,0.9652607029818424
09076,0.0
09077,0.0
09078,0.9882352941176471
09079,0.0
09082,1.0
09083,1.0
09084,0.0
09085,1.0
09086,0.9838709677419355
09088,0.6308648954211418
09090,0.19237883832778396
09091,0.8673894912427023
09093,0.8779047976011995
09094,1.0
09095,0.34932547127669084
09098,1.0
09100,0.0
09101,1.0
09102,1.0
09103,0.6454545454545455
09104,0.8913043478260869
09105,0.0
09108,0.9892280071813285
09109,0.7067000759382279
09110,0.0
09112,1.0
09113,0.9773800944831453
09114,1.0
09115,1.0
09117,0.6967213114754098
09119,0.9963235294117648
09120,1.0
09122,0.0
09123,1.0
09124,0.9483544303797469
09125,0.2970243946028059
09127,0.0
09128,0.8936170212765957
09129,1.0
09130,1.0
09131,0.9986187845303867
09132,1.0
09133,0.0
09134,0.7668184978454091
09135,0.9111111111111111
09136,1.0
09137,0.39344262295081966
09138,0.9686447811447814
09139,0.9963503649635037
09140,0.9861111111111112
09141,1.0
09143,0.0
09144,0.0
09148,0.8571678474591096
09149,0.0
09151,0.9864761401887665
09152,0.9891891891891892
09154,0.9980314960629921
09155,0.6040935672514619
09159,0.0
09160,0.9915730337078652
09162,1.0
09163,0.9947049924357035
09164,0.0
09166,0.0
09167,0.6949152542372883
09168,0.998422712933754
09169,0.9891304347826086
09170,0.9570815450643777
09172,0.2756756756756757
09173,1.0
09174,0.9896172719010093
09175,0.4327018943170489
09176,0.0
09177,0.8833144019442096
09178,1.0
09179,0.0
09180,0.7027027027027027
09181,0.24149659863945577
09182,0.9750000000000001
09183,0.0
09184,0.0
09189,0.0
09190,0.21377306903622695
09191,0.28138528138528135
09192,0.5163690476190476
09194,0.9815761491028395
09195,0.8988128886376484
09196,0.0
09197,0.9638383306255731
09198,0.989795918367347
09199,0.9777070063694268
09200,0.0
09201,0.11096938775510204
09202,0.0
09206,0.0
09208,0.9842767295597484
