CTOT,ECR5
1003124,4.625
1003125,7.5
1046224,13.0
0908222,18.0
0908223,14.818181818181818
1003127,5.428571428571429
1003128,9.428571428571429
1003131,8.0
1726031,6.884638721221196
1003129,5.882352941176471
1003130,3.5
1046248,10.210526315789474
0908224,10.5
1003132,4.666666666666667
1003133,11.0
1003134,4.833333333333333
1003135,5.0
1003136,5.769230769230769
1726065,7.75
1003137,4.166666666666667
1003138,8.0
1003139,8.642857142857142
1003904,11.666666666666666
1531033,2.0
1003140,6.724137931034483
1003901,9.0
1003902,8.85
1003903,11.8
1531013,5.333333333333333
1531014,6.0
1531253,5.0
1531249,7.769230769230769
1531254,9.0
1531262,6.5
0753006,6.884638721221196
1620901,7.666666666666667
1620902,6.884638721221196
1620906,11.0
0111016,11.444444444444445
1531034,3.0
1531251,8.736842105263158
1531256,1.5
0753007,3.0
0111017,10.407407407407407
1531252,2.1538461538461537
0111018,6.666666666666667
1531255,5.666666666666667
0111022,40.333333333333336
0111023,8.838983050847459
0111024,7.127659574468085
0753008,6.884638721221196
1110092,6.125
0111025,9.0
0111026,7.909090909090909
0111027,18.51219512195122
0111028,13.448979591836734
0753009,6.884638721221196
0111019,4.0
0111020,12.08445945945946
0111021,6.6438356164383565
1531257,6.5
1531258,12.0
1531261,3.5
1726073,7.0
1110093,6.888888888888889
1110094,6.866666666666666
1531259,7.0
1531260,4.676923076923077
0222162,6.0
0222163,3.026315789473684
1012001,5.2631578947368425
1012002,6.333333333333333
0111029,8.55
0111030,11.761904761904763
0111031,15.142857142857142
1531263,6.0
1531264,6.5
1531265,5.5
1531901,12.0
0111032,11.30952380952381
0111033,17.257142857142856
1620006,6.0
1620903,13.333333333333334
1620904,6.884638721221196
1620905,11.0
1012003,4.782608695652174
1012004,8.325581395348838
1012005,8.826086956521738
1012006,6.5
1012007,9.142857142857142
1012008,5.4
1012009,19.6
1012010,7.666666666666667
0244237,5.5
1012011,12.375
1012012,5.7272727272727275
1012013,4.4
1012014,1.896551724137931
1012015,5.5
1012016,9.88888888888889
1012017,5.833333333333333
0253076,2.0
1012018,7.666666666666667
1012020,2.727272727272727
1012021,12.5
0753071,6.884638721221196
1012022,2.5
1012024,4.25
1110097,6.333333333333333
1110101,9.0
1110098,7.066666666666666
1531021,6.884638721221196
0253077,6.884638721221196
1110099,8.375
1110100,5.75
1531035,6.8
1531017,4.5
1531022,5.625
0114006,5.962962962962963
0114007,9.533333333333333
0114008,6.752688172043011
1531018,6.0
1531019,4.5
1531020,7.333333333333333
1110102,6.0
1110103,5.955555555555556
0111037,10.333333333333334
1620907,11.0
0111036,8.0
0250141,3.3333333333333335
0111034,6.0476190476190474
0111035,10.619047619047619
0753029,2.6666666666666665
1110107,5.066666666666666
1110108,4.071428571428571
1110109,6.318681318681318
1110110,5.857142857142857
1110111,6.2
1110112,7.88
1110113,5.303030303030303
1653048,4.9
1110114,9.866666666666667
1653000,5.125
1648001,13.375
0709355,4.0
0111038,6.3125
0111039,8.393939393939394
0705170,5.333333333333333
1110115,7.0
1110116,7.747252747252747
1110117,6.333333333333333
1110118,7.0
1110119,7.117647058823529
1110120,6.909090909090909
1531023,6.3
1531032,8.0
1531029,6.785714285714286
1531030,6.5
1531031,6.0
1531036,6.933333333333334
1531037,4.0
1553083,6.0
1531064,9.285714285714286
1110134,3.8
0111040,3.4
0111041,9.545454545454545
1726022,8.666666666666666
0111042,7.0588235294117645
0111901,8.3125
0111902,8.285714285714286
0111903,8.0
0114001,7.144578313253012
0114002,9.825
0114003,5.659090909090909
0114004,7.642857142857143
0114005,9.2
1110123,7.142857142857143
1232067,5.823529411764706
1110132,5.0
0114048,9.0
0114009,5.37037037037037
0114049,9.173076923076923
0118036,6.884638721221196
0114010,9.642857142857142
0114018,11.0
0114019,9.81132075471698
1110133,6.551724137931035
0114024,9.75
0114025,10.0
0114026,5.066037735849057
0114027,10.25
0114028,6.0
0114029,4.843537414965986
0114030,9.0625
1648003,14.76923076923077
0114011,5.130434782608695
0114050,10.714285714285714
1110135,4.681818181818182
0114051,5.724137931034483
1648078,19.5
1648079,9.0
1110138,8.625
1648043,9.5
1648044,18.0
1648045,9.727272727272727
1648046,9.333333333333334
0222013,6.833333333333333
1110139,7.714285714285714
1648080,10.0
1012025,3.875
1012026,2.761904761904762
0222020,8.0
1110141,7.6875
1012034,7.571428571428571
1110142,7.0
1648015,21.0
0114012,10.10344827586207
0114013,8.677966101694915
0114014,9.807692307692308
0222164,6.25
0114015,7.2631578947368425
0114016,5.269230769230769
0114017,10.0
1531078,7.875
1648002,15.5
1648016,20.0
1648017,5.222222222222222
1648018,7.833333333333333
1648019,11.375
1648020,20.545454545454547
1648021,6.4
1648022,6.605263157894737
0114020,5.3
0114021,10.328025477707007
0114022,8.2
0114023,6.151515151515151
0114031,9.125
0114032,5.785714285714286
0114033,10.0
1726026,6.8
0114034,6.0
0114035,6.054263565891473
0114036,5.99103139013453
0114037,8.441176470588236
0114038,9.595505617977528
0114039,8.371428571428572
0114040,9.88888888888889
0114041,10.5
0114042,10.30232558139535
0114043,7.700680272108843
0114044,10.0
0114045,9.6
0114046,9.0
0114047,6.735849056603773
0222228,6.0
1648027,14.666666666666666
1531067,5.16
0114052,5.75
1648028,6.5
0114066,10.6
1648039,12.0
1648040,15.4
1648041,7.5
1648042,9.0
1531065,7.95
0118001,4.6
0114053,8.076923076923077
0114054,5.678571428571429
0114055,7.7
0114056,9.695652173913043
0114057,10.147058823529411
0114058,8.588235294117647
0114059,10.0
0114060,9.415094339622641
0114061,6.36734693877551
0114062,5.75
0114063,9.75
1531066,8.3
0709007,5.0
0114064,5.357142857142857
0114065,10.0
1648059,14.0
1648060,8.692307692307692
0114067,10.4375
0114068,5.5
0114069,5.194444444444445
0114070,5.485714285714286
0114071,4.618181818181818
0747070,3.0
0114072,6.5
0114073,5.512396694214876
