CTOT,W3
0118162,0.0
0118163,0.0
0118164,1.0
0118165,0.0
0118167,0.0
0118168,0.0
0118170,0.0
0118171,1.0
0118173,1.0
0118174,0.0
0118175,1.0
1601052,0.0
0118176,0.0
0118177,0.0
0118178,0.0
0118179,0.0
1601053,0.0
0816147,1.0
0118180,0.0
0943129,1.0
0118181,0.0
0943130,0.0
0118182,0.0
0118183,0.0
0118185,0.0
0118187,0.0
0118184,0.0
0222086,0.0
0118188,0.0
0118189,0.0
0222087,0.0
0118192,0.0
0118193,0.0
0816163,1.0
0118194,1.0
0118901,0.0
0118908,0.0
0118902,0.0
1601056,0.0
0118903,0.0
0118904,0.0
1601057,0.0
0222088,0.0
0118905,0.0
1726099,0.0
0118906,0.0
0118907,0.0
0250259,1.0
0118909,0.0
0121033,0.0
0737123,0.0
0118910,0.0
0118911,1.0
0121048,0.0
0118912,0.0
0118913,0.0
0118914,0.0
0118915,0.0
0118916,0.0
0121002,1.0
0121003,0.0
0121004,0.0
0121005,1.0
0121006,0.0
0121007,0.0
0121008,0.0
0121001,0.0
0121009,0.0
0121010,1.0
0121011,1.0
0121012,0.0
0121013,0.0
0121059,0.0
0121060,0.0
0121014,1.0
0121019,0.0
0121015,0.0
0121026,0.0
0121016,1.0
0121017,0.0
0121018,0.0
0753041,0.0
0121020,0.0
0121021,1.0
0121022,0.0
0121023,0.0
1726098,0.0
0121027,0.0
0121028,0.0
0121029,0.0
0709243,0.0
0121024,0.0
0121025,0.0
0121030,0.0
0121031,0.0
0121032,0.0
0250260,0.0
0121034,0.0
0121035,0.0
0121066,0.0
0121036,0.0
0121037,0.0
1726100,0.0
0121038,0.0
0121039,0.0
0121040,1.0
0121041,1.0
0121042,0.0
1726101,0.0
0121043,0.0
0121044,0.0
0250261,0.0
0121045,1.0
0121046,0.0
0121047,0.0
0121049,0.0
0121050,1.0
0222206,0.0
0121051,1.0
0121052,0.0
0121053,0.0
0753042,0.0
0121054,0.0
0121055,0.0
0121056,0.0
0121057,0.0
0121058,0.0
1726161,0.0
0121061,0.0
0121062,0.0
0121063,0.0
0121064,1.0
0121065,0.0
0709244,0.0
0121067,0.0
0121068,0.0
0121069,0.0
0121070,0.0
0123031,0.0
0753043,0.0
0121071,0.0
0121072,0.0
0121073,0.0
1620008,0.0
0121074,0.0
1726107,0.0
0121075,0.0
0121076,0.0
0753044,0.0
0121077,0.0
0121078,0.0
0121079,0.0
0121902,0.0
0123001,0.0
0123002,0.0
0123003,0.0
1726110,0.0
0123004,0.0
0123005,1.0
0123006,1.0
1726111,0.0
0123007,0.0
0123008,0.0
0123009,1.0
0753045,0.0
0123010,1.0
0123011,0.0
0123012,0.0
1726112,0.0
0753046,0.0
0123014,0.0
1726113,0.0
0123015,0.0
1726114,0.0
0724002,0.0
0123016,0.0
0709070,0.0
0123017,0.0
0123018,0.0
0123019,0.0
0123020,0.0
0123021,0.0
0123024,0.0
0123025,1.0
1726115,0.0
1726117,0.0
0123026,1.0
0724007,0.0
0123027,0.0
0123028,1.0
0123029,0.0
1726118,1.0
0709073,0.0
0123030,0.0
0709079,0.0
0123032,0.0
0123035,0.0
0123033,0.0
1726119,0.0
0123060,0.0
0709082,0.0
0123034,0.0
0129020,0.0
0123037,0.0
0123038,0.0
0222212,0.0
1106051,0.0
0222177,0.0
0222213,1.0
0123039,0.0
0123040,0.0
1726120,0.0
0123041,0.0
1726121,0.0
0740081,0.0
0123042,0.0
0123043,0.0
1726122,0.0
0123044,0.0
0123045,0.0
0123046,0.0
0123047,0.0
0123048,0.0
0123049,0.0
0123050,1.0
0123051,0.0
0740082,0.0
0123052,0.0
1726123,0.0
0123053,0.0
0709115,0.0
0123054,0.0
0123055,1.0
1601058,0.0
1601059,1.0
0123056,0.0
1601060,0.0
0123057,0.0
1601061,0.0
0123058,0.0
0123059,0.0
0123061,0.0
1106111,0.0
0123062,0.0
0123063,0.0
0123064,0.0
0123065,1.0
0123066,1.0
0129058,0.0
0123067,0.0
1726124,0.0
0123069,1.0
0123070,1.0
0123071,0.0
1726125,0.0
0244116,0.0
0123072,0.0
0123073,0.0
0123074,0.0
0123075,0.0
0705025,0.0
0123076,0.0
0123077,0.0
0123079,0.0
0123080,0.0
0123081,0.0
0123082,0.0
0123084,0.0
0123085,0.0
0123086,1.0
0123087,0.0
0222234,0.0
0123088,0.0
0222242,0.0
0123090,0.0
1726126,0.0
0123091,0.0
0123092,1.0
0123093,0.0
0123094,0.0
0123095,0.0
0123096,0.0
0123097,0.0
0123098,0.0
0705026,0.0
0123099,0.0
0123101,0.0
1601062,0.0
0123901,0.0
0123902,1.0
0222243,0.0
0123903,0.0
0123904,0.0
0123905,0.0
0709160,0.0
0153050,0.0
1726127,0.0
0129001,1.0
1726128,0.0
0129002,0.0
0222244,0.0
0129003,0.0
0129004,0.0
0244123,0.0
0129005,0.0
0129006,0.0
0129007,0.0
0129021,0.0
0129008,1.0
1620001,0.0
0747021,0.0
0129009,0.0
0129010,0.0
0129011,0.0
0129012,1.0
0129013,0.0
0129028,0.0
0129014,0.0
0129015,1.0
1620005,0.0
0129016,0.0
0129017,0.0
0129018,0.0
1653002,0.0
0129019,1.0
0129022,0.0
1620002,0.0
0129023,0.0
1620003,0.0
1620004,0.0
0129024,0.0
0129025,0.0
0129026,0.0
0129027,0.0
0129029,0.0
0747071,0.0
0129030,0.0
0747168,0.0
0129031,1.0
0129032,1.0
0129033,0.0
0129034,0.0
0129035,1.0
0129037,0.0
0129038,0.0
0129044,0.0
0129045,0.0
0129046,0.0
0129039,1.0
0129040,0.0
0129041,1.0
0749061,0.0
0129042,1.0
0129043,1.0
1620007,0.0
0129047,0.0
0129048,0.0
0129049,0.0
0129063,0.0
0129050,0.0
0129051,1.0
0244220,0.0
0129052,0.0
1620009,1.0
0129053,0.0
0129054,0.0
0129055,0.0
1620010,0.0
0250053,0.0
0129056,0.0
0129057,0.0
0129066,0.0
0129067,1.0
0129059,0.0
0141001,1.0
0141002,0.0
0129060,0.0
0129061,1.0
0129062,0.0
0222214,0.0
1236030,1.0
0222221,0.0
0129064,0.0
1236031,0.0
0129065,0.0
1236032,0.0
0222245,0.0
0129068,0.0
0129069,1.0
0129070,0.0
0129071,0.0
0244003,0.0
0129072,0.0
0250054,0.0
0250055,1.0
0129073,0.0
1236033,1.0
0129074,0.0
0129075,1.0
0129076,0.0
1620011,0.0
0129077,0.0
1620012,0.0
0244006,0.0
0129079,0.0
0129080,1.0
0129081,0.0
0129082,0.0
0141086,1.0
0141087,0.0
0129083,0.0
0129084,1.0
0250070,0.0
0129085,0.0
1236039,0.0
0129086,0.0
0250265,0.0
0129087,0.0
0129088,0.0
0129089,0.0
0129090,0.0
0129091,0.0
0129092,0.0
0129093,0.0
0129094,0.0
0244147,0.0
0129095,0.0
0250277,0.0
0129096,0.0
0129097,0.0
0141003,0.0
0129098,0.0
0141004,0.0
0141005,0.0
0244148,0.0
0129099,1.0
0129100,0.0
0141088,0.0
0129901,0.0
0129902,0.0
0129903,0.0
0129904,0.0
0141006,0.0
0250281,0.0
0141007,0.0
0141008,0.0
0141009,0.0
0141019,0.0
0141010,0.0
0141011,1.0
0141012,0.0
0141013,1.0
1726163,1.0
0141014,1.0
0141015,0.0
0141016,1.0
0141017,0.0
0141018,1.0
0141020,0.0
0141021,1.0
0244025,1.0
0141022,1.0
0141092,1.0
0141023,1.0
0141024,0.0
0141029,0.0
0141030,0.0
0141025,0.0
0141031,0.0
0141032,0.0
0141033,1.0
0244226,0.0
0141026,1.0
0141027,0.0
0141028,0.0
0141034,0.0
0141044,0.0
0141045,1.0
0141035,0.0
0141036,0.0
0141037,1.0
0141038,1.0
0141039,0.0
0141040,1.0
0141041,1.0
0141042,0.0
0709451,0.0
0141043,0.0
0141046,1.0
0141054,0.0
0141055,0.0
0141047,0.0
0141048,0.0
0141049,1.0
0141061,0.0
0141050,1.0
0141051,0.0
0141052,1.0
0141053,1.0
1236040,0.0
1236041,0.0
0141901,1.0
0141056,1.0
0141057,0.0
0222008,0.0
0141058,1.0
0244227,0.0
0141059,0.0
0141060,1.0
0244228,0.0
0141062,0.0
0222067,0.0
0141063,0.0
0141084,0.0
0141085,0.0
0141064,0.0
0141065,0.0
0141066,0.0
0141067,1.0
0141068,1.0
0141069,0.0
0222075,0.0
0141070,0.0
0141071,1.0
0222079,0.0
0141072,1.0
0141073,0.0
1620048,0.0
0141074,0.0
0244063,0.0
0141075,1.0
0141076,0.0
0141077,0.0
0753052,0.0
0141078,0.0
0141079,0.0
0141080,1.0
0141081,1.0
0141082,1.0
0141083,0.0
0753011,0.0
1236048,0.0
0222089,0.0
0141089,0.0
0141090,0.0
0141091,1.0
1236049,0.0
0141093,0.0
0141094,1.0
0141095,0.0
0141096,0.0
0141097,0.0
0141098,0.0
0141099,0.0
0141100,0.0
0709454,0.0
0141101,1.0
0141102,0.0
0753012,0.0
1236053,0.0
0222095,0.0
0141902,1.0
0244229,0.0
0141903,0.0
0141904,0.0
0222009,0.0
0753053,0.0
0753054,0.0
0222001,0.0
0222002,0.0
0222003,0.0
0222011,1.0
0222012,0.0
0222004,0.0
0709455,0.0
0222006,0.0
0222007,0.0
0222014,0.0
0222015,0.0
0705117,0.0
0222016,0.0
0222017,0.0
0222022,0.0
0222018,0.0
0222019,0.0
0222021,0.0
0222023,0.0
0222024,0.0
0222025,0.0
0222045,0.0
0222027,0.0
0222028,1.0
0222029,0.0
0222032,0.0
0222035,1.0
0222036,0.0
0222050,0.0
0222051,0.0
0222037,0.0
0222096,0.0
0222039,0.0
0222052,0.0
0222040,0.0
0222041,0.0
0222042,0.0
0222043,0.0
0222061,1.0
0222044,0.0
0222046,0.0
0222047,0.0
0222106,0.0
0222107,0.0
0222048,1.0
0222049,0.0
0222053,1.0
0222054,1.0
0222055,0.0
0222057,0.0
0222058,0.0
0222059,1.0
0222060,0.0
0222062,0.0
0222063,0.0
0222066,1.0
0709456,0.0
0222068,0.0
0222080,0.0
0222081,0.0
0222069,0.0
0222072,0.0
0222074,1.0
1106055,0.0
0705141,0.0
0222076,0.0
0222077,0.0
0222082,0.0
0222078,0.0
0753013,0.0
1106056,0.0
0222084,0.0
0222083,0.0
0222085,0.0
0222090,0.0
0222094,0.0
0250071,0.0
0222099,0.0
0222102,0.0
0753014,0.0
0222103,0.0
1236054,0.0
0222105,0.0
0753015,0.0
1106057,0.0
0244080,0.0
0222109,0.0
0250196,0.0
0222110,0.0
1106058,0.0
0250075,0.0
0222111,0.0
0222112,1.0
0222178,0.0
0222113,0.0
0222114,0.0
0222115,0.0
0222127,0.0
0222116,0.0
0222117,1.0
0222181,0.0
0222119,0.0
0222122,0.0
0222124,1.0
0222125,1.0
0222126,0.0
0222128,0.0
0222135,0.0
0222129,0.0
0222130,1.0
0222131,0.0
0222133,0.0
1236055,0.0
0222139,0.0
0250078,0.0
0222136,0.0
0250083,0.0
0753016,0.0
0222137,0.0
0753017,0.0
0753018,0.0
0222141,0.0
0222142,0.0
0250198,0.0
0222143,0.0
0222156,0.0
0222157,0.0
0222144,0.0
0222149,0.0
0222150,0.0
0753019,0.0
0222151,0.0
0222155,0.0
0753020,0.0
1236056,0.0
1236057,0.0
1236058,0.0
1236059,0.0
1236060,1.0
1236061,0.0
1236901,0.0
1236902,0.0
1328001,0.0
1328002,0.0
1328003,0.0
0222160,0.0
0222158,0.0
0222165,0.0
0734001,0.0
1328004,0.0
1328005,0.0
1328006,1.0
1328007,0.0
1328008,0.0
1328009,1.0
0222184,0.0
0734015,0.0
0222170,0.0
0222172,0.0
0222173,0.0
1328010,1.0
1328011,0.0
0222174,0.0
0747073,0.0
0222175,0.0
1106059,0.0
1106060,0.0
0222186,0.0
0222182,1.0
0734032,0.0
0222187,0.0
0222190,0.0
0222193,0.0
0222188,0.0
0222195,0.0
0222189,0.0
0734033,0.0
0222197,0.0
0222199,0.0
1106061,0.0
1106062,0.0
0222200,0.0
0222201,0.0
0222203,0.0
0222204,0.0
1328012,0.0
1328013,1.0
0250084,0.0
0222205,0.0
0250085,0.0
0222207,0.0
0222222,0.0
0222208,0.0
0222209,0.0
0724113,0.0
0222215,0.0
0734034,0.0
0222217,1.0
0222218,0.0
0222220,0.0
0222223,0.0
0222226,0.0
0222227,0.0
0222225,0.0
0222229,0.0
0222230,0.0
0222232,0.0
0734116,0.0
0222235,0.0
0222236,0.0
0222239,0.0
0705171,0.0
0222246,0.0
0222247,0.0
0222248,0.0
0222249,0.0
0734120,0.0
0734121,0.0
0222250,0.0
0222251,0.0
0222253,0.0
0222252,0.0
0244031,0.0
0222254,0.0
0222902,0.0
0222901,0.0
0222903,0.0
0222906,0.0
0222907,1.0
0244032,0.0
0222904,0.0
0222905,0.0
1328014,0.0
1328015,1.0
1328016,0.0
1328017,0.0
0253049,0.0
0222908,0.0
0222909,0.0
0244035,0.0
0244001,0.0
0244002,1.0
0244004,0.0
0244005,0.0
0737218,0.0
0244007,1.0
0244008,0.0
0244009,1.0
0244010,1.0
0244014,0.0
0244011,0.0
0244018,0.0
0244012,0.0
0244019,0.0
0244013,1.0
0244016,0.0
0244020,0.0
0244017,0.0
0244021,0.0
0737219,0.0
0244022,0.0
0244023,0.0
0244024,0.0
0244026,0.0
0244036,0.0
0244037,0.0
0740126,0.0
0244027,0.0
0244040,0.0
0244028,1.0
0244029,0.0
0244033,0.0
0244034,0.0
0740127,0.0
0244038,0.0
0244039,0.0
0407065,0.0
0244041,0.0
0244042,0.0
0250090,0.0
0244043,0.0
0244045,0.0
0244044,0.0
0244046,0.0
0244047,0.0
0244048,0.0
0244061,0.0
0244049,0.0
0244050,1.0
0244051,0.0
0244052,0.0
0244053,0.0
0244062,0.0
0250091,0.0
0244054,0.0
0244055,0.0
0244056,0.0
0244059,1.0
0244060,0.0
0734179,0.0
0244064,0.0
0244065,0.0
0244066,0.0
0244067,0.0
0250108,0.0
0244068,0.0
0244070,0.0
0244071,0.0
0747025,0.0
0244074,0.0
1328024,0.0
0244075,0.0
0244124,0.0
0244076,1.0
0244077,0.0
0244082,0.0
0244084,0.0
0244085,0.0
0244087,0.0
0244088,0.0
0244086,0.0
0244089,0.0
0244090,0.0
0244092,0.0
0244093,0.0
0244094,0.0
0244096,0.0
0244103,1.0
0244097,0.0
0244099,0.0
0244100,0.0
0244101,0.0
0244102,0.0
0244105,0.0
0244106,0.0
0250111,0.0
0244107,0.0
0244108,0.0
0244111,0.0
0244109,0.0
0244110,0.0
0747026,0.0
0244113,1.0
0244128,0.0
0244114,0.0
0244115,1.0
0244117,0.0
0244129,0.0
0244118,0.0
0250117,0.0
0244119,0.0
0244120,0.0
0244121,0.0
0244130,0.0
0244122,0.0
0734180,0.0
0244125,0.0
0244126,0.0
0244127,0.0
0244131,0.0
0244132,0.0
0244133,0.0
0244135,0.0
0244142,0.0
0244136,0.0
0244137,0.0
0244138,0.0
0244141,0.0
0244143,1.0
0244146,0.0
0737259,0.0
0244144,0.0
0244145,0.0
0737266,0.0
0244149,0.0
0244150,0.0
0244151,1.0
0244152,0.0
0244197,0.0
0244153,0.0
0244155,1.0
0244154,0.0
0244156,0.0
0244157,0.0
